TrialID,NFB_digit1,NFB_digit2,NFB_digit3,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,calibration_block.thisRepN,calibration_block.thisTrialN,calibration_block.thisN,calibration_block.thisIndex,experimental_block.thisRepN,experimental_block.thisTrialN,experimental_block.thisN,experimental_block.thisIndex,exp_trials.thisRepN,exp_trials.thisTrialN,exp_trials.thisN,exp_trials.thisIndex,response_exp.thisRepN,response_exp.thisTrialN,response_exp.thisN,response_exp.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,Begin.started,Begin.stopped,Fixation.started,Fixation.stopped,sound_digit1.started,sound_digit1.stopped,sound_digit2.started,sound_digit2.stopped,sound_digit3.started,sound_digit3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Begin_3.started,Begin_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.0,6.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.001235810006619431,None,0.4678545100032352,None,0.9511598100070842,None,['return'],[2.192472300004738],21.777024999995774,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
0.0,6.0,2.0,4.0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.44897139999375213],24.004549099998258,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
0.0,6.0,2.0,4.0,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.14914439999847673],24.48836769999616,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
0.0,6.0,2.0,4.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
1.0,1.0,9.0,3.0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,0.00943821000691969,None,0.46857991000433685,None,0.9519132100031129,None,None,,26.101434509995308,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
1.0,1.0,9.0,3.0,0,0,0,0,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.44320470000093337],26.109688599994115,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
1.0,1.0,9.0,3.0,0,0,0,0,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.14150119999976596],26.58500439999625,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
1.0,1.0,9.0,3.0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
2.0,8.0,0.0,1.0,0,0,0,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,0.010305609997885767,None,0.4870448099973146,None,0.9703136099997209,None,None,,28.201231109994843,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
2.0,8.0,0.0,1.0,0,0,0,0,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.22728740000457037],28.201536099993973,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
2.0,8.0,0.0,1.0,0,0,0,0,0,2,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.14711639999586623],28.451481199997943,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
2.0,8.0,0.0,1.0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
3.0,9.0,6.0,1.0,0,0,0,0,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,9.231000149156898e-05,None,0.46651931000087643,None,0.9706447100033984,None,None,,30.067770409999504,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
3.0,9.0,6.0,1.0,0,0,0,0,0,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.3881476999958977],30.072234799998114,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
3.0,9.0,6.0,1.0,0,0,0,0,0,3,3,3,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.14884359999996377],30.484655399995972,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
3.0,9.0,6.0,1.0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
4.0,8.0,1.0,5.0,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,0.007820710001396947,None,0.481985110003734,None,0.9653259100014111,None,None,,32.10096380999821,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
4.0,8.0,1.0,5.0,0,0,0,0,0,4,4,4,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.42237150000437396],32.10603589999664,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
4.0,8.0,1.0,5.0,0,0,0,0,0,4,4,4,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.14234299999952782],32.55115210000076,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
4.0,8.0,1.0,5.0,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
5.0,4.0,1.0,0.0,0,0,0,0,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,0.007567510001535993,None,0.48151931000029435,None,0.9648356100005913,None,None,,34.16744961000004,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
5.0,4.0,1.0,0.0,0,0,0,0,0,5,5,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.3861230000038631],34.170046100000036,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
5.0,4.0,1.0,0.0,0,0,0,0,0,5,5,5,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.1531630999961635],34.584342499998456,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
5.0,4.0,1.0,0.0,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
6.0,9.0,2.0,6.0,0,0,0,0,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,0.007852009999623988,None,0.4820924100058619,None,0.9653411100007361,None,None,,36.21730040999464,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
6.0,9.0,2.0,6.0,0,0,0,0,0,6,6,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,None,,36.21752619999461,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
6.0,9.0,2.0,6.0,0,0,0,0,0,6,6,6,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.15179280000302242],36.6508418999947,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
6.0,9.0,2.0,6.0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
7.0,2.0,3.0,0.0,0,0,0,0,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,0.0109950099940761,None,0.4926990099993418,None,0.9550001099996734,None,None,,38.267119009998716,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
7.0,2.0,3.0,0.0,0,0,0,0,0,7,7,7,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.5223773999969126],38.27215759999672,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
7.0,2.0,3.0,0.0,0,0,0,0,0,7,7,7,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.14726050000172108],38.81733410000015,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
7.0,2.0,3.0,0.0,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
8.0,1.0,9.0,2.0,0,0,0,0,0,8,8,8,0,0,0,0,,,,,,,,,,,,,,,,,0.010306110001693014,None,0.4870043100017938,None,0.953606810006022,None,None,,40.43359781999898,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
8.0,1.0,9.0,2.0,0,0,0,0,0,8,8,8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.5769433000023128],40.426492799997504,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
8.0,1.0,9.0,2.0,0,0,0,0,0,8,8,8,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.1348433000021032],41.033799400000134,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
8.0,1.0,9.0,2.0,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
9.0,8.0,1.0,0.0,0,0,0,0,0,9,9,9,0,0,0,0,,,,,,,,,,,,,,,,,0.006140109995612875,None,0.47867990999657195,None,0.9619658099982189,None,None,,42.650086409999496,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
9.0,8.0,1.0,0.0,0,0,0,0,0,9,9,9,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.542349600000307],42.659074399998644,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
9.0,8.0,1.0,0.0,0,0,0,0,0,9,9,9,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.13793790000636363],43.23360479999974,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
9.0,8.0,1.0,0.0,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4004369999966,None,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,58.41134799999418,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
0.0,4.0,6.0,1.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,68.41519120999655,None,68.42364860000089,None,0.0009815100056584924,None,0.48519981000572443,None,0.9686328100069659,None,['return'],[26.219179599997005],71.88123749999795,None,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
0.0,4.0,6.0,1.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[6.488052300002892],98.12935070000094,None,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
0.0,4.0,6.0,1.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.14387169999827165],104.64556729999458,None,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
0.0,4.0,6.0,1.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
1.0,4.0,8.0,9.0,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,104.81565259999479,None,0.013052010006504133,None,0.4758321100016474,None,0.9592756100028055,None,None,,108.24489040999978,None,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
1.0,4.0,8.0,9.0,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[2.7392748999991454],108.24521919999825,None,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
1.0,4.0,8.0,9.0,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.17973939999501454],111.01166009999724,None,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
1.0,4.0,8.0,9.0,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
2.0,8.0,5.0,4.0,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,111.21141340000031,None,0.012904910006909631,None,0.49631341000349494,None,0.9590110100034508,None,None,,114.6611752099976,None,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
2.0,8.0,5.0,4.0,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.46814180000365013],114.66145629999664,None,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
2.0,8.0,5.0,4.0,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.13416379999398487],115.16132219999417,None,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
2.0,8.0,5.0,4.0,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
3.0,6.0,2.0,3.0,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,115.32913719999488,None,0.012873110004875343,None,0.4923940099979518,None,0.9590151099982904,None,None,,118.76084711000075,None,,,1,001,2021_Oct_15_1220,eeg_contingent_digits,2021.2.3,60.01918213168808,
