TrialID,NFB_digit1,NFB_digit2,NFB_digit3,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,calibration_block.thisRepN,calibration_block.thisTrialN,calibration_block.thisN,calibration_block.thisIndex,experimental_block.thisRepN,experimental_block.thisTrialN,experimental_block.thisN,experimental_block.thisIndex,exp_trials.thisRepN,exp_trials.thisTrialN,exp_trials.thisN,exp_trials.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,Begin.started,Begin.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.0,6.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.013525459944503382,None,0.492811059957603,None,0.976147659966955,None,['return'],[3.574862600013148],25.558540600002743,None,,,,,,,1,001,2021_Oct_20_0958,eeg_contingent_digits,2021.2.3,60.03709092112473,
0.0,6.0,2.0,4.0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.1673841000010725],29.162921100010863,None,,,,,,,1,001,2021_Oct_20_0958,eeg_contingent_digits,2021.2.3,60.03709092112473,
0.0,6.0,2.0,4.0,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.19140139999217354],29.346110599988606,None,,,,,,,1,001,2021_Oct_20_0958,eeg_contingent_digits,2021.2.3,60.03709092112473,
0.0,6.0,2.0,4.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_0958,eeg_contingent_digits,2021.2.3,60.03709092112473,
1.0,1.0,9.0,3.0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0.009062630037078634,None,0.4845569300232455,None,0.9679926300304942,None,['return'],[0.565095800004201],31.012684799992712,None,,,,,,,1,001,2021_Oct_20_0958,eeg_contingent_digits,2021.2.3,60.03709092112473,
1.0,1.0,9.0,3.0,0,0,0,0,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.16961300000548363],31.59601219999604,None,,,,,,,1,001,2021_Oct_20_0958,eeg_contingent_digits,2021.2.3,60.03709092112473,
1.0,1.0,9.0,3.0,0,0,0,0,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.14733519998844713],31.795885700004874,None,,,,,,,1,001,2021_Oct_20_0958,eeg_contingent_digits,2021.2.3,60.03709092112473,
1.0,1.0,9.0,3.0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_0958,eeg_contingent_digits,2021.2.3,60.03709092112473,
2.0,8.0,0.0,1.0,0,0,0,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,0.008774830028414726,None,0.4869800300220959,None,0.9506610300159082,None,['return'],[0.2764186999993399],33.39611359999981,None,,,,,,,1,001,2021_Oct_20_0958,eeg_contingent_digits,2021.2.3,60.03709092112473,
2.0,8.0,0.0,1.0,0,0,0,0,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.1707429000234697],33.69571420000284,None,,,,,,,1,001,2021_Oct_20_0958,eeg_contingent_digits,2021.2.3,60.03709092112473,
