TrialID,NFB_digit1,NFB_digit2,NFB_digit3,Speaker_trial,TrialID_ME,NFB_digit1_ME,NFB_digit2_ME,NFB_digit3_ME,Speaker_trial_ME,NV_trial_ME,Triggered_trial_ME,Jitter_trial_ME,NV_trial,Triggered_trial,Jitter_trial,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,ME_trials.thisRepN,ME_trials.thisTrialN,ME_trials.thisN,ME_trials.thisIndex,response_ME.thisRepN,response_ME.thisTrialN,response_ME.thisN,response_ME.thisIndex,exp_trials.thisRepN,exp_trials.thisTrialN,exp_trials.thisN,exp_trials.thisIndex,response_exp.thisRepN,response_exp.thisTrialN,response_exp.thisN,response_exp.thisIndex,Digit1_clear.started,Digit1_clear.stopped,response_practice_resp.keys,response_practice_resp.rt,response_practice_resp.started,response_practice_resp.stopped,text_practice_repeat.started,text_practice_repeat.stopped,text_4.started,text_4.stopped,Fixation_ME.started,Fixation_ME.stopped,sound_digit_1_ME.started,sound_digit_1_ME.stopped,text_2.started,text_2.stopped,key_resp_ME.keys,key_resp_ME.rt,key_resp_ME.started,key_resp_ME.stopped,disp_answer_ME.started,disp_answer_ME.stopped,text_7.started,text_7.stopped,text_next_block_ME.started,text_next_block_ME.stopped,response_nextblock_ME.keys,response_nextblock_ME.started,response_nextblock_ME.stopped,response_nextblock_ME.rt,text_break.started,text_break.stopped,Fixation.started,Fixation.stopped,text_6.started,text_6.stopped,text_5.started,text_5.stopped,Fixation_Play.started,Fixation_Play.stopped,sound_digit1.started,sound_digit1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_nextblock.started,text_nextblock.stopped,response_nextblock.keys,response_nextblock.started,response_nextblock.stopped,response_nextblock.rt,participant,session,date,expName,psychopyVersion,frameRate,
5.0,4.0,1.0,0.0,33.0,,,,,,,,,,,,0,0,0,0,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,0.013519739994080737,None,['return'],[0.5238221999970847],26.358008000002883,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
5.0,4.0,1.0,0.0,33.0,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
6.0,9.0,2.0,6.0,13.0,,,,,,,,,,,,0,0,0,0,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,0.014699540006404277,None,['return'],[0.47764140000072075],27.438266200006183,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
6.0,9.0,2.0,6.0,13.0,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
7.0,2.0,3.0,0.0,10.0,,,,,,,,,,,,0,0,0,0,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,0.014820340002188459,None,['return'],[0.27649689999816474],28.475945400001365,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
7.0,2.0,3.0,0.0,10.0,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
8.0,1.0,9.0,2.0,48.0,,,,,,,,,,,,0,0,0,0,0,8,8,8,0,0,0,0,,,,,,,,,,,,,,,,,0.01447413999994751,None,['return'],[0.20169590000296012],29.32700620000105,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
8.0,1.0,9.0,2.0,48.0,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
9.0,8.0,1.0,0.0,21.0,,,,,,,,,,,,0,0,0,0,0,9,9,9,0,0,0,0,,,,,,,,,,,,,,,,,0.012938839994603768,None,['return'],[0.23952409999765223],30.11012800000026,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
9.0,8.0,1.0,0.0,21.0,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.39959230000386,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,31.126917300003697,None,32.57781280000199,None,0.01286410000466276,None,34.002699600001506,None,"['1', 'return']","[1.716260399996827, 1.9427267999999458]",35.01814759999979,None,35.01814759999979,None,35.01814759999979,36.02611869999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
,,,,,1.0,0.0,8.0,3.0,49.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,37.09098310000263,None,0.0016374799961340614,None,39.17409550000593,None,"['0', 'return']","[0.9197327999936533, 1.2518948999932036]",40.183829100002185,None,40.183829100002185,None,40.183829100002185,41.19235740000295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
,,,,,1.0,0.0,8.0,3.0,49.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
,,,,,2.0,4.0,9.0,2.0,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,41.53883350000251,None,0.0008307800017064437,None,43.66128680000111,None,"['3', 'return']","[1.1976214000023901, 1.5432074999989709]",44.68155430000479,None,44.68155430000479,None,44.68155430000479,45.69186669999908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
,,,,,2.0,4.0,9.0,2.0,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
,,,,,3.0,6.0,2.0,9.0,33.0,1.0,0.0,-0.0,,,,,,,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,46.33879920000618,None,0.01595479999377858,None,48.45797880000464,None,"['3', 'return']","[0.6037183999942499, 0.9745970000003581]",49.463358400003926,None,49.463358400003926,None,49.463358400003926,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
,,,,,3.0,6.0,2.0,9.0,33.0,1.0,0.0,-0.0,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.64332760000252,None,return,50.64332760000252,None,0.9150285000068834,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
0.0,3.0,8.0,6.0,14.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.600705700002436,None,53.00057630000083,None,53.00057630000083,None,53.00057630000083,None,56.988330200001656,None,0.005177080005523749,None,['return'],[2.4030011000068043],58.39413230000355,None,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
0.0,3.0,8.0,6.0,14.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
1.0,5.0,6.0,8.0,13.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.88204770000448,None,60.88204770000448,None,60.88204770000448,None,65.94796920000226,None,0.005052479995356407,None,['return'],[1.351759100005438],67.36242750000383,None,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
1.0,5.0,6.0,8.0,13.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
2.0,8.0,2.0,6.0,21.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.78568130000349,None,68.78568130000349,None,68.78568130000349,None,72.40680440000142,None,0.004380059996037744,None,['return'],[0.8605142000014894],73.81043270000373,None,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
2.0,8.0,2.0,6.0,21.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
3.0,3.0,1.0,8.0,21.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.73335890000453,None,74.73335890000453,None,74.73335890000453,None,79.4185507000002,None,0.01010904000577284,None,['return'],[0.6124968000003719],80.82619690000138,None,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
3.0,3.0,1.0,8.0,21.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
4.0,5.0,1.0,9.0,49.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.50142910000432,None,81.50142910000432,None,81.50142910000432,None,99.93106110000372,None,0.01031127999885939,None,['return'],[1.0286912000010489],101.34201140000368,None,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
4.0,5.0,1.0,9.0,49.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
5.0,2.0,1.0,2.0,10.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.43366910000623,None,102.43366910000623,None,102.43366910000623,None,108.49953930000629,None,0.001041759991494473,None,['return'],[0.6727237000013702],109.9072626000052,None,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
5.0,2.0,1.0,2.0,10.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
6.0,3.0,4.0,8.0,13.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.64852149999933,None,110.64852149999933,None,110.64852149999933,None,126.4907999000061,None,0.013491840007191058,None,['return'],[0.607241099998646],127.90588040000148,None,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
6.0,3.0,4.0,8.0,13.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
7.0,5.0,8.0,6.0,1.0,,,,,,,,,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.58018260000244,None,128.58018260000244,None,128.58018260000244,None,132.63184990000445,None,0.010091979995195288,None,['return'],[0.6209738999968977],134.04006970000046,None,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
7.0,5.0,8.0,6.0,1.0,,,,,,,,,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.78399670000363,None,return,134.78399670000363,None,1.0656478000018978,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
8.0,5.0,8.0,2.0,21.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.89197490000515,None,135.89197490000515,None,135.89197490000515,None,142.93792329999997,None,0.007181180008046795,None,['return'],[0.6506254999985686],144.35408889999962,None,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
8.0,5.0,8.0,2.0,21.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
9.0,1.0,3.0,6.0,49.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.07823479999934,None,145.07823479999934,None,145.07823479999934,None,153.17020790000242,None,0.004726659994048532,None,['return'],[0.687702300005185],154.58785709999938,None,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
9.0,1.0,3.0,6.0,49.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
10.0,5.0,9.0,3.0,14.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,10,10,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.34916720000183,None,155.34916720000183,None,155.34916720000183,None,161.62376050000603,None,0.008942979991843458,None,['return'],[0.9661469999991823],163.03794780000317,None,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
10.0,5.0,9.0,3.0,14.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
11.0,6.0,8.0,5.0,21.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,11,11,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.07798750000075,None,164.07798750000075,None,164.07798750000075,None,170.39942440000596,None,0.005787079993751831,None,['return'],[0.6963198000012198],171.80289260000427,None,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
11.0,6.0,8.0,5.0,21.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
12.0,1.0,3.0,0.0,61.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,12,12,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.55949640000472,None,172.55949640000472,None,172.55949640000472,None,174.94177270000364,None,0.000665879990265239,None,['return'],[0.5821692000026815],176.34859110000252,None,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
12.0,1.0,3.0,0.0,61.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
13.0,6.0,9.0,2.0,10.0,,,,,,,,,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,0,13,13,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.00330560000293,None,177.00330560000293,None,177.00330560000293,None,179.03504919999978,None,0.01531948000047123,None,['return'],[0.5643857000031858],180.45217600000615,None,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
13.0,6.0,9.0,2.0,10.0,,,,,,,,,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
14.0,2.0,1.0,8.0,7.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,14,14,14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.09311320000415,None,181.09311320000415,None,181.09311320000415,None,183.31524500000523,None,0.005783759996120352,None,['return'],[0.6200552000009338],184.7181223000007,None,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
14.0,2.0,1.0,8.0,7.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
15.0,2.0,5.0,8.0,10.0,,,,,,,,,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,0,15,15,15,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.4205879000001,None,185.4205879000001,None,185.4205879000001,None,189.71936920000007,None,0.0017815600003814325,None,['return'],[0.5932659999962198],191.1351630000063,None,,,,,,,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
15.0,2.0,5.0,8.0,10.0,,,,,,,,,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.84298190000118,None,return,191.84298190000118,None,1.1282236000042758,1,001,2021_Nov_17_2318,eeg_contingent_digits,2021.2.3,60.04988944704085,
