TrialID,NFB_digit1,NFB_digit2,NFB_digit3,Speaker_trial,TrialID_ME,NFB_digit1_ME,NFB_digit2_ME,NFB_digit3_ME,Speaker_trial_ME,NV_trial_ME,Triggered_trial_ME,Jitter_trial_ME,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,ME_trials.thisRepN,ME_trials.thisTrialN,ME_trials.thisN,ME_trials.thisIndex,response_ME.thisRepN,response_ME.thisTrialN,response_ME.thisN,response_ME.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,response_practice_resp.keys,response_practice_resp.rt,response_practice_resp.started,response_practice_resp.stopped,text_practice_repeat.started,text_practice_repeat.stopped,text_4.started,text_4.stopped,Fixation_ME.started,Fixation_ME.stopped,sound_digit_1_ME.started,sound_digit_1_ME.stopped,sound_digit_2_ME.started,sound_digit_2_ME.stopped,sound_digit_3_ME.started,sound_digit_3_ME.stopped,text_2.started,text_2.stopped,key_resp_ME.keys,key_resp_ME.rt,key_resp_ME.started,key_resp_ME.stopped,disp_answer_ME.started,disp_answer_ME.stopped,text_5.started,text_5.stopped,text_next_block_ME.started,text_next_block_ME.stopped,response_nextblock_ME.keys,response_nextblock_ME.started,response_nextblock_ME.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.002764489996479824,None,0.49182269000448287,None,0.9544358899875078,None,['return'],[0.8714255000231788],20.271551400015596,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1030,eeg_contingent_digits,2021.2.3,60.043291214077925,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,['return'],[1.1042357000114862],21.185766700014938,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1030,eeg_contingent_digits,2021.2.3,60.043291214077925,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,['return'],[0.3935868000262417],22.334739200014155,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1030,eeg_contingent_digits,2021.2.3,60.043291214077925,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1030,eeg_contingent_digits,2021.2.3,60.043291214077925,
,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.767838600004325,None,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1030,eeg_contingent_digits,2021.2.3,60.043291214077925,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,23.601576100016246,None,28.101399600011064,None,0.0024857599928509444,None,0.47283675998914987,None,0.9560413600120228,None,29.45336650000536,30.4667916999897,"['1', 'return']","[1.4064311000111047, 1.60339910001494]",30.897995800012723,None,30.897995800012723,None,,,,,,,,1,001,2021_Nov_15_1030,eeg_contingent_digits,2021.2.3,60.043291214077925,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"['2', 'return']","[0.19414239999605343, 0.5091537999978755]",32.5358530000085,None,32.5358530000085,None,,,,,,,,1,001,2021_Nov_15_1030,eeg_contingent_digits,2021.2.3,60.043291214077925,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,"['0', 'return']","[0.4532805000199005, 0.6133974000113085]",33.08373050001683,None,33.08373050001683,None,,,,,,,,1,001,2021_Nov_15_1030,eeg_contingent_digits,2021.2.3,60.043291214077925,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.73779400001513,None,None,None,None,None,None,1,001,2021_Nov_15_1030,eeg_contingent_digits,2021.2.3,60.043291214077925,
,,,,,1.0,0.0,8.0,3.0,49.0,1.0,0.0,1.0,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,36.74959290001425,None,0.006498059956356883,None,0.47204565996071324,None,0.9761803599540144,None,38.85760380001739,39.866060400003335,"['1', 'return']","[4.303965600003721, 4.4719853999849875]",40.31630810000934,None,40.31630810000934,None,,,,,,,,1,001,2021_Nov_15_1030,eeg_contingent_digits,2021.2.3,60.043291214077925,
