TrialID,NFB_digit1,NFB_digit2,NFB_digit3,Speaker_trial,TrialID_ME,NFB_digit1_ME,NFB_digit2_ME,NFB_digit3_ME,Speaker_trial_ME,NV_trial_ME,Triggered_trial_ME,Jitter_trial_ME,NV_trial,Triggered_trial,Jitter_trial,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,ME_trials.thisRepN,ME_trials.thisTrialN,ME_trials.thisN,ME_trials.thisIndex,response_ME.thisRepN,response_ME.thisTrialN,response_ME.thisN,response_ME.thisIndex,exp_trials.thisRepN,exp_trials.thisTrialN,exp_trials.thisN,exp_trials.thisIndex,response_exp.thisRepN,response_exp.thisTrialN,response_exp.thisN,response_exp.thisIndex,Digit1_clear.started,Digit1_clear.stopped,response_practice_resp.keys,response_practice_resp.rt,response_practice_resp.started,response_practice_resp.stopped,text_practice_repeat.started,text_practice_repeat.stopped,text_4.started,text_4.stopped,Fixation_ME.started,Fixation_ME.stopped,sound_digit_1_ME.started,sound_digit_1_ME.stopped,text_2.started,text_2.stopped,key_resp_ME.keys,key_resp_ME.rt,key_resp_ME.started,key_resp_ME.stopped,disp_answer_ME.started,disp_answer_ME.stopped,text_7.started,text_7.stopped,text_next_block_ME.started,text_next_block_ME.stopped,response_nextblock_ME.keys,response_nextblock_ME.started,response_nextblock_ME.stopped,response_nextblock_ME.rt,text_break.started,text_break.stopped,Fixation.started,Fixation.stopped,text_6.started,text_6.stopped,Fixation_Play.started,Fixation_Play.stopped,sound_digit1.started,sound_digit1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_nextblock.started,text_nextblock.stopped,response_nextblock.keys,response_nextblock.started,response_nextblock.stopped,response_nextblock.rt,participant,session,date,expName,psychopyVersion,frameRate,
0.0,8.0,1.0,4.0,49.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.68804369999998,None,65.91560119999849,None,65.91560119999849,None,77.61962369999856,None,0.009251199999198434,None,['return'],[1.3484143000005133],79.0282591999985,None,,,,,,,1,001,2021_Nov_17_1423,eeg_contingent_digits,2021.2.3,59.92240049081776,
0.0,8.0,1.0,4.0,49.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_1423,eeg_contingent_digits,2021.2.3,59.92240049081776,
1.0,8.0,8.0,3.0,1.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.09835539999949,None,82.09835539999949,None,87.47849159999896,None,0.0024953000011009863,None,['return'],[0.6489164000013261],88.89401109999926,None,,,,,,,1,001,2021_Nov_17_1423,eeg_contingent_digits,2021.2.3,59.92240049081776,
1.0,8.0,8.0,3.0,1.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_1423,eeg_contingent_digits,2021.2.3,59.92240049081776,
2.0,3.0,8.0,2.0,1.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.2524670999992,None,91.2524670999992,None,111.34917359999963,None,0.00658570000086911,None,['return'],[1.2527632000001176],112.75880229999893,None,,,,,,,1,001,2021_Nov_17_1423,eeg_contingent_digits,2021.2.3,59.92240049081776,
2.0,3.0,8.0,2.0,1.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_1423,eeg_contingent_digits,2021.2.3,59.92240049081776,
3.0,5.0,8.0,3.0,14.0,,,,,,,,,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.75790389999929,None,115.75790389999929,None,118.13274989999991,None,0.004430299999512499,None,['return'],[1.4078589999990072],119.54166509999959,None,,,,,,,1,001,2021_Nov_17_1423,eeg_contingent_digits,2021.2.3,59.92240049081776,
3.0,5.0,8.0,3.0,14.0,,,,,,,,,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_1423,eeg_contingent_digits,2021.2.3,59.92240049081776,
4.0,6.0,5.0,9.0,21.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.67153179999877,None,122.67153179999877,None,127.02613009999914,None,0.0040096000011544675,None,['return'],[0.4268565000002127],128.44084089999888,None,,,,,,,1,001,2021_Nov_17_1423,eeg_contingent_digits,2021.2.3,59.92240049081776,
4.0,6.0,5.0,9.0,21.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_1423,eeg_contingent_digits,2021.2.3,59.92240049081776,
5.0,3.0,9.0,5.0,49.0,,,,,,,,,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.60843479999858,None,130.60843479999858,None,134.00195109999913,None,0.01057819999732601,None,['return'],[1.0704564999996364],135.40738529999908,None,,,,,,,1,001,2021_Nov_17_1423,eeg_contingent_digits,2021.2.3,59.92240049081776,
5.0,3.0,9.0,5.0,49.0,,,,,,,,,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_1423,eeg_contingent_digits,2021.2.3,59.92240049081776,
6.0,5.0,8.0,6.0,7.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.2334908999983,None,138.2334908999983,None,143.6659585999987,None,0.011442200000601588,None,['return'],[0.8987774000015634],145.0730169999988,None,,,,,,,1,001,2021_Nov_17_1423,eeg_contingent_digits,2021.2.3,59.92240049081776,
6.0,5.0,8.0,6.0,7.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_1423,eeg_contingent_digits,2021.2.3,59.92240049081776,
7.0,1.0,8.0,9.0,48.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.69681079999827,None,147.69681079999827,None,154.22831759999826,None,0.009771299999556504,None,['return'],[0.5557438000014372],155.63889729999937,None,,,,,,,1,001,2021_Nov_17_1423,eeg_contingent_digits,2021.2.3,59.92240049081776,
7.0,1.0,8.0,9.0,48.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.29700669999875,None,return,156.29700669999875,None,3.997676799999681,1,001,2021_Nov_17_1423,eeg_contingent_digits,2021.2.3,59.92240049081776,
