TrialID,NFB_digit1,NFB_digit2,NFB_digit3,Speaker_trial,TrialID_ME,NFB_digit1_ME,NFB_digit2_ME,NFB_digit3_ME,Speaker_trial_ME,NV_trial_ME,Triggered_trial_ME,Jitter_trial_ME,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,ME_trials.thisRepN,ME_trials.thisTrialN,ME_trials.thisN,ME_trials.thisIndex,response_ME.thisRepN,response_ME.thisTrialN,response_ME.thisN,response_ME.thisIndex,Digit1_clear.started,Digit1_clear.stopped,response_practice_resp.keys,response_practice_resp.rt,response_practice_resp.started,response_practice_resp.stopped,text_practice_repeat.started,text_practice_repeat.stopped,text_4.started,text_4.stopped,Fixation_ME.started,Fixation_ME.stopped,sound_digit_1_ME.started,sound_digit_1_ME.stopped,text_2.started,text_2.stopped,key_resp_ME.keys,key_resp_ME.rt,key_resp_ME.started,key_resp_ME.stopped,disp_answer_ME.started,disp_answer_ME.stopped,text_7.started,text_7.stopped,text_next_block_ME.started,text_next_block_ME.stopped,response_nextblock_ME.keys,response_nextblock_ME.started,response_nextblock_ME.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.012990080009330995,None,['return'],[0.21435690000362229],19.593015500002366,None,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
1.0,1.0,9.0,3.0,13.0,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,0.01517408000654541,None,['return'],[0.1169374000019161],20.37766130000091,None,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
1.0,1.0,9.0,3.0,13.0,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
2.0,8.0,0.0,1.0,21.0,,,,,,,,,0,0,0,0,0,2,2,2,0,0,0,0,,,,,,,,,0.01492508000228554,None,['return'],[0.06970379999984289],21.060290900000837,None,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
2.0,8.0,0.0,1.0,21.0,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
3.0,9.0,6.0,1.0,61.0,,,,,,,,,0,0,0,0,0,3,3,3,0,0,0,0,,,,,,,,,0.013472880003973842,None,['return'],[0.06297769999946468],21.710038199998962,None,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
3.0,9.0,6.0,1.0,61.0,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
4.0,8.0,1.0,5.0,7.0,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,0.014795879993471317,None,['return'],[0.10196200000063982],22.32694520000223,None,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
4.0,8.0,1.0,5.0,7.0,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
5.0,4.0,1.0,0.0,33.0,,,,,,,,,0,0,0,0,0,5,5,5,0,0,0,0,,,,,,,,,0.013854680000804365,None,['return'],[0.07360320000589127],22.97395079999842,None,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
5.0,4.0,1.0,0.0,33.0,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
6.0,9.0,2.0,6.0,13.0,,,,,,,,,0,0,0,0,0,6,6,6,0,0,0,0,,,,,,,,,0.013362980003876146,None,['return'],[0.0646915999968769],23.627976199997647,None,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
