TrialID,NFB_digit1,NFB_digit2,NFB_digit3,Speaker_trial,TrialID_ME,NFB_digit1_ME,NFB_digit2_ME,NFB_digit3_ME,Speaker_trial_ME,NV_trial_ME,Triggered_trial_ME,Jitter_trial_ME,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,ME_trials.thisRepN,ME_trials.thisTrialN,ME_trials.thisN,ME_trials.thisIndex,response_ME.thisRepN,response_ME.thisTrialN,response_ME.thisN,response_ME.thisIndex,Digit1_clear.started,Digit1_clear.stopped,response_practice_resp.keys,response_practice_resp.rt,response_practice_resp.started,response_practice_resp.stopped,text_practice_repeat.started,text_practice_repeat.stopped,text_4.started,text_4.stopped,Fixation_ME.started,Fixation_ME.stopped,sound_digit_1_ME.started,sound_digit_1_ME.stopped,text_2.started,text_2.stopped,key_resp_ME.keys,key_resp_ME.rt,key_resp_ME.started,key_resp_ME.stopped,disp_answer_ME.started,disp_answer_ME.stopped,text_7.started,text_7.stopped,text_next_block_ME.started,text_next_block_ME.stopped,response_nextblock_ME.keys,response_nextblock_ME.started,response_nextblock_ME.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.0,9.0,2.0,6.0,13.0,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
7.0,2.0,3.0,0.0,10.0,,,,,,,,,0,0,0,0,0,7,7,7,0,0,0,0,,,,,,,,,0.01449477999994997,None,['return'],[0.11900200000673067],24.244163000003027,None,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
7.0,2.0,3.0,0.0,10.0,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
8.0,1.0,9.0,2.0,48.0,,,,,,,,,0,0,0,0,0,8,8,8,0,0,0,0,,,,,,,,,0.014024479998624884,None,['return'],[0.0724114999975427],24.927976500002842,None,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
8.0,1.0,9.0,2.0,48.0,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
9.0,8.0,1.0,0.0,21.0,,,,,,,,,0,0,0,0,0,9,9,9,0,0,0,0,,,,,,,,,0.013800879998598248,None,['return'],[0.00856950000161305],25.577575600000273,None,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
9.0,8.0,1.0,0.0,21.0,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,25.617284400002973,None,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,26.37879100000282,None,27.601512399996864,None,0.016256249997240957,None,29.020474700002524,None,"['1', 'return']","[2.977557500002149, 3.17623000000458]",30.040249700003187,None,30.040249700003187,None,30.040249700003187,31.044678999998723,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,1.0,0.0,8.0,3.0,49.0,1.0,0.0,1.0,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,33.35999889999948,None,0.011935750000702683,None,35.48298159999831,None,"['0', 'return']","[0.5950573000009172, 0.7628512000010232]",36.502518399996916,None,36.502518399996916,None,36.502518399996916,None,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,1.0,0.0,8.0,3.0,49.0,1.0,0.0,1.0,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,2.0,4.0,9.0,2.0,7.0,1.0,1.0,0.0,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,37.37423950000084,None,0.008103849992039613,None,39.457797000002756,None,"['3', 'return']","[0.5708663999976125, 0.8792742000005092]",40.46809080000094,None,40.46809080000094,None,40.46809080000094,None,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,2.0,4.0,9.0,2.0,7.0,1.0,1.0,0.0,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,3.0,6.0,2.0,9.0,33.0,1.0,0.0,-0.0,,,,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,41.45836170000257,None,0.0012375599981169216,None,43.54496140000265,None,"['2', 'return']","[0.4411866000009468, 0.7818706999969436]",44.5653936000017,None,44.5653936000017,None,44.5653936000017,None,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,3.0,6.0,2.0,9.0,33.0,1.0,0.0,-0.0,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,4.0,5.0,2.0,4.0,7.0,1.0,1.0,0.0,,,,,,,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,45.48793889999797,None,0.014948349999031052,None,47.584200899997086,None,"['2', 'return']","[0.33627159999741707, 0.566016299999319]",48.59831149999809,None,48.59831149999809,None,48.59831149999809,None,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,4.0,5.0,2.0,4.0,7.0,1.0,1.0,0.0,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,5.0,9.0,1.0,2.0,14.0,1.0,0.0,-1.0,,,,,,,,,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,49.27460019999853,None,0.0006913599936524406,None,51.35575170000084,None,"['7', 'return']","[0.4981460999988485, 0.8846713999955682]",52.36584900000162,None,52.36584900000162,None,52.36584900000162,None,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,5.0,9.0,1.0,2.0,14.0,1.0,0.0,-1.0,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,6.0,4.0,2.0,9.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,6,6,6,0,0,0,0,,,,,,,,,,,53.374024899996584,None,0.009855349991994444,None,55.45474809999723,None,"['5', 'return']","[0.3881113000024925, 0.6658198000004631]",56.46523629999865,None,56.46523629999865,None,56.46523629999865,None,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,6.0,4.0,2.0,9.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,7.0,9.0,6.0,3.0,21.0,1.0,0.0,-1.0,,,,,,,,,,,,,0,7,7,7,0,0,0,0,,,,,,,,,,,57.25804739999876,None,0.006149059998278972,None,59.34705119999853,None,"['4', 'return']","[0.459880800000974, 0.8097228999977233]",60.363897199997155,None,60.363897199997155,None,60.363897199997155,None,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,7.0,9.0,6.0,3.0,21.0,1.0,0.0,-1.0,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,8.0,1.0,5.0,9.0,13.0,1.0,1.0,0.0,,,,,,,,,,,,,0,8,8,8,0,0,0,0,,,,,,,,,,,61.29014740000275,None,0.0017742599957273342,None,63.385099200000695,None,"['1', 'return']","[0.4129160000011325, 0.621816700004274]",64.39836389999982,None,64.39836389999982,None,64.39836389999982,None,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,8.0,1.0,5.0,9.0,13.0,1.0,1.0,0.0,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,9.0,0.0,6.0,5.0,21.0,1.0,0.0,2.0,,,,,,,,,,,,,0,9,9,9,0,0,0,0,,,,,,,,,,,65.12441750000289,None,0.010735850002674852,None,67.23278199999913,None,"['0', 'return']","[0.7990400000053342, 0.9981889000046067]",68.2491708000016,None,68.2491708000016,None,68.2491708000016,69.2582767999993,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,9.0,0.0,6.0,5.0,21.0,1.0,0.0,2.0,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,10.0,4.0,2.0,1.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,10,10,10,0,0,0,0,,,,,,,,,,,69.38863649999985,None,0.0052039599904674105,None,71.51125799999863,None,"['5', 'return']","[0.40363280000019586, 0.6081848999965587]",72.5307737999974,None,72.5307737999974,None,72.5307737999974,None,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,10.0,4.0,2.0,1.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,11.0,0.0,5.0,9.0,48.0,1.0,0.0,2.0,,,,,,,,,,,,,0,11,11,11,0,0,0,0,,,,,,,,,,,73.25526269999682,None,0.015409949999593664,None,75.35395209999842,None,"['6', 'return']","[0.5496199999979581, 0.6841765999997733]",76.36885790000088,None,76.36885790000088,None,76.36885790000088,None,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,11.0,0.0,5.0,9.0,48.0,1.0,0.0,2.0,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,12.0,0.0,4.0,3.0,61.0,1.0,1.0,0.0,,,,,,,,,,,,,0,12,12,12,0,0,0,0,,,,,,,,,,,77.18424190000223,None,0.005486560003191698,None,79.25484580000193,None,"['3', 'return']","[0.3559310999989975, 0.49102339999808464]",80.26307510000333,None,80.26307510000333,None,80.26307510000333,None,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,12.0,0.0,4.0,3.0,61.0,1.0,1.0,0.0,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,13.0,4.0,9.0,0.0,7.0,1.0,0.0,2.0,,,,,,,,,,,,,0,13,13,13,0,0,0,0,,,,,,,,,,,80.86554459999752,None,0.006346859998302534,None,82.96274779999658,None,"['1', 'return']","[0.7743733999959659, 0.9296987999987323]",83.97902310000063,None,83.97902310000063,None,83.97902310000063,None,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,13.0,4.0,9.0,0.0,7.0,1.0,0.0,2.0,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,14.0,0.0,8.0,5.0,48.0,1.0,1.0,0.0,,,,,,,,,,,,,0,14,14,14,0,0,0,0,,,,,,,,,,,85.03490420000162,None,0.014605650001612958,None,87.1280493000013,None,"['2', 'return']","[0.8073402000009082, 0.9877781999966828]",88.1467765999987,None,88.1467765999987,None,88.1467765999987,89.15684959999635,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,14.0,0.0,8.0,5.0,48.0,1.0,1.0,0.0,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,15.0,8.0,9.0,2.0,48.0,1.0,0.0,-0.0,,,,,,,,,,,,,0,15,15,15,0,0,0,0,,,,,,,,,,,89.2851348999975,None,0.004059459999552928,None,91.348834299999,None,"['6', 'return']","[0.4620855999964988, 0.6603856000001542]",92.35765820000233,None,92.35765820000233,None,92.35765820000233,None,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,15.0,8.0,9.0,2.0,48.0,1.0,0.0,-0.0,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,16.0,1.0,0.0,8.0,10.0,1.0,1.0,0.0,,,,,,,,,,,,,0,16,16,16,0,0,0,0,,,,,,,,,,,93.1734088000012,None,0.007928660001198296,None,95.25585190000129,None,"['1', 'return']","[0.40582069999800297, 0.661999999996624]",96.26258139999845,None,96.26258139999845,None,96.26258139999845,None,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,16.0,1.0,0.0,8.0,10.0,1.0,1.0,0.0,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,17.0,9.0,5.0,0.0,48.0,1.0,0.0,-1.0,,,,,,,,,,,,,0,17,17,17,0,0,0,0,,,,,,,,,,,97.06600539999636,None,0.007992959996045101,None,99.15785109999706,None,"['3', 'return']","[0.6035673000005772, 0.8627417000025162]",100.1831624999977,None,100.1831624999977,None,100.1831624999977,None,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,17.0,9.0,5.0,0.0,48.0,1.0,0.0,-1.0,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,18.0,2.0,9.0,1.0,13.0,1.0,1.0,0.0,,,,,,,,,,,,,0,18,18,18,0,0,0,0,,,,,,,,,,,101.21934049999982,None,0.00916498999868054,None,103.26453739999852,None,"['2', 'return']","[0.5383225000041421, 0.7826430999994045]",104.27853820000018,None,104.27853820000018,None,104.27853820000018,None,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,18.0,2.0,9.0,1.0,13.0,1.0,1.0,0.0,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,19.0,2.0,9.0,1.0,48.0,1.0,0.0,-2.0,,,,,,,,,,,,,0,19,19,19,0,0,0,0,,,,,,,,,,,105.21956230000069,None,0.002440059994114563,None,107.28716770000028,None,"['3', 'return']","[0.3497658999986015, 0.5500104000020656]",108.29387080000015,None,108.29387080000015,None,108.29387080000015,None,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,19.0,2.0,9.0,1.0,48.0,1.0,0.0,-2.0,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,20.0,9.0,5.0,4.0,61.0,1.0,1.0,0.0,,,,,,,,,,,,,0,20,20,20,0,0,0,0,,,,,,,,,,,109.01924380000128,None,0.012170050002168864,None,111.1337274999969,None,"['4', 'return']","[0.5013133999964339, 0.8019032000011066]",112.1435874000017,None,112.1435874000017,None,112.1435874000017,None,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,20.0,9.0,5.0,4.0,61.0,1.0,1.0,0.0,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,21.0,4.0,2.0,4.0,7.0,1.0,0.0,1.0,,,,,,,,,,,,,0,21,21,21,0,0,0,0,,,,,,,,,,,113.11857669999881,None,0.0053917599871056154,None,115.2228879999966,None,"['8', 'return']","[0.302839000003587, 0.5008617000057711]",116.24477369999659,None,116.24477369999659,None,116.24477369999659,None,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,21.0,4.0,2.0,4.0,7.0,1.0,0.0,1.0,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,22.0,9.0,5.0,8.0,7.0,1.0,1.0,0.0,,,,,,,,,,,,,0,22,22,22,0,0,0,0,,,,,,,,,,,116.9005879000033,None,0.0030134599946904927,None,118.99511399999756,None,"['5', 'return']","[0.1411664999977802, 0.4571369000041159]",120.00928199999908,None,120.00928199999908,None,120.00928199999908,None,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,22.0,9.0,5.0,8.0,7.0,1.0,1.0,0.0,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,23.0,2.0,0.0,4.0,7.0,1.0,0.0,-2.0,,,,,,,,,,,,,0,23,23,23,0,0,0,0,,,,,,,,,,,120.63450179999927,None,0.005425060000561643,None,122.70556550000038,None,"['4', 'return']","[0.47843030000512954, 0.7400936000049114]",123.72669329999917,None,123.72669329999917,None,123.72669329999917,None,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,23.0,2.0,0.0,4.0,7.0,1.0,0.0,-2.0,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,24.0,1.0,3.0,9.0,48.0,1.0,1.0,0.0,,,,,,,,,,,,,0,24,24,24,0,0,0,0,,,,,,,,,,,124.62806170000113,None,0.0045412599938572384,None,126.67536929999915,None,"['4', 'return']","[0.5697050999951898, 0.9915678999968804]",127.69413509999868,None,127.69413509999868,None,127.69413509999868,128.70406489999732,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,24.0,1.0,3.0,9.0,48.0,1.0,1.0,0.0,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,25.0,6.0,2.0,8.0,61.0,1.0,0.0,0.0,,,,,,,,,,,,,0,25,25,25,0,0,0,0,,,,,,,,,,,128.8693082000027,None,0.0011261599938734435,None,130.97062770000048,None,"['4', 'return']","[0.5238768999988679, 0.8694104999958654]",131.97529719999875,None,131.97529719999875,None,131.97529719999875,None,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,25.0,6.0,2.0,8.0,61.0,1.0,0.0,0.0,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,26.0,9.0,5.0,3.0,49.0,1.0,1.0,0.0,,,,,,,,,,,,,0,26,26,26,0,0,0,0,,,,,,,,,,,133.0040291999976,None,0.0026612599976942874,None,135.06377999999677,None,"['9', 'return']","[0.33994450000318466, 0.6966350000002421]",136.07513189999736,None,136.07513189999736,None,136.07513189999736,None,,,,,,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,26.0,9.0,5.0,3.0,49.0,1.0,1.0,0.0,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2249,eeg_contingent_digits,2021.2.3,59.9950923998676,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.98441599999933,None,,,,,,,,,,,,,,,,,,,,,,,,
