blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,condsFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audiofile,duration,noise,voice,words,callSign,colour,number,levels,file,rater,firstSound_tmin,lastSound_tmax,token_1_tmin,token_1_tmax,token_2_tmin,token_2_tmax,token_3_tmin,token_3_tmax,newidx,block,instrTrainText.started,key_resp_2.started,sound_1.started,fixation.started,pp_t1_start.started,pp_t1_end.started,pp_start.started,pp_t1_start.stopped,pp_t1_end.stopped,pp_start.stopped,fixation.stopped,screenAfterAudio.started,screenAfterAudio.stopped,blankScreen.started,pp_click1.started,blankScreen.stopped,call1.started,call2.started,call3.started,call4.started,colour1.started,colour2.started,colour3.started,colour4.started,number1.started,number2.started,number3.started,number4.started,mouseClickOnCall.started,pp_click1.stopped,mouseClickOnColour.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.048951200005831,11.048951200005831,13.112891239998863,13.13985550000507,0.1855407999973977,0.1855407999973977,0.1855407999973977,0.22270929999649525,0.22270929999649525,0.22270929999649525,18.23720499999763,18.23720499999763,18.23720499999763,18.23720499999763,0.05092530000547413,19.237673900002846,19.237673900002846,19.237673900002846,19.237673900002846,19.237673900002846,19.237673900002846,19.237673900002846,19.237673900002846,19.237673900002846,19.237673900002846,19.237673900002846,19.237673900002846,19.237673900002846,1.051009000002523,1.051009000002523,3.022636200010311,,,,,,,
