blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,condsFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audiofile,duration,noise,voice,words,callSign,colour,number,levels,trigger_start,trigger_end,trigger_call,trigger_col,trigger_num,file,firstSound_tmin,lastSound_tmax,token_1_tmin,token_1_tmax,token_2_tmin,token_2_tmax,token_3_tmin,token_3_tmax,rater,newidx,block,instrTrainText.started,key_resp_2.started,blockStart.started,key_resp.started,sound_1.started,fixation.started,pp_start.started,pp_t1_start.started,pp_t1_end.started,pp_t2_start.started,pp_t2_end.started,pp_t3_start.started,pp_t3_end.started,pp_end.started,pp_start.stopped,pp_t1_start.stopped,pp_t1_end.stopped,pp_t2_start.stopped,pp_t2_end.stopped,pp_t3_start.stopped,pp_t3_end.stopped,pp_end.stopped,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.62476279999828,104.62476279999828,105.5446929000027,105.5446929000027,108.1965451099939,108.19565270000021,0.2743151000177022,0.2743151000177022,0.2743151000177022,0.2743151000177022,0.2743151000177022,0.2743151000177022,0.2743151000177022,0.2743151000177022,0.2811060000094585,0.2811060000094585,0.2811060000094585,0.2811060000094585,0.2811060000094585,0.2811060000094585,0.2811060000094585,0.2811060000094585,,,,,,,
