blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,condsFile,instrTrainText.started,key_resp_2.started,blockStart.started,key_resp.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,11.296639300009701,11.296639300009701,16.51766049998696,16.51766049998696,,,,,,,
