blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,condsFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audiofile,duration,noise,voice,words,callSign,colour,number,levels,file,rater,firstSound_tmin,lastSound_tmax,token_1_tmin,token_1_tmax,token_2_tmin,token_2_tmax,token_3_tmin,token_3_tmax,newidx,block,instrTrainText.started,key_resp_2.started,blockStart.started,key_resp.started,sound_1.started,fixation.started,pp_t1_start.started,pp_t1_end.started,pp_start.started,pp_t1_start.stopped,pp_t1_end.stopped,pp_start.stopped,fixation.stopped,screenAfterAudio.started,screenAfterAudio.stopped,blankScreen.started,pp_click1.started,blankScreen.stopped,call1.started,call2.started,call3.started,call4.started,colour1.started,colour2.started,colour3.started,colour4.started,number1.started,number2.started,number3.started,number4.started,mouseClickOnCall.started,pp_click1.stopped,mouseClickOnColour.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.321403900001314,11.321403900001314,13.040277299995068,13.040277299995068,15.594037609998486,15.60825429999386,0.14644500000576954,0.14644500000576954,0.14644500000576954,0.16390460000548046,0.16390460000548046,0.16390460000548046,20.71127780000097,20.71127780000097,20.71127780000097,20.71127780000097,0.04925820000062231,21.712072800000897,21.712072800000897,21.712072800000897,21.712072800000897,21.712072800000897,21.712072800000897,21.712072800000897,21.712072800000897,21.712072800000897,21.712072800000897,21.712072800000897,21.712072800000897,21.712072800000897,1.0427098000072874,1.0427098000072874,2.2437221000000136,,,,,,,
