blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,condsFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audiofile,duration,noise,voice,words,callSign,colour,number,levels,file,rater,firstSound_tmin,lastSound_tmax,token_1_tmin,token_1_tmax,token_2_tmin,token_2_tmax,token_3_tmin,token_3_tmax,newidx,block,instrTrainText.started,key_resp_2.started,blockStart.started,key_resp.started,sound_1.started,fixation.started,pp_t1_start.started,pp_t1_end.started,pp_start.started,pp_t1_start.stopped,pp_t1_end.stopped,pp_start.stopped,fixation.stopped,screenAfterAudio.started,screenAfterAudio.stopped,blankScreen.started,blankScreen.stopped,call1.started,call2.started,call3.started,call4.started,colour1.started,colour2.started,colour3.started,colour4.started,number1.started,number2.started,number3.started,number4.started,mouseClickOnCall.started,mouseClickOnColour.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.584517399998731,10.584517399998731,14.838363799994113,14.838363799994113,15.941277840007388,15.940735099997255,0.1444647000025725,0.1444647000025725,0.1444647000025725,0.15099809999810532,0.15099809999810532,0.15099809999810532,21.386570000002393,21.386570000002393,21.386570000002393,21.386570000002393,22.394161000003805,22.394161000003805,22.394161000003805,22.394161000003805,22.394161000003805,22.394161000003805,22.394161000003805,22.394161000003805,22.394161000003805,22.394161000003805,22.394161000003805,22.394161000003805,22.394161000003805,1.3768045000033453,2.110350799994194,,,,,,,
