condsFile,audiofile,duration,noise,voice,words,callSign,colour,number,levels,trigger_start,trigger_end,trigger_call,trigger_col,trigger_num,file,firstSound_tmin,lastSound_tmax,token_1_tmin,token_1_tmax,token_2_tmin,token_2_tmax,token_3_tmin,token_3_tmax,rater,newidx,block,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrTrainText.started,key_resp_2.started,blockStart.started,key_resp.started,sound_1.started,fixation.started,pp_start.started,pp_t1_start.started,pp_t1_end.started,pp_t1_end.stopped,pp_start.stopped,pp_t1_start.stopped,fixation.stopped,screenAfterAudio.started,screenAfterAudio.stopped,blankScreen.started,blankScreen.stopped,call1.started,call2.started,call3.started,call4.started,colour1.started,colour2.started,colour3.started,colour4.started,number1.started,number2.started,number3.started,number4.started,mouseClickOnCall.started,mouseClickOnColour.started,mouseClickOnNumber.started,blankScreenAfterResponse.started,mouseClickOnCall.x,mouseClickOnCall.y,mouseClickOnCall.leftButton,mouseClickOnCall.midButton,mouseClickOnCall.rightButton,mouseClickOnCall.time,mouseClickOnCall.clicked_name,mouseClickOnColour.x,mouseClickOnColour.y,mouseClickOnColour.leftButton,mouseClickOnColour.midButton,mouseClickOnColour.rightButton,mouseClickOnColour.time,mouseClickOnColour.clicked_name,mouseClickOnNumber.x,mouseClickOnNumber.y,mouseClickOnNumber.leftButton,mouseClickOnNumber.midButton,mouseClickOnNumber.rightButton,mouseClickOnNumber.time,mouseClickOnNumber.clicked_name,callSignCorrect,colourCorrect,numberCorrect,participant,order,date,expName,psychopyVersion,frameRate,
flow\tts-golang-selected_PsyPySEQ_NV1.csv,audio/NV_DE_Neural2-F_Ti-gr-Ei_0.8p.wav,5.1123,NV,Neural2-F,Ti-gr-Ei,Ti,gr,Ei,0.8p,100,101,114,122,131,DE_Neural2-F_Ti-gr-Ei.TextGrid,0.17712,4.33664893717102,0.7456418699560856,1.1995180545003257,2.24020196351563,2.621320650160729,3.7632470070441655,4.33664893717102,mean,0,NV1,0,0,0,0,0,0,0,59,10.646558799984632,10.646558799984632,11.581114799977513,11.581114799977513,12.581997879984556,12.581726999982493,12.581726999982493,12.581726999982493,12.581726999982493,12.59929309997824,12.616019799985224,12.616019799985224,17.335597799974494,17.335597799974494,17.335597799974494,17.335597799974494,18.336302699986845,18.336302699986845,18.336302699986845,18.336302699986845,18.336302699986845,18.336302699986845,18.336302699986845,18.336302699986845,18.336302699986845,18.336302699986845,18.336302699986845,18.336302699986845,18.336302699986845,1.0376809000154026,5.5080352000077255,5.958159700006945,23.857650699996157,[-0.3548611111111111],[-0.06666666666666667],[1],[0],[0],[5.4696834000060335],['call3'],[0.02013888888888889],[-0.10486111111111111],[1],[0],[0],[5.9195961999939755],['colour3'],[0.37569444444444444],[0.044444444444444446],[1],[0],[0],[6.387149899994256],['number2'],True,False,False,s00,1,2023-03-23_11h49.12.096,SentenceInNoise,2022.2.1,59.680791324100895,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.857515140000032,23.857650699996157,23.857650699996157,23.857650699996157,23.857650699996157,23.875062299979618,23.891687499999534,23.891687499999534,28.761741299997084,28.761741299997084,28.761741299997084,28.761741299997084,29.762370599986752,29.762370599986752,29.762370599986752,29.762370599986752,29.762370599986752,29.762370599986752,29.762370599986752,29.762370599986752,29.762370599986752,29.762370599986752,29.762370599986752,29.762370599986752,29.762370599986752,1.0400710999965668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
