blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,condsFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audiofile,duration,noise,voice,words,callSign,colour,number,levels,file,rater,firstSound_tmin,lastSound_tmax,token_1_tmin,token_1_tmax,token_2_tmin,token_2_tmax,token_3_tmin,token_3_tmax,newidx,block,instrTrainText.started,key_resp_2.started,blockStart.started,key_resp.started,sound_1.started,fixation.started,pp_t1_start.started,pp_t1_end.started,pp_start.started,pp_t1_start.stopped,pp_t1_end.stopped,pp_start.stopped,fixation.stopped,screenAfterAudio.started,screenAfterAudio.stopped,blankScreen.started,blankScreen.stopped,call1.started,call2.started,call3.started,call4.started,colour1.started,colour2.started,colour3.started,colour4.started,number1.started,number2.started,number3.started,number4.started,mouseClickOnCall.started,mouseClickOnColour.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.480537199997343,10.480537199997343,12.781964099995093,12.781964099995093,15.01745413999015,15.016337199995178,0.18916510000417475,0.18916510000417475,0.18916510000417475,0.19899910000094678,0.19899910000094678,0.19899910000094678,20.137185300001875,20.137185300001875,20.137185300001875,20.137185300001875,21.138046699998085,21.138046699998085,21.138046699998085,21.138046699998085,21.138046699998085,21.138046699998085,21.138046699998085,21.138046699998085,21.138046699998085,21.138046699998085,21.138046699998085,21.138046699998085,21.138046699998085,1.0450465999892913,1.9456420999922557,,,,,,,
