blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,condsFile,instrTrainText.started,key_resp_2.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,11.85920459999761,11.85920459999761,,,,,,,
