blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,condsFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audiofile,duration,noise,voice,words,callSign,colour,number,levels,trigger_start,trigger_end,trigger_call,trigger_col,trigger_num,file,firstSound_tmin,lastSound_tmax,token_1_tmin,token_1_tmax,token_2_tmin,token_2_tmax,token_3_tmin,token_3_tmax,rater,newidx,block,instrTrainText.started,key_resp_2.started,blockStart.started,key_resp.started,sound_1.started,fixation.started,pp_t1_start.started,pp_t1_end.started,pp_t2_start.started,pp_t2_end.started,pp_t3_start.started,pp_t3_end.started,pp_end.started,pp_t1_start.stopped,pp_t1_end.stopped,pp_t2_start.stopped,pp_t2_end.stopped,pp_t3_start.stopped,pp_t3_end.stopped,pp_end.stopped,fixation.stopped,screenAfterAudio.started,screenAfterAudio.stopped,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.150761900004,13.150761900004,16.315245800011326,16.315245800011326,17.115790309989823,17.13302169999224,17.13302169999224,17.13302169999224,17.13302169999224,17.13302169999224,17.13302169999224,17.13302169999224,17.13302169999224,17.149859500001185,17.149859500001185,17.149859500001185,17.149859500001185,17.149859500001185,17.149859500001185,17.149859500001185,21.702734099992085,21.702734099992085,21.702734099992085,,,,,,,
