blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,condsFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audiofile,duration,noise,voice,words,callSign,colour,number,levels,trigger_start,trigger_end,trigger_call,trigger_col,trigger_num,file,firstSound_tmin,lastSound_tmax,token_1_tmin,token_1_tmax,token_2_tmin,token_2_tmax,token_3_tmin,token_3_tmax,rater,newidx,block,instrTrainText.started,key_resp_2.started,blockStart.started,key_resp.started,sound_1.started,fixation.started,pp_start.started,pp_t1_start.started,pp_t1_end.started,pp_t2_start.started,pp_t2_end.started,pp_t3_start.started,pp_t3_end.started,pp_end.started,pp_start.stopped,pp_t1_start.stopped,pp_t1_end.stopped,pp_t2_start.stopped,pp_t2_end.stopped,pp_t3_start.stopped,pp_t3_end.stopped,pp_end.stopped,fixation.stopped,screenAfterAudio.started,screenAfterAudio.stopped,blankScreen.started,blankScreen.stopped,call1.started,call2.started,call3.started,call4.started,colour1.started,colour2.started,colour3.started,colour4.started,number1.started,number2.started,number3.started,number4.started,mouseClickOnCall.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.25551469999482,10.25551469999482,11.856518199987477,11.856518199987477,15.244728029987892,15.242457199987257,0.3381801999930758,0.3381801999930758,0.3381801999930758,0.3381801999930758,0.3381801999930758,0.3381801999930758,0.3381801999930758,0.3381801999930758,0.3499543000070844,0.3499543000070844,0.3499543000070844,0.3499543000070844,0.3499543000070844,0.3499543000070844,0.3499543000070844,0.3499543000070844,20.94697889999952,20.94697889999952,20.94697889999952,20.94697889999952,21.94784290000098,21.94784290000098,21.94784290000098,21.94784290000098,21.94784290000098,21.94784290000098,21.94784290000098,21.94784290000098,21.94784290000098,21.94784290000098,21.94784290000098,21.94784290000098,21.94784290000098,1.5127631000068504,,,,,,,
