blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,condsFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audiofile,duration,noise,voice,words,callSign,colour,number,levels,file,rater,firstSound_tmin,lastSound_tmax,token_1_tmin,token_1_tmax,token_2_tmin,token_2_tmax,token_3_tmin,token_3_tmax,newidx,block,instrTrainText.started,key_resp_2.started,blockStart.started,key_resp.started,sound_1.started,fixation.started,pp_t1_start.started,pp_t1_end.started,pp_start.started,pp_t1_start.stopped,pp_t1_end.stopped,pp_start.stopped,fixation.stopped,screenAfterAudio.started,screenAfterAudio.stopped,blankScreen.started,pp_click1.started,blankScreen.stopped,call1.started,call2.started,call3.started,call4.started,colour1.started,colour2.started,colour3.started,colour4.started,number1.started,number2.started,number3.started,number4.started,mouseClickOnCall.started,pp_click1.stopped,mouseClickOnColour.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.908323399999063,23.908323399999063,25.359586599995964,25.359586599995964,30.36419345999893,30.36325609999767,0.18410800000128802,0.18410800000128802,0.18410800000128802,0.19895200000610203,0.19895200000610203,0.19895200000610203,35.95399460000044,35.95399460000044,35.95399460000044,35.95399460000044,0.5263738999929046,36.95512110000709,36.95512110000709,36.95512110000709,36.95512110000709,36.95512110000709,36.95512110000709,36.95512110000709,36.95512110000709,36.95512110000709,36.95512110000709,36.95512110000709,36.95512110000709,36.95512110000709,1.5221865999919828,1.5221865999919828,2.8878489999915473,,,,,,,
