training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,audioFile,speaker,callSign,colour,number,call1,call2,call3,call4,col1,col2,col3,col4,num1,num2,num3,num4,instrTrainText.started,key_resp_2.started,sound_1.started,image.started,image.stopped,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,10.259038599997439,10.259038599997439,12.110523619998276,12.109632199997577,,,,,,,,
