training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,audioFile,speaker,callSign,colour,number,instrTrainText.started,key_resp_2.started,sound_1.started,screenAfterAudio.started,screenAfterAudio.stopped,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,39.662487199999305,39.662487199999305,42.06400867999882,42.06407189999936,,,,,,,,
