training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,audioFile,speaker,callSign,colour,number,call1,call2,call3,call4,col1,col2,col3,col4,num1,num2,num3,num4,instrTrainText.started,key_resp_2.started,sound_1.started,screenAfterAudio.started,screenAfterAudio.stopped,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,8.481277000002592,8.481277000002592,10.438711279999552,10.43674000000101,,,,,,,,
