audioFile,speaker,callSign,colour,number,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,instrTrainText.started,key_resp_2.started,sound_1.started,fixation.started,fixation.stopped,screenAfterAudio.started,screenAfterAudio.stopped,polygon.started,blankScreen.started,polygon.stopped,blankScreen.stopped,call1.started,call2.started,call3.started,call4.started,colour1.started,colour2.started,colour3.started,colour4.started,number1.started,number2.started,number3.started,number4.started,mouseClickOnCall.started,mouseClickOnColour.started,mouseClickOnNumber.started,blankScreenAfterResponse.started,mouseClickOnCall.x,mouseClickOnCall.y,mouseClickOnCall.leftButton,mouseClickOnCall.midButton,mouseClickOnCall.rightButton,mouseClickOnCall.time,mouseClickOnCall.clicked_name,mouseClickOnColour.x,mouseClickOnColour.y,mouseClickOnColour.leftButton,mouseClickOnColour.midButton,mouseClickOnColour.rightButton,mouseClickOnColour.time,mouseClickOnColour.clicked_name,mouseClickOnNumber.x,mouseClickOnNumber.y,mouseClickOnNumber.leftButton,mouseClickOnNumber.midButton,mouseClickOnNumber.rightButton,mouseClickOnNumber.time,mouseClickOnNumber.clicked_name,callSignCorrect,colourCorrect,numberCorrect,participant,order,date,expName,psychopyVersion,frameRate,
audio/zh_sp01_Ad_Ge_1.wav,sp01,Ad,Ge,1,0,0,0,0,10.706180299999687,10.706180299999687,12.190905689999454,12.190574499999457,15.593601099999432,15.593601099999432,15.593601099999432,15.593601099999432,15.593601099999432,16.594436399999722,16.594436399999722,16.594436399999722,16.594436399999722,16.594436399999722,16.594436399999722,16.594436399999722,16.594436399999722,16.594436399999722,16.594436399999722,16.594436399999722,16.594436399999722,16.594436399999722,16.594436399999722,1.0500874999997905,4.436290900000131,4.9867447000005996,21.14936089999992,"[-0.1986111111111111, -0.059027777777777776, 0.4951388888888889, -0.3736111111111111]","[0.08333333333333333, 0.06527777777777778, -0.1388888888888889, -0.16597222222222222]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[2.4892402999994374, 3.0398298999998588, 3.5737104999998337, 4.390894799999842]",['call3'],[0.015277777777777777],[-0.14444444444444443],[1],[0],[0],[4.941644900000028],['colour3'],[0.45416666666666666],[-0.3236111111111111],[1],[0],[0],[5.458246700000018],['number4'],False,False,False,,,2023-01-18_15h05.51.691,MA_Theta_Exp,2022.2.1,59.96048603962923,
,,,,,,,,,,,21.148168929999883,21.14936089999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
