audioFile,speaker,callSign,colour,number,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,instrTrainText.started,key_resp_2.started,sound_1.started,screenAfterAudio.started,fixation.started,screenAfterAudio.stopped,fixation.stopped,polygon.started,blankScreen.started,polygon.stopped,blankScreen.stopped,call1.started,call2.started,call3.started,call4.started,colour1.started,colour2.started,colour3.started,colour4.started,number1.started,number2.started,number3.started,number4.started,mouseClickOnCall.started,mouseClickOnColour.started,mouseClickOnNumber.started,blankScreenAfterResponse.started,mouseClickOnCall.x,mouseClickOnCall.y,mouseClickOnCall.leftButton,mouseClickOnCall.midButton,mouseClickOnCall.rightButton,mouseClickOnCall.time,mouseClickOnCall.clicked_name,mouseClickOnColour.x,mouseClickOnColour.y,mouseClickOnColour.leftButton,mouseClickOnColour.midButton,mouseClickOnColour.rightButton,mouseClickOnColour.time,mouseClickOnColour.clicked_name,mouseClickOnNumber.x,mouseClickOnNumber.y,mouseClickOnNumber.leftButton,mouseClickOnNumber.midButton,mouseClickOnNumber.rightButton,mouseClickOnNumber.time,mouseClickOnNumber.clicked_name,callSignCorrect,colourCorrect,numberCorrect,participant,order,date,expName,psychopyVersion,frameRate,
audio/zh_sp01_Ad_Ge_1.wav,sp01,Ad,Ge,1,0,0,0,0,10.90334410000014,10.90334410000014,11.367037419999724,11.38065160000042,11.38065160000042,14.770844200000283,14.770844200000283,14.770844200000283,14.770844200000283,15.770697400000245,15.770697400000245,15.770697400000245,15.770697400000245,15.770697400000245,15.770697400000245,15.770697400000245,15.770697400000245,15.770697400000245,15.770697400000245,15.770697400000245,15.770697400000245,15.770697400000245,15.770697400000245,1.0389611000000514,5.4235601999998835,5.787671300000511,21.05564620000041,"[-0.06944444444444445, -0.39652777777777776]","[0.08680555555555555, -0.1597222222222222]","[1, 1]","[0, 0]","[0, 0]","[4.246364300000096, 5.380642099999932]",['call3'],[-0.06875],[-0.07916666666666666],[1],[0],[0],[5.744707599999856],['colour3'],[0.36180555555555555],[-0.18125],[1],[0],[0],[6.179017299999941],['number3'],False,False,False,,,2023-01-18_15h04.21.731,MA_Theta_Exp,2022.2.1,59.890352742424255,
,,,,,,,,,,,21.055646540000637,21.05564620000041,21.05564620000041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
