training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,audioFile,speaker,callSign,colour,number,instrTrainText.started,key_resp_2.started,sound_1.started,fixation.started,fixation.stopped,screenAfterAudio.started,screenAfterAudio.stopped,polygon.started,blankScreen.started,polygon.stopped,blankScreen.stopped,call1.started,call2.started,call3.started,call4.started,colour1.started,colour2.started,colour3.started,colour4.started,number1.started,number2.started,number3.started,number4.started,mouseClickOnCall.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,9.309467200000654,9.309467200000654,10.157340899999326,10.170865399999457,13.573610400000689,13.573610400000689,13.573610400000689,13.573610400000689,13.573610400000689,14.57381870000063,14.57381870000063,14.57381870000063,14.57381870000063,14.57381870000063,14.57381870000063,14.57381870000063,14.57381870000063,14.57381870000063,14.57381870000063,14.57381870000063,14.57381870000063,14.57381870000063,14.57381870000063,1.0497410999996646,,,,,,,
