training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,audioFile,speaker,callSign,colour,number,call1,call2,call3,call4,col1,col2,col3,col4,num1,num2,num3,num4,instrTrainText.started,key_resp_2.started,sound_1.started,image.started,image.stopped,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,15.008509200000844,15.008509200000844,19.534614539999165,19.532871800001885,,,,,,,,
