audioFile,speaker,callSign,colour,number,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,instrTrainText.started,key_resp_2.started,sound_1.started,screenAfterAudio.started,screenAfterAudio.stopped,blankScreen.started,blankScreen.stopped,call1.started,call2.started,call3.started,call4.started,colour1.started,colour2.started,colour3.started,colour4.started,number1.started,number2.started,number3.started,number4.started,mouseClickOnCall.started,mouseClickOnColour.started,mouseClickOnNumber.started,blankScreenAfterResponse.started,mouseClickOnCall.x,mouseClickOnCall.y,mouseClickOnCall.leftButton,mouseClickOnCall.midButton,mouseClickOnCall.rightButton,mouseClickOnCall.time,mouseClickOnCall.clicked_name,mouseClickOnColour.x,mouseClickOnColour.y,mouseClickOnColour.leftButton,mouseClickOnColour.midButton,mouseClickOnColour.rightButton,mouseClickOnColour.time,mouseClickOnColour.clicked_name,mouseClickOnNumber.x,mouseClickOnNumber.y,mouseClickOnNumber.leftButton,mouseClickOnNumber.midButton,mouseClickOnNumber.rightButton,mouseClickOnNumber.time,mouseClickOnNumber.clicked_name,callSignCorrect,colourCorrect,numberCorrect,participant,order,date,expName,psychopyVersion,frameRate,
audio/zh_sp01_Ad_Ge_1.wav,sp01,Ad,Ge,1,0,0,0,0,8.795264499999575,8.795264499999575,10.080135600000176,10.079025400000319,13.482657700000345,13.482657700000345,14.486117299999933,14.486117299999933,14.486117299999933,14.486117299999933,14.486117299999933,14.486117299999933,14.486117299999933,14.486117299999933,14.486117299999933,14.486117299999933,14.486117299999933,14.486117299999933,14.486117299999933,1.037616299999172,5.306800199999998,5.903892399999677,20.255525399999897,"[-0.13958333333333334, 0.0875, -0.3104166666666667]","[0.21458333333333332, 0.08194444444444444, 0.08611111111111111]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.3969830999994883, 4.531426099999408, 5.264609199999541]",['call2'],[0.018055555555555554],[-0.11736111111111111],[1],[0],[0],[5.861818900000799],['colour3'],[0.38125],[0.27569444444444446],[1],[0],[0],[6.662662400000045],['number1'],False,False,True,,,2023-01-18_14h57.14.208,MA_Theta_Exp,2022.2.1,59.63253240871947,
audio/zh_sp01_Dr_Gr_2.wav,sp01,Dr,Gr,2,0,1,1,1,,,20.237807999999678,20.255525399999897,23.692037300000266,23.692037300000266,24.708443599999555,24.708443599999555,24.708443599999555,24.708443599999555,24.708443599999555,24.708443599999555,24.708443599999555,24.708443599999555,24.708443599999555,24.708443599999555,24.708443599999555,24.708443599999555,24.708443599999555,1.0374396999995952,2.150556999999935,2.934397600000011,27.427448399999776,[-0.4048611111111111],[-0.12430555555555556],[1],[0],[0],[2.108937699999842],['call3'],[-0.005555555555555556],[0.27708333333333335],[1],[0],[0],[2.8913857999996253],['colour1'],[0.3451388888888889],[0.11736111111111111],[1],[0],[0],[3.6260637000004863],['number2'],False,False,True,,,2023-01-18_14h57.14.208,MA_Theta_Exp,2022.2.1,59.63253240871947,
audio/zh_sp07_Ti_Ro_3.wav,sp07,Ti,Ro,3,0,2,2,2,,,27.427158399999918,27.427448399999776,30.049421099999563,30.049421099999563,31.06381749999946,31.06381749999946,31.06381749999946,31.06381749999946,31.06381749999946,31.06381749999946,31.06381749999946,31.06381749999946,31.06381749999946,31.06381749999946,31.06381749999946,31.06381749999946,31.06381749999946,1.0369704000004276,3.4681088999996064,4.352503099999922,34.93391999999949,[-0.3840277777777778],[-0.27291666666666664],[1],[0],[0],[3.4237613000004785],['call4'],"[-0.09652777777777778, -0.059722222222222225]","[-0.12777777777777777, -0.10208333333333333]","[1, 1]","[0, 0]","[0, 0]","[3.9070340999996915, 4.3085888999994495]",['colour3'],[0.35833333333333334],[0.10069444444444445],[1],[0],[0],[4.791985699999714],['number2'],False,True,False,,,2023-01-18_14h57.14.208,MA_Theta_Exp,2022.2.1,59.63253240871947,
,,,,,,,,,,,34.934103800000045,34.93391999999949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
