training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,audioFile,speaker,callSign,colour,number,instrTrainText.started,key_resp_2.started,sound_1.started,screenAfterAudio.started,screenAfterAudio.stopped,polygon.started,blankScreen.started,polygon.stopped,blankScreen.stopped,call1.started,call2.started,call3.started,call4.started,colour1.started,colour2.started,colour3.started,colour4.started,number1.started,number2.started,number3.started,number4.started,mouseClickOnCall.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,20.14947570000004,20.14947570000004,21.53518748000115,21.534214799999972,24.972709900000154,24.972709900000154,24.972709900000154,25.97446940000009,25.97446940000009,25.97446940000009,25.97446940000009,25.97446940000009,25.97446940000009,25.97446940000009,25.97446940000009,25.97446940000009,25.97446940000009,25.97446940000009,25.97446940000009,25.97446940000009,25.97446940000009,1.0883193999998184,,,,,,,
