training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,audioFile,speaker,callSign,colour,number,call1,call2,call3,call4,col1,col2,col3,col4,num1,num2,num3,num4,instrTrainText.started,key_resp_2.started,sound_1.started,image.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,8.595491099997162,8.595491099997162,11.5147110399972,14.86799069999688,,,,,,,
