training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,audioFile,speaker,callSign,colour,number,instrTrainText.started,key_resp_2.started,sound_1.started,fixation.started,fixation.stopped,screenAfterAudio.started,screenAfterAudio.stopped,polygon.started,blankScreen.started,polygon.stopped,blankScreen.stopped,call1.started,call2.started,call3.started,call4.started,colour1.started,colour2.started,colour3.started,colour4.started,number1.started,number2.started,number3.started,number4.started,mouseClickOnCall.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,8.289600199999768,8.289600199999768,9.02407839999978,9.041188000001057,12.412791500000822,12.412791500000822,12.412791500000822,12.412791500000822,12.412791500000822,13.413488800000778,13.413488800000778,13.413488800000778,13.413488800000778,13.413488800000778,13.413488800000778,13.413488800000778,13.413488800000778,13.413488800000778,13.413488800000778,13.413488800000778,13.413488800000778,13.413488800000778,13.413488800000778,1.0393617999998241,,,,,,,
