training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,audioFile,speaker,callSign,colour,number,instrTrainText.started,key_resp_2.started,sound_1.started,fixation.started,fixation.stopped,screenAfterAudio.started,screenAfterAudio.stopped,blankScreen.started,blankScreen.stopped,call1.started,call2.started,call3.started,call4.started,colour1.started,colour2.started,colour3.started,colour4.started,number1.started,number2.started,number3.started,number4.started,mouseClickOnCall.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,14.61971729999641,14.61971729999641,60.974177160067484,60.973735700012185,64.66376640001545,64.66376640001545,64.66376640001545,64.66376640001545,65.6646387000219,65.6646387000219,65.6646387000219,65.6646387000219,65.6646387000219,65.6646387000219,65.6646387000219,65.6646387000219,65.6646387000219,65.6646387000219,65.6646387000219,65.6646387000219,65.6646387000219,1.3396424000384286,,,,,,,
