training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,audioFile,speaker,callSign,colour,number,instrTrainText.started,key_resp_2.started,sound_1.started,screenAfterAudio.started,screenAfterAudio.stopped,polygon.started,blankScreen.started,blankScreen.stopped,call1.started,call2.started,call3.started,call4.started,colour1.started,colour2.started,colour3.started,colour4.started,number1.started,number2.started,number3.started,number4.started,mouseClickOnCall.started,polygon.stopped,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,8.490850600000158,8.490850600000158,9.207686480000483,9.207645700000285,12.62772270000005,12.62772270000005,12.62772270000005,13.628032900000107,13.628032900000107,13.628032900000107,13.628032900000107,13.628032900000107,13.628032900000107,13.628032900000107,13.628032900000107,13.628032900000107,13.628032900000107,13.628032900000107,13.628032900000107,13.628032900000107,1.0501917999999932,16.63063620000048,,,,,,,
