videoFile,condition,video,speaker,callSign,colour,number,seq,id,block,exp.thisRepN,exp.thisTrialN,exp.thisN,exp.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,firstHalf.thisRepN,firstHalf.thisTrialN,firstHalf.thisN,firstHalf.thisIndex,blocksA.thisRepN,blocksA.thisTrialN,blocksA.thisN,blocksA.thisIndex,mouseClickOnCall.x,mouseClickOnCall.y,mouseClickOnCall.leftButton,mouseClickOnCall.midButton,mouseClickOnCall.rightButton,mouseClickOnCall.time,mouseClickOnCall.clicked_name,mouseClickOnColour.x,mouseClickOnColour.y,mouseClickOnColour.leftButton,mouseClickOnColour.midButton,mouseClickOnColour.rightButton,mouseClickOnColour.time,mouseClickOnColour.clicked_name,callSignCorrect,colourCorrect,numberCorrect,mouseClickOnNumber.x,mouseClickOnNumber.y,mouseClickOnNumber.leftButton,mouseClickOnNumber.midButton,mouseClickOnNumber.rightButton,mouseClickOnNumber.time,mouseClickOnNumber.clicked_name,participant,order,date,expName,psychopyVersion,frameRate,
video/Experiment/zh_sp01_Dr_Gr_3_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp01,Dr,Gr,3,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,5,5,22,-0.42824074074074076,0.10416666666666667,1,0,0,4.765142599993851,call2,-0.07546296296296297,0.10555555555555556,1,0,0,5.364416399970651,colour2,True,True,True,0.3578703703703704,-0.10648148148148148,1,0,0,6.0029280000017025,number3,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp01_Ad_Gr_1_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp01,Ad,Gr,1,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,6,6,4,-0.37824074074074077,0.11157407407407408,1,0,0,5.771906600042712,call2,-0.046296296296296294,0.09490740740740741,1,0,0,6.303644399973564,colour2,False,True,True,0.3773148148148148,0.3194444444444444,1,0,0,6.9236552999936976,number1,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp07_Ad_We_4_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp07,Ad,We,4,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,7,7,15,-0.42685185185185187,0.26666666666666666,1,0,0,4.467501100036316,call1,-0.046296296296296294,0.06574074074074074,1,0,0,5.085761499998625,colour2,True,False,True,0.3773148148148148,-0.34120370370370373,1,0,0,5.705605100025423,number4,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp07_Ad_Ro_3_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp07,Ad,Ro,3,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,8,8,10,-0.4046296296296296,0.26666666666666666,1,0,0,4.634063200035598,call1,-0.07546296296296297,0.2847222222222222,1,0,0,5.236030699976254,colour1,True,False,True,0.40925925925925927,-0.16898148148148148,1,0,0,5.850686500023585,number3,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp01_Dr_Ge_3_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp01,Dr,Ge,3,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,9,9,18,-0.37407407407407406,0.2375,1,0,0,5.27092719997745,call1,-0.046296296296296294,0.2388888888888889,1,0,0,5.8612766999867745,colour1,False,True,True,0.43425925925925923,-0.1398148148148148,1,0,0,6.516172199975699,number3,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp01_Dr_Ro_3_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp01,Dr,Ro,3,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,10,10,26,-0.3476851851851852,0.09861111111111111,1,0,0,4.8427146000321954,call2,-0.018518518518518517,0.26944444444444443,1,0,0,5.398194200010039,colour1,True,False,True,0.39675925925925926,-0.1412037037037037,1,0,0,6.01136810000753,number3,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp01_Ad_We_2_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp01,Ad,We,2,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,11,11,13,-0.40046296296296297,0.27546296296296297,1,0,0,5.028658299997915,call1,0.04398148148148148,-0.29814814814814816,1,0,0,5.626213399984408,colour4,True,True,True,0.36064814814814816,0.08194444444444444,1,0,0,6.339410299959127,number2,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp01_Dr_Ro_2_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp01,Dr,Ro,2,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,12,12,25,-0.4060185185185185,0.25416666666666665,1,0,0,5.329503200016916,call1,0.003703703703703704,-0.36898148148148147,1,0,0,6.161221699963789,colour4,False,False,True,0.3592592592592593,0.08055555555555556,1,0,0,6.928396600007545,number2,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp07_Dr_Ge_2_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp07,Dr,Ge,2,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,13,13,17,-0.3699074074074074,0.2638888888888889,1,0,0,4.870927799958736,call1,0.04398148148148148,0.2791666666666667,1,0,0,5.487002100038808,colour1,False,True,True,0.3787037037037037,0.06296296296296296,1,0,0,6.160262199991848,number2,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp07_Ad_Ro_2_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp07,Ad,Ro,2,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,14,14,9,-0.38657407407407407,0.25462962962962965,1,0,0,4.561469300009776,call1,0.023148148148148147,0.25277777777777777,1,0,0,5.455936800048221,colour1,True,False,True,0.41064814814814815,0.08935185185185185,1,0,0,6.104290699993726,number2,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp07_Dr_We_3_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp07,Dr,We,3,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,15,15,30,-0.3921296296296296,0.2791666666666667,1,0,0,5.423659499967471,call1,0.025925925925925925,0.06851851851851852,1,0,0,6.069196099997498,colour2,False,False,False,0.4023148148148148,-0.2967592592592593,1,0,0,6.660544699989259,number4,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp01_Dr_We_2_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp01,Dr,We,2,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,16,16,29,-0.38796296296296295,0.24583333333333332,1,0,0,5.243297600012738,call1,0.0023148148148148147,-0.337037037037037,1,0,0,6.004293200036045,colour4,False,True,True,0.3773148148148148,0.11805555555555555,1,0,0,6.890631199989002,number2,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp07_Dr_Gr_4_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp07,Dr,Gr,4,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,17,17,23,-0.4185185185185185,0.25833333333333336,1,0,0,4.346083200012799,call1,-0.03796296296296296,0.06712962962962964,1,0,0,4.964985799975693,colour2,False,True,False,0.4425925925925926,-0.14166666666666666,1,0,0,5.745978300052229,number3,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp07_Ad_Ro_1_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp07,Ad,Ro,1,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,18,18,8,-0.38935185185185184,0.25833333333333336,1,0,0,4.459174100018572,call1,0.023148148148148147,0.2861111111111111,1,0,0,5.023599100008141,colour1,True,False,True,0.40370370370370373,0.29583333333333334,1,0,0,5.608122200006619,number1,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp01_Dr_Gr_1_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp01,Dr,Gr,1,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,19,19,20,-0.42407407407407405,0.0875,1,0,0,5.027937099977862,call2,-0.03935185185185185,0.09861111111111111,1,0,0,5.564664899953641,colour2,True,True,True,0.38425925925925924,0.2625,1,0,0,6.121883100015111,number1,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp01_Ad_Ge_3_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp01,Ad,Ge,3,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,20,20,2,-0.42962962962962964,0.2763888888888889,1,0,0,5.353326099982951,call1,-0.022685185185185187,0.3013888888888889,1,0,0,6.093442299985327,colour1,True,True,True,0.4287037037037037,-0.1537037037037037,1,0,0,6.87571570003638,number3,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp07_Dr_We_4_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp07,Dr,We,4,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,21,21,31,-0.41435185185185186,0.25972222222222224,1,0,0,4.778195600025356,call1,-0.01574074074074074,-0.29398148148148145,1,0,0,5.535551999986637,colour4,False,True,False,0.43287037037037035,-0.1361111111111111,1,0,0,6.142868900031317,number3,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp01_Dr_Ro_1_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp01,Dr,Ro,1,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,22,22,24,-0.36435185185185187,0.0763888888888889,1,0,0,5.5500635000062175,call2,0.03425925925925926,0.09861111111111111,1,0,0,6.340944900002796,colour2,True,False,True,0.42314814814814816,0.3055555555555556,1,0,0,7.15708849998191,number1,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp07_Dr_Ge_1_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp07,Dr,Ge,1,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,23,23,16,-0.39351851851851855,0.26666666666666666,1,0,0,5.52466260001529,call1,0.003703703703703704,0.27361111111111114,1,0,0,6.1476697999751195,colour1,False,True,True,0.34675925925925927,0.28055555555555556,1,0,0,6.683255499985535,number1,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp07_Ad_Ge_4_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp07,Ad,Ge,4,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,24,24,3,-0.37546296296296294,0.24583333333333332,1,0,0,5.668797899968922,call1,-0.03518518518518519,0.05555555555555555,1,0,0,7.419754700036719,colour2,True,False,True,0.3189814814814815,-0.27870370370370373,1,0,0,7.917161499965005,number4,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp01_Ad_Ge_1_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp01,Ad,Ge,1,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,25,25,0,-0.3921296296296296,0.25972222222222224,1,0,0,5.554528600012418,call1,-0.024074074074074074,0.2611111111111111,1,0,0,6.251872300053947,colour1,True,True,True,0.38287037037037036,0.3194444444444444,1,0,0,7.010745000035968,number1,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp07_Ad_Gr_2_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp07,Ad,Gr,2,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,26,26,5,-0.40324074074074073,0.29305555555555557,1,0,0,5.196451900003012,call1,0.037037037037037035,0.08518518518518518,1,0,0,5.897911500011105,colour2,True,True,False,0.4356481481481482,0.3194444444444444,1,0,0,6.705500399984885,number1,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp01_Dr_We_1_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp01,Dr,We,1,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,27,27,28,-0.3726851851851852,0.08101851851851852,1,0,0,4.938308399985544,call2,-0.010185185185185186,-0.3425925925925926,1,0,0,5.695519600005355,colour4,True,True,True,0.41064814814814815,0.24861111111111112,1,0,0,6.593435699993279,number1,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp07_Dr_Ro_4_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp07,Dr,Ro,4,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,28,28,27,-0.40185185185185185,0.2777777777777778,1,0,0,5.081990099977702,call1,0.00787037037037037,0.2986111111111111,1,0,0,6.145712200028356,colour1,False,False,True,0.399537037037037,-0.3537037037037037,1,0,0,6.810023800004274,number4,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp07_Ad_We_1_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp07,Ad,We,1,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,29,29,12,-0.41574074074074074,0.27361111111111114,1,0,0,4.107691399985924,call1,-0.01574074074074074,-0.3050925925925926,1,0,0,4.781429700029548,colour4,True,True,True,0.41759259259259257,0.28194444444444444,1,0,0,5.8211256000213325,number1,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp07_Ad_Gr_4_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp07,Ad,Gr,4,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,30,30,7,-0.41435185185185186,0.3,1,0,0,4.346276199968997,call1,0.017592592592592594,0.05555555555555555,1,0,0,4.927964300033636,colour2,True,True,True,0.4356481481481482,-0.37037037037037035,1,0,0,5.602486499992665,number4,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
video/Experiment/zh_sp01_Ad_Ro_4_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp01,Ad,Ro,4,2,5,flow/blocks/GlobalTheta_NoVideo_A.csv,,,,,,,,,0,2,2,2,0,31,31,11,-0.38657407407407407,0.3347222222222222,1,0,0,5.1944321999908425,call1,0.025925925925925925,-0.1037037037037037,1,0,0,5.863394799991511,colour3,True,True,True,0.4217592592592593,-0.33425925925925926,1,0,0,6.556343499978539,number4,21,1,2019_Nov_14_1707,MA_Theta_Exp,3.0.7,61.10273326507573,
