training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,videoFile,condition,video,speaker,callSign,colour,number,instrTrainText.started,key_resp_2.started,blankScreen.started,blankScreen.stopped,call1.started,call2.started,call3.started,call4.started,colour1.started,colour2.started,colour3.started,colour4.started,number1.started,number2.started,number3.started,number4.started,mouseClickOnCall.started,mouseClickOnColour.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,10.005001000001357,10.005001000001357,11.605746100001852,12.60607549999986,12.60607549999986,12.60607549999986,12.60607549999986,12.60607549999986,12.60607549999986,12.60607549999986,12.60607549999986,12.60607549999986,12.60607549999986,12.60607549999986,12.60607549999986,12.60607549999986,1.0636349999986123,1.6808017999974254,,,,,,,
