training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,videoFile,condition,video,speaker,callSign,colour,number,instrTrainText.started,key_resp_2.started,blankScreen.started,blankScreen.stopped,call1.started,call2.started,call3.started,call4.started,colour1.started,colour2.started,colour3.started,colour4.started,number1.started,number2.started,number3.started,number4.started,mouseClickOnCall.started,mouseClickOnColour.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,10.328401399998256,10.328401399998256,12.497246599999926,13.510724899999332,13.510724899999332,13.510724899999332,13.510724899999332,13.510724899999332,13.510724899999332,13.510724899999332,13.510724899999332,13.510724899999332,13.510724899999332,13.510724899999332,13.510724899999332,13.510724899999332,2.0146496999986994,3.248970200002077,,,,,,,
