training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,videoFile,condition,video,speaker,callSign,colour,number,instrTrainText.started,key_resp_2.started,blankScreen.started,blankScreen.stopped,call1.started,call2.started,call3.started,call4.started,colour1.started,colour2.started,colour3.started,colour4.started,number1.started,number2.started,number3.started,number4.started,mouseClickOnCall.started,mouseClickOnColour.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,13.516967999999906,13.516967999999906,19.875917599998502,20.876658500001213,20.876658500001213,20.876658500001213,20.876658500001213,20.876658500001213,20.876658500001213,20.876658500001213,20.876658500001213,20.876658500001213,20.876658500001213,20.876658500001213,20.876658500001213,20.876658500001213,1.1335275000019465,4.769169999999576,,,,,,,
