training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,videoFile,condition,video,speaker,callSign,colour,number,instrTrainText.started,key_resp_2.started,blankScreen.started,blankScreen.stopped,call1.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,8.59894390000045,8.59894390000045,9.57445480000024,,,,,,,,,
