exp.thisRepN,exp.thisTrialN,exp.thisN,exp.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,videoFile,condition,video,speaker,callSign,colour,number,instrExposureText.started,key_resp_4.started,originalSentence.started,waitAfterSound.started,waitAfterSound.stopped,instrTrainText.started,key_resp_2.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,13.581420599999547,13.581420599999547,0.0003432000012253411,58.20315819999996,59.20455430000038,59.20455430000038,59.20455430000038,,,,,,,
