training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,videoFile,condition,video,speaker,callSign,colour,number,instrTrainText.started,key_resp_2.started,blankScreen.started,blankScreen.stopped,call1.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,9.086904499999946,9.086904499999946,11.353523499998118,,,,,,,,,
