training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,videoFile,condition,video,speaker,callSign,colour,number,instrTrainText.started,key_resp_2.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,8.958806800001184,8.958806800001184,,,,,,,
