exp.thisRepN,exp.thisTrialN,exp.thisN,exp.thisIndex,audioFile,speaker,callSign,colour,number,instrExposureText.started,key_resp_4.started,originalSentence.started,waitAfterSound.started,waitAfterSound.stopped,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,12.171402999999827,12.171402999999827,0.00039470000001529115,50.10359870000002,52.1057452,,,,,,,
