audiofile,duration,noise,voice,words,callSign,colour,number,levels,trigger_start,trigger_end,trigger_call,trigger_col,trigger_num,file,firstSound_tmin,lastSound_tmax,token_1_tmin,token_1_tmax,token_2_tmin,token_2_tmax,token_3_tmin,token_3_tmax,rater,newidx,block
audio/NV_DE_Neural2-F_Ad-ge-Dr_0.7p.wav,4.9357,NV,Neural2-F,Ad-ge-Dr,Ad,ge,Dr,0.7p,100,101,111,121,133,DE_Neural2-F_Ad-ge-Dr.TextGrid,0.16712,4.178839896666667,0.7195964586666667,1.2716676083333334,2.2992030473333336,2.633878253666667,3.8374997976666654,4.178839896666667,mean,30,NV2
audio/NV_DE_Neural2-F_Kr-gr-Dr_0.6p.wav,4.8722,NV,Neural2-F,Kr-gr-Dr,Kr,gr,Dr,0.6p,100,101,113,122,133,DE_Neural2-F_Kr-gr-Dr.TextGrid,0.17712,4.133161916666666,0.7117468703333333,1.2554213586666667,2.251387854666667,2.618031451,3.807509569333333,4.133161916666666,mean,16,NV2
audio/NV_DE_Neural2-F_Dr-we-Vi_0.7p.wav,5.0409,NV,Neural2-F,Dr-we-Vi,Dr,we,Vi,0.7p,100,101,112,124,134,DE_Neural2-F_Dr-we-Vi.TextGrid,0.16712,4.292777145333333,0.6898406213333333,1.2190425733333334,2.2944771776666664,2.67882759,3.8571565856666665,4.292777145333333,mean,31,NV2
audio/NV_DE_Neural2-D_Kr-gr-Vi_0.8p.wav,5.4463,NV,Neural2-D,Kr-gr-Vi,Kr,gr,Vi,0.8p,100,101,113,122,134,DE_Neural2-D_Kr-gr-Vi.TextGrid,0.16712,4.700439435,0.8165566446666667,1.2920017103333334,2.6467093716666668,3.0645393426666665,4.32712,4.700439435,mean,30,NV2
audio/NV_DE_Neural2-F_Kr-we-Ei_0.8p.wav,5.172,NV,Neural2-F,Kr-we-Ei,Kr,we,Ei,0.8p,100,101,113,124,131,DE_Neural2-F_Kr-we-Ei.TextGrid,0.16712,4.434569634333333,0.7075207566666667,1.23712,2.2571535663333333,2.64820175,3.803672639,4.434569634333333,mean,17,NV2
audio/NV_DE_Neural2-F_Kr-gr-Ei_0.6p.wav,5.1928,NV,Neural2-F,Kr-gr-Ei,Kr,gr,Ei,0.6p,100,101,113,122,131,DE_Neural2-F_Kr-gr-Ei.TextGrid,0.16712,4.417883945333333,0.705838809,1.2422290713333333,2.270304391333333,2.659438962,3.81136904,4.417883945333333,mean,22,NV2
audio/NV_DE_Neural2-D_Ad-gr-Vi_0.7p.wav,5.5601,NV,Neural2-D,Ad-gr-Vi,Ad,gr,Vi,0.7p,100,101,111,122,134,DE_Neural2-D_Ad-gr-Vi.TextGrid,0.17712,4.830719382333333,0.8380960703333332,1.355752433,2.7953451936666665,3.2055495940000003,4.465308412333333,4.830719382333333,mean,30,NV2
audio/NV_DE_Neural2-F_Kr-ge-Dr_0.8p.wav,4.9212,NV,Neural2-F,Kr-ge-Dr,Kr,ge,Dr,0.8p,100,101,113,121,133,DE_Neural2-F_Kr-ge-Dr.TextGrid,0.16712,4.191543584666667,0.7131129856666667,1.245661430666667,2.303852034,2.632458994333333,3.8399632746666663,4.191543584666667,mean,18,NV2
audio/NV_DE_Neural2-F_Dr-ge-Dr_0.6p.wav,4.9041,NV,Neural2-F,Dr-ge-Dr,Dr,ge,Dr,0.6p,100,101,112,121,133,DE_Neural2-F_Dr-ge-Dr.TextGrid,0.16712,4.151623716333333,0.6855910606666668,1.2055195836666666,2.3024901806666667,2.62712,3.824906494666666,4.151623716333333,mean,30,NV2
audio/NV_DE_Neural2-D_Kr-gr-Dr_0.6p.wav,5.4346,NV,Neural2-D,Kr-gr-Dr,Kr,gr,Dr,0.6p,100,101,113,122,133,DE_Neural2-D_Kr-gr-Dr.TextGrid,0.16712,4.690725736666667,0.819801163,1.2925480643333334,2.7034203926666667,3.113857034,4.3997961173333335,4.690725736666667,mean,16,NV2
audio/NV_DE_Neural2-F_Ti-ro-Ei_0.6p.wav,5.0619,NV,Neural2-F,Ti-ro-Ei,Ti,ro,Ei,0.6p,100,101,114,123,131,DE_Neural2-F_Ti-ro-Ei.TextGrid,0.15712,4.303494099333333,0.7183356156666667,1.2065716033333331,2.1924748533333336,2.56712,3.738020554,4.303494099333333,mean,23,NV2
audio/NV_DE_Neural2-D_Kr-ge-Vi_0.8p.wav,5.3664,NV,Neural2-D,Kr-ge-Vi,Kr,ge,Vi,0.8p,100,101,113,121,134,DE_Neural2-D_Kr-ge-Vi.TextGrid,0.17712,4.628081390999999,0.8223114586666668,1.2836508426666666,2.649735724333333,3.0240856693333336,4.255562202999999,4.628081390999999,mean,23,NV2
audio/NV_DE_Neural2-F_Ad-we-Vi_0.7p.wav,5.0022,NV,Neural2-F,Ad-we-Vi,Ad,we,Vi,0.7p,100,101,111,124,134,DE_Neural2-F_Ad-we-Vi.TextGrid,0.17712,4.2641475416666665,0.7115669166666666,1.2518498856666669,2.264556365,2.6439150936666667,3.820632516,4.2641475416666665,mean,16,NV2
audio/NV_DE_Neural2-D_Kr-we-Ei_0.7p.wav,5.5064,NV,Neural2-D,Kr-we-Ei,Kr,we,Ei,0.7p,100,101,113,124,131,DE_Neural2-D_Kr-we-Ei.TextGrid,0.17712,4.756052989,0.8137350286666667,1.2751825953333331,2.630365497,3.0301944583333333,4.289901507,4.756052989,mean,23,NV2
audio/NV_DE_Neural2-D_Kr-gr-Zw_0.6p.wav,5.4746,NV,Neural2-D,Kr-gr-Zw,Kr,gr,Zw,0.6p,100,101,113,122,132,DE_Neural2-D_Kr-gr-Zw.TextGrid,0.16712,4.731789775666667,0.820180279,1.302324669,2.693341218,3.1033039563333333,4.362243958333333,4.731789775666667,mean,26,NV2
audio/NV_DE_Neural2-F_Ti-gr-Vi_0.7p.wav,4.9453,NV,Neural2-F,Ti-gr-Vi,Ti,gr,Vi,0.7p,100,101,114,122,134,DE_Neural2-F_Ti-gr-Vi.TextGrid,0.15712,4.215372820333333,0.7309023419999999,1.1819412393333333,2.2477006973333338,2.6186174023333333,3.771287423,4.215372820333333,mean,27,NV2
