seq,id,block,videoFile,condition,video,speaker,callSign,colour,number,exp.thisRepN,exp.thisTrialN,exp.thisN,exp.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,firstHalf.thisRepN,firstHalf.thisTrialN,firstHalf.thisN,firstHalf.thisIndex,secondHalf.thisRepN,secondHalf.thisTrialN,secondHalf.thisN,secondHalf.thisIndex,blocksB.thisRepN,blocksB.thisTrialN,blocksB.thisN,blocksB.thisIndex,mouseClickOnCall.x,mouseClickOnCall.y,mouseClickOnCall.leftButton,mouseClickOnCall.midButton,mouseClickOnCall.rightButton,mouseClickOnCall.time,mouseClickOnCall.clicked_name,mouseClickOnColour.x,mouseClickOnColour.y,mouseClickOnColour.leftButton,mouseClickOnColour.midButton,mouseClickOnColour.rightButton,mouseClickOnColour.time,mouseClickOnColour.clicked_name,mouseClickOnNumber.x,mouseClickOnNumber.y,mouseClickOnNumber.leftButton,mouseClickOnNumber.midButton,mouseClickOnNumber.rightButton,mouseClickOnNumber.time,mouseClickOnNumber.clicked_name,callSignCorrect,colourCorrect,numberCorrect,participant,order,date,expName,psychopyVersion,frameRate,
2,1,flow/blocks/NVocInAudio_GlobalThetaInVideo_B.csv,video/Experiment/zh_sp01_Un_Ro_4_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp01,Un,Ro,4,,,,,,,,,,,,,0,0,0,0,0,30,30,27,-0.3763888888888889,-0.10787037037037037,1,0,0,6.086455999999089,call3,0.059722222222222225,-0.04675925925925926,1,0,0,6.426704200001041,colour3,0.4361111111111111,-0.36064814814814816,1,0,0,7.1724549999999,number4,False,True,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
2,1,flow/blocks/NVocInAudio_GlobalThetaInVideo_B.csv,video/Experiment/zh_sp07_Ti_Gr_4_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp07,Ti,Gr,4,,,,,,,,,,,,,0,0,0,0,0,31,31,7,-0.3611111111111111,0.11296296296296296,1,0,0,5.543331599999874,call2,0.004166666666666667,0.10740740740740741,1,0,0,5.951208999998926,colour2,0.4513888888888889,-0.3398148148148148,1,0,0,6.692796499999531,number4,False,True,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
3,4,flow/blocks/NoThetaInAudio_NoVideo_B.csv,video/Experiment/zh_sp01_Un_Ro_2_NoThetaInAudio_NoVideo.avi,noTheta,noVideo,sp01,Un,Ro,2,,,,,,,,,,,,,0,1,1,1,0,0,0,25,-0.39861111111111114,0.3199074074074074,1,0,0,5.934460500000569,call1,0.0125,0.11157407407407408,1,0,0,9.945786899999803,colour2,0.5,-0.1439814814814815,1,0,0,10.42743949999931,number3,False,False,False,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
3,4,flow/blocks/NoThetaInAudio_NoVideo_B.csv,video/Experiment/zh_sp07_Ti_Gr_4_NoThetaInAudio_NoVideo.avi,noTheta,noVideo,sp07,Ti,Gr,4,,,,,,,,,,,,,0,1,1,1,0,1,1,7,-0.45,0.07962962962962963,1,0,0,4.898114599998735,call2,0.008333333333333333,0.11990740740740741,1,0,0,5.382677199999307,colour2,0.40555555555555556,0.0824074074074074,1,0,0,5.795117199999368,number2,False,True,False,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
3,4,flow/blocks/NoThetaInAudio_NoVideo_B.csv,video/Experiment/zh_sp01_Ti_Ge_2_NoThetaInAudio_NoVideo.avi,noTheta,noVideo,sp01,Ti,Ge,2,,,,,,,,,,,,,0,1,1,1,0,2,2,1,-0.44305555555555554,0.09351851851851851,1,0,0,5.422447099999772,call2,-0.006944444444444444,0.08518518518518518,1,0,0,5.863852799999222,colour2,0.3888888888888889,0.11157407407407408,1,0,0,6.641182500001378,number2,False,False,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
3,4,flow/blocks/NoThetaInAudio_NoVideo_B.csv,video/Experiment/zh_sp01_Ti_We_1_NoThetaInAudio_NoVideo.avi,noTheta,noVideo,sp01,Ti,We,1,,,,,,,,,,,,,0,1,1,1,0,3,3,12,-0.44583333333333336,0.0837962962962963,1,0,0,8.51298510000015,call2,-0.018055555555555554,0.12824074074074074,1,0,0,9.077660200000537,colour2,0.4041666666666667,0.06296296296296296,1,0,0,9.51639029999933,number2,False,False,False,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
3,4,flow/blocks/NoThetaInAudio_NoVideo_B.csv,video/Experiment/zh_sp01_Ti_Gr_3_NoThetaInAudio_NoVideo.avi,noTheta,noVideo,sp01,Ti,Gr,3,,,,,,,,,,,,,0,1,1,1,0,4,4,6,-0.425,-0.17592592592592593,1,0,0,5.103566300000239,call3,-0.044444444444444446,0.13518518518518519,1,0,0,5.538557699999728,colour2,0.37083333333333335,-0.14537037037037037,1,0,0,5.986499500000718,number3,True,True,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
3,4,flow/blocks/NoThetaInAudio_NoVideo_B.csv,video/Experiment/zh_sp07_Ti_We_2_NoThetaInAudio_NoVideo.avi,noTheta,noVideo,sp07,Ti,We,2,,,,,,,,,,,,,0,1,1,1,0,5,5,13,-0.45416666666666666,-0.04537037037037037,1,0,0,4.8215356999990036,call3,-0.10694444444444444,-0.11342592592592593,1,0,0,5.271258599999783,colour3,0.45,-0.16342592592592592,1,0,0,5.919224100000065,number3,True,False,False,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
3,4,flow/blocks/NoThetaInAudio_NoVideo_B.csv,video/Experiment/zh_sp07_Un_Gr_1_NoThetaInAudio_NoVideo.avi,noTheta,noVideo,sp07,Un,Gr,1,,,,,,,,,,,,,0,1,1,1,0,6,6,20,-0.44722222222222224,-0.1162037037037037,1,0,0,4.5902931000000535,call3,-0.08611111111111111,0.1310185185185185,1,0,0,4.9643825000002835,colour2,0.4152777777777778,0.3560185185185185,1,0,0,5.521666800001185,number1,False,True,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
3,4,flow/blocks/NoThetaInAudio_NoVideo_B.csv,video/Experiment/zh_sp01_Ti_Ro_1_NoThetaInAudio_NoVideo.avi,noTheta,noVideo,sp01,Ti,Ro,1,,,,,,,,,,,,,0,1,1,1,0,7,7,8,-0.4305555555555556,0.31157407407407406,1,0,0,5.329309299999295,call1,-0.016666666666666666,0.30185185185185187,1,0,0,5.7011197000010725,colour1,0.40555555555555556,0.31157407407407406,1,0,0,6.062211399999796,number1,False,False,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
3,4,flow/blocks/NoThetaInAudio_NoVideo_B.csv,video/Experiment/zh_sp07_Un_Gr_4_NoThetaInAudio_NoVideo.avi,noTheta,noVideo,sp07,Un,Gr,4,,,,,,,,,,,,,0,1,1,1,0,8,8,23,-0.4013888888888889,0.1087962962962963,1,0,0,4.878089499999987,call2,0.005555555555555556,0.1337962962962963,1,0,0,5.248160600000119,colour2,0.44027777777777777,-0.33287037037037037,1,0,0,5.9959266999994725,number4,False,True,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
3,4,flow/blocks/NoThetaInAudio_NoVideo_B.csv,video/Experiment/zh_sp01_Un_Ge_1_NoThetaInAudio_NoVideo.avi,noTheta,noVideo,sp01,Un,Ge,1,,,,,,,,,,,,,0,1,1,1,0,9,9,16,-0.4736111111111111,0.1310185185185185,1,0,0,5.332822899999883,call2,-0.005555555555555556,0.14074074074074075,1,0,0,5.745123500000773,colour2,0.425,0.3143518518518518,1,0,0,6.485584899999594,number1,False,False,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
3,4,flow/blocks/NoThetaInAudio_NoVideo_B.csv,video/Experiment/zh_sp01_Ti_We_3_NoThetaInAudio_NoVideo.avi,noTheta,noVideo,sp01,Ti,We,3,,,,,,,,,,,,,0,1,1,1,0,10,10,14,-0.3958333333333333,0.11018518518518519,1,0,0,4.954989800000476,call2,0.03194444444444444,0.32407407407407407,1,0,0,5.389394300000276,colour1,0.425,0.3435185185185185,1,0,0,5.771432999999888,number1,False,False,False,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
3,4,flow/blocks/NoThetaInAudio_NoVideo_B.csv,video/Experiment/zh_sp07_Un_We_1_NoThetaInAudio_NoVideo.avi,noTheta,noVideo,sp07,Un,We,1,,,,,,,,,,,,,0,1,1,1,0,11,11,28,-0.40555555555555556,0.3351851851851852,1,0,0,5.057232700000895,call1,0.06111111111111111,0.2865740740740741,1,0,0,5.451207500000237,colour1,0.34305555555555556,0.32407407407407407,1,0,0,5.950068199999805,number1,False,False,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
3,4,flow/blocks/NoThetaInAudio_NoVideo_B.csv,video/Experiment/zh_sp07_Un_We_3_NoThetaInAudio_NoVideo.avi,noTheta,noVideo,sp07,Un,We,3,,,,,,,,,,,,,0,1,1,1,0,12,12,30,,,,,,,,,,,,,,,,,,,,,,NO_ANSW,NO_ANSW,NO_ANSW,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
3,4,flow/blocks/NoThetaInAudio_NoVideo_B.csv,video/Experiment/zh_sp01_Ti_Ge_1_NoThetaInAudio_NoVideo.avi,noTheta,noVideo,sp01,Ti,Ge,1,,,,,,,,,,,,,0,1,1,1,0,13,13,0,,,,,,,,,,,,,,,,,,,,,,NO_ANSW,NO_ANSW,NO_ANSW,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
3,4,flow/blocks/NoThetaInAudio_NoVideo_B.csv,video/Experiment/zh_sp07_Un_Gr_2_NoThetaInAudio_NoVideo.avi,noTheta,noVideo,sp07,Un,Gr,2,,,,,,,,,,,,,0,1,1,1,0,14,14,21,,,,,,,,,,,,,,,,,,,,,,NO_ANSW,NO_ANSW,NO_ANSW,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
