audiofile,duration,noise,voice,words,callSign,colour,number,levels,NV_nChannels,trigger_start,trigger_end,trigger_call,trigger_col,trigger_num,trigger_call_end,trigger_col_end,trigger_num_end,file,firstSound_tmin,lastSound_tmax,token_1_tmin,token_1_tmax,token_2_tmin,token_2_tmax,token_3_tmin,token_3_tmax,rater,newidx,block,n,callSignCorrect_mean,callSignCorrect_raw,colourCorrect_mean,colourCorrect_raw,mouseClickOnCall.clicked_name_raw,mouseClickOnCall.leftButton_raw,mouseClickOnCall.midButton_raw,mouseClickOnCall.rightButton_raw,mouseClickOnCall.time_raw,mouseClickOnCall.x_raw,mouseClickOnCall.y_raw,mouseClickOnColour.clicked_name_raw,mouseClickOnColour.leftButton_raw,mouseClickOnColour.midButton_raw,mouseClickOnColour.rightButton_raw,mouseClickOnColour.time_raw,mouseClickOnColour.x_raw,mouseClickOnColour.y_raw,mouseClickOnNumber.clicked_name_raw,mouseClickOnNumber.leftButton_raw,mouseClickOnNumber.midButton_raw,mouseClickOnNumber.rightButton_raw,mouseClickOnNumber.time_raw,mouseClickOnNumber.x_raw,mouseClickOnNumber.y_raw,numberCorrect_mean,numberCorrect_raw,order
audio/NV_DE_Neural2-F_Dr-ge-Zw_0p_16ch.wav,4.967,NV,Neural2-F,Dr-ge-Zw,Dr,ge,Zw,0p,16ch,100,101,112,121,132,110,120,130,DE_Neural2-F_Dr-ge-Zw.TextGrid,0.16712,4.209563911,0.69594695,1.195279159,2.276311782,2.59712,3.80770766,4.209563911,mean,3,NV1,1,1,TRUE,0,FALSE,call2,1,0,0,2.2980892,-0.380555556,0.087037037,colour3,1,0,0,2.9314739,0.018518519,-0.087037037,number2,1,0,0,3.5635925,0.446296296,0.101851852,0,FALSE,15
audio/NV_DE_Neural2-D_Kr-gr-Ei_0.1p_16ch.wav,5.6275,NV,Neural2-D,Kr-gr-Ei,Kr,gr,Ei,0.1p,16ch,100,101,113,122,131,110,120,130,DE_Neural2-D_Kr-gr-Ei.TextGrid,0.17712,4.887801439,0.829670699,1.292363874,2.699613316,3.115145762,4.417038116,4.887801439,mean,0,NV1,1,1,TRUE,0,FALSE,call3,1,0,0,1.6615444,-0.369444444,-0.074074074,colour2,1,0,0,2.3127129,-0.025925926,0.072222222,number1,1,0,0,2.9107478,0.366666667,0.253703704,0,FALSE,42
audio/NV_DE_Neural2-D_Ad-ge-Ei_0p_16ch.wav,5.6324,NV,Neural2-D,Ad-ge-Ei,Ad,ge,Ei,0p,16ch,100,101,111,121,131,110,120,130,DE_Neural2-D_Ad-ge-Ei.TextGrid,0.17712,4.874733106,0.802379665,1.360062447,2.75991942,3.146046653,4.421838131,4.874733106,mean,1,NV1,1,1,TRUE,0,FALSE,call1,1,0,0,2.5788875,-0.388888889,0.274074074,colour4,1,0,0,3.3786094,-0.013888889,-0.274074074,number1,1,0,0,4.0276553,0.340740741,0.278703704,0,FALSE,4
audio/NV_DE_Neural2-F_Ad-ro-Zw_0.3p_16ch.wav,4.932,NV,Neural2-F,Ad-ro-Zw,Ad,ro,Zw,0.3p,16ch,100,101,111,123,132,110,120,130,DE_Neural2-F_Ad-ro-Zw.TextGrid,0.15712,4.194339365,0.71747495,1.255310646,2.231934292,2.580544092,3.784779214,4.194339365,mean,0,NV1,1,1,TRUE,0,FALSE,call1,1,0,0,1.7914019,-0.374074074,0.312962963,colour4,1,0,0,2.4896341,0.035185185,-0.302777778,number2,1,0,0,3.055307,0.383333333,0.058333333,0,FALSE,26
audio/NV_DE_Neural2-F_Dr-ro-Ei_0.3p_16ch.wav,5.0857,NV,Neural2-F,Dr-ro-Ei,Dr,ro,Ei,0.3p,16ch,100,101,112,123,131,110,120,130,DE_Neural2-F_Dr-ro-Ei.TextGrid,0.16712,4.316758085,0.682622624,1.195840847,2.181903545,2.549007265,3.74742969,4.316758085,mean,1,NV1,1,0,FALSE,0,FALSE,call3,1,0,0,1.7895301,-0.34537037,-0.105555556,colour3,1,0,0,3.1881112,0.012037037,-0.091666667,number1,1,0,0,3.7711994,0.428703704,0.294444444,0,FALSE,46
audio/NV_DE_Neural2-D_Dr-ge-Ei_0p_16ch.wav,5.4374,NV,Neural2-D,Dr-ge-Ei,Dr,ge,Ei,0p,16ch,100,101,112,121,131,110,120,130,DE_Neural2-D_Dr-ge-Ei.TextGrid,0.16712,4.679470733,0.815440799,1.258559919,2.588422806,2.964234964,4.198511114,4.679470733,mean,0,NV1,1,1,TRUE,0,FALSE,call2,1,0,0,1.951651,-0.337037037,0.078703704,colour1,1,0,0,2.4950663,-0.025925926,0.330555556,number1,1,0,0,3.0943778,0.37962963,0.308333333,0,FALSE,9
audio/NV_DE_Neural2-F_Dr-ge-Ei_0.3p_16ch.wav,5.1509,NV,Neural2-F,Dr-ge-Ei,Dr,ge,Ei,0.3p,16ch,100,101,112,121,131,110,120,130,DE_Neural2-F_Dr-ge-Ei.TextGrid,0.17712,4.367270033,0.703634942,1.223373751,2.281757586,2.59712,3.766272635,4.367270033,mean,2,NV1,1,0,FALSE,0,FALSE,call3,1,0,0,2.0406773,-0.372222222,-0.118518519,colour1,1,0,0,3.0394386,0.033333333,0.286111111,number1,1,1,0,3.9057344,5.737449,0.496296296,0,FALSE,23
audio/NV_DE_Neural2-D_Kr-we-Zw_0.3p_16ch.wav,5.3987,NV,Neural2-D,Kr-we-Zw,Kr,we,Zw,0.3p,16ch,100,101,113,124,132,110,120,130,DE_Neural2-D_Kr-we-Zw.TextGrid,0.16712,4.635508653,0.820472014,1.291711424,2.645392559,3.02712,4.282894624,4.635508653,mean,1,NV1,1,1,TRUE,0,FALSE,call3,1,0,0,1.7088332,-0.363888889,-0.12037037,colour4,1,0,0,2.2753208,-0.022222222,-0.333333333,number2,1,0,0,2.9749643,0.400925926,0.077777778,0,FALSE,31
audio/NV_DE_Neural2-F_Dr-ge-Ei_0.05p_16ch.wav,5.1509,NV,Neural2-F,Dr-ge-Ei,Dr,ge,Ei,0.05p,16ch,100,101,112,121,131,110,120,130,DE_Neural2-F_Dr-ge-Ei.TextGrid,0.17712,4.367270033,0.703634942,1.223373751,2.281757586,2.59712,3.766272635,4.367270033,mean,2,NV1,1,0,FALSE,0,FALSE,call1,1,0,0,1.9824564,-0.360185185,0.376851852,colour1,1,0,0,2.8315051,0.049074074,0.338888889,number1,1,0,0,3.3476533,0.448148148,0.350925926,0,FALSE,35
audio/NV_DE_Neural2-D_Kr-ro-Dr_0.15p_16ch.wav,5.3268,NV,Neural2-D,Kr-ro-Dr,Kr,ro,Dr,0.15p,16ch,100,101,113,123,133,110,120,130,DE_Neural2-D_Kr-ro-Dr.TextGrid,0.16712,4.570751391,0.821918451,1.285439556,2.661159586,3.052878153,4.298028573,4.570751391,mean,3,NV1,1,1,TRUE,0,FALSE,call3,1,0,0,1.8300133,-0.35,-0.10462963,colour3,1,0,0,2.480404,0.023148148,-0.128703704,number3,1,0,0,3.112523,0.371296296,-0.101851852,0,FALSE,8
audio/NV_DE_Neural2-F_Ti-gr-Vi_0.05p_16ch.wav,4.9453,NV,Neural2-F,Ti-gr-Vi,Ti,gr,Vi,0.05p,16ch,100,101,114,122,134,110,120,130,DE_Neural2-F_Ti-gr-Vi.TextGrid,0.15712,4.21537282,0.730902342,1.181941239,2.247700697,2.618617402,3.771287423,4.21537282,mean,3,NV1,1,1,TRUE,0,FALSE,call4,1,0,0,1.7185526,-0.346296296,-0.306481481,colour2,1,0,0,2.6011619,0.011111111,0.058333333,number2,1,0,0,3.1167526,0.394444444,0.086111111,0,FALSE,27
audio/NV_DE_Neural2-D_Ad-ge-Dr_0.1p_16ch.wav,5.4325,NV,Neural2-D,Ad-ge-Dr,Ad,ge,Dr,0.1p,16ch,100,101,111,121,133,110,120,130,DE_Neural2-D_Ad-ge-Dr.TextGrid,0.16712,4.691872241,0.799056278,1.35643888,2.779151954,3.145933284,4.402681137,4.691872241,mean,1,NV1,1,1,TRUE,0,FALSE,call1,1,0,0,1.6455101,-0.397222222,0.337037037,colour1,1,0,0,2.2446513,0.011111111,0.316666667,number3,1,0,0,2.7951541,0.384259259,-0.077777778,0,FALSE,14
audio/NV_DE_Neural2-D_Ad-ro-Ei_0p_16ch.wav,5.647,NV,Neural2-D,Ad-ro-Ei,Ad,ro,Ei,0p,16ch,100,101,111,123,131,110,120,130,DE_Neural2-D_Ad-ro-Ei.TextGrid,0.17712,4.90210996,0.810310519,1.360675343,2.789325715,3.174145791,4.443455313,4.90210996,mean,2,NV1,1,1,TRUE,0,FALSE,call1,1,0,0,1.7162217,-0.330555556,0.29537037,colour3,1,0,0,2.2990659,-0.05462963,-0.086111111,number1,1,0,0,2.7999717,0.353703704,0.297222222,0,FALSE,41
audio/NV_DE_Neural2-F_Kr-we-Zw_0.1p_16ch.wav,5.0204,NV,Neural2-F,Kr-we-Zw,Kr,we,Zw,0.1p,16ch,100,101,113,124,132,110,120,130,DE_Neural2-F_Kr-we-Zw.TextGrid,0.15712,4.285419141,0.706196802,1.24712,2.27157935,2.665049576,3.85410297,4.285419141,mean,1,NV1,1,1,TRUE,0,FALSE,call3,1,0,0,1.5987081,-0.425925926,-0.094444444,colour1,1,0,0,3.4470161,0.005555556,0.287962963,number2,1,0,0,4.0466476,0.37037037,0.096296296,0,FALSE,10
audio/NV_DE_Neural2-D_Kr-we-Ei_0.05p_16ch.wav,5.5064,NV,Neural2-D,Kr-we-Ei,Kr,we,Ei,0.05p,16ch,100,101,113,124,131,110,120,130,DE_Neural2-D_Kr-we-Ei.TextGrid,0.17712,4.756052989,0.813735029,1.275182595,2.630365497,3.030194458,4.289901507,4.756052989,mean,1,NV1,1,1,TRUE,0,FALSE,call3,1,0,0,1.810021,-0.398148148,-0.07962963,colour4,1,0,0,2.8089831,0.012962963,-0.298148148,number1,1,0,0,3.359729,0.414814815,0.35,0,FALSE,34
audio/NV_DE_Neural2-F_Ad-ro-Dr_0.05p_16ch.wav,4.8717,NV,Neural2-F,Ad-ro-Dr,Ad,ro,Dr,0.05p,16ch,100,101,111,123,133,110,120,130,DE_Neural2-F_Ad-ro-Dr.TextGrid,0.16712,4.126070193,0.713563761,1.261584827,2.236471506,2.592172553,3.790540711,4.126070193,mean,0,NV1,1,1,TRUE,0,FALSE,call1,1,0,0,1.6674488,-0.405555556,0.317592593,colour3,1,0,0,2.433798,0.058333333,-0.118518519,number3,1,0,0,2.8499591,0.394444444,-0.076851852,0,FALSE,39
