blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,condsFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audiofile,duration,noise,voice,words,callSign,colour,number,levels,trigger_start,trigger_end,trigger_call,trigger_col,trigger_num,file,firstSound_tmin,lastSound_tmax,token_1_tmin,token_1_tmax,token_2_tmin,token_2_tmax,token_3_tmin,token_3_tmax,rater,newidx,block,instr_start_1.started,key_resp_inst_4.started,instr_start_2.started,key_resp_inst_3.started,instrTaskText.started,key_resp_inst.started,blockStart.started,key_resp.started,sound_1.started,fixation.started,pp_start.started,pp_start.stopped,pp_t0_start.started,pp_t0_start.stopped,pp_t1_start.started,pp_t1_start.stopped,pp_t2_start.started,pp_t2_start.stopped,pp_t3_start.started,pp_t3_start.stopped,pp_end.started,pp_end.stopped,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.084256999980425,12.084256999980425,79.7561652000004,79.7561652000004,80.24039540000376,80.24039540000376,80.74231249999139,80.74231249999139,82.66117384000681,82.67534819999128,82.67534819999128,82.692043499992,82.7591971999791,82.77531659998931,83.34269190000487,83.35921399999643,84.86049479999929,84.87701549998019,86.44503350000014,86.46247669999138,86.84534440000425,86.86206069999025,,,,,,,
