TrialID,NFB_digit1,NFB_digit2,NFB_digit3,Speaker_trial,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,calibration_block.thisRepN,calibration_block.thisTrialN,calibration_block.thisN,calibration_block.thisIndex,exp_trials.thisRepN,exp_trials.thisTrialN,exp_trials.thisN,exp_trials.thisIndex,NV_trial,Triggered_trial,Jitter_trial,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,response_practice_resp.keys,response_practice_resp.rt,response_practice_resp.started,response_practice_resp.stopped,text_practice_repeat.started,text_practice_repeat.stopped,text.started,text.stopped,text_calibration_repeat.started,text_calibration_repeat.stopped,text_break.started,text_break.stopped,Fixation.started,Fixation.stopped,text_6.started,text_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.0,6.0,2.0,4.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0.015090240000063204,None,0.47989744000005885,None,0.963112540000111,None,['return'],[0.27842880000025616],20.785301699999764,None,,,,,,,,,,,,,1,001,2021_Nov_09_1022,eeg_contingent_digits,2021.2.3,60.010681901283235,
0.0,6.0,2.0,4.0,33.0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,['return'],[0.15323549999993702],21.118515099999968,None,,,,,,,,,,,,,1,001,2021_Nov_09_1022,eeg_contingent_digits,2021.2.3,60.010681901283235,
0.0,6.0,2.0,4.0,33.0,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,['return'],[0.1851091999997152],21.31861789999948,None,,,,,,,,,,,,,1,001,2021_Nov_09_1022,eeg_contingent_digits,2021.2.3,60.010681901283235,
0.0,6.0,2.0,4.0,33.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_09_1022,eeg_contingent_digits,2021.2.3,60.010681901283235,
,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.53502909999952,None,,,,,,,,,,,1,001,2021_Nov_09_1022,eeg_contingent_digits,2021.2.3,60.010681901283235,
,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,24.100752199999988,None,44.44355059999998,None,,,,,,,1,001,2021_Nov_09_1022,eeg_contingent_digits,2021.2.3,60.010681901283235,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.25941259999945,None,46.342409199999565,None,46.342409199999565,None,,,,,,,
