audiofile,callSign,colour,number,n,blankScreenAfterResponse_2.started_raw,blankScreenAfterResponse_2.stopped_raw,blankScreen_2.started_mean,blankScreen_2.started_raw,blankScreen_2.started_std,blankScreen_2.stopped_mean,blankScreen_2.stopped_raw,blankScreen_2.stopped_std,call1_2.started_mean,call1_2.started_raw,call1_2.started_std,call1_2.stopped_raw,call2_2.started_mean,call2_2.started_raw,call2_2.started_std,call2_2.stopped_raw,call3_2.started_mean,call3_2.started_raw,call3_2.started_std,call3_2.stopped_raw,call4_2.started_mean,call4_2.started_raw,call4_2.started_std,call4_2.stopped_raw,callSignCorrect_mean,callSignCorrect_raw,colour1_2.started_mean,colour1_2.started_raw,colour1_2.started_std,colour1_2.stopped_raw,colour2_2.started_mean,colour2_2.started_raw,colour2_2.started_std,colour2_2.stopped_raw,colour3_2.started_mean,colour3_2.started_raw,colour3_2.started_std,colour3_2.stopped_raw,colour4_2.started_mean,colour4_2.started_raw,colour4_2.started_std,colour4_2.stopped_raw,colourCorrect_mean,colourCorrect_raw,fixation_2.started_mean,fixation_2.started_raw,fixation_2.started_std,fixation_2.stopped_raw,mouseClickOnCall_2.clicked_name_raw,mouseClickOnCall_2.leftButton_raw,mouseClickOnCall_2.midButton_raw,mouseClickOnCall_2.rightButton_raw,mouseClickOnCall_2.started_mean,mouseClickOnCall_2.started_raw,mouseClickOnCall_2.stopped_raw,mouseClickOnCall_2.time_raw,mouseClickOnCall_2.x_raw,mouseClickOnCall_2.y_raw,mouseClickOnColour_2.clicked_name_raw,mouseClickOnColour_2.leftButton_raw,mouseClickOnColour_2.midButton_raw,mouseClickOnColour_2.rightButton_raw,mouseClickOnColour_2.started_mean,mouseClickOnColour_2.started_raw,mouseClickOnColour_2.stopped_raw,mouseClickOnColour_2.time_raw,mouseClickOnColour_2.x_raw,mouseClickOnColour_2.y_raw,mouseClickOnNumber_2.clicked_name_raw,mouseClickOnNumber_2.leftButton_raw,mouseClickOnNumber_2.midButton_raw,mouseClickOnNumber_2.rightButton_raw,mouseClickOnNumber_2.started_mean,mouseClickOnNumber_2.started_raw,mouseClickOnNumber_2.stopped_raw,mouseClickOnNumber_2.time_raw,mouseClickOnNumber_2.x_raw,mouseClickOnNumber_2.y_raw,number1_2.started_mean,number1_2.started_raw,number1_2.started_std,number1_2.stopped_raw,number2_2.started_mean,number2_2.started_raw,number2_2.started_std,number2_2.stopped_raw,number3_2.started_mean,number3_2.started_raw,number3_2.started_std,number3_2.stopped_raw,number4_2.started_mean,number4_2.started_raw,number4_2.started_std,number4_2.stopped_raw,numberCorrect_mean,numberCorrect_raw,screenAfterAudio_2.started_mean,screenAfterAudio_2.started_raw,screenAfterAudio_2.stopped_raw,sound_examples.started_mean,sound_examples.started_raw,sound_examples.stopped_raw,order
audio/NV_DE_Neural2-D_Dr-we-Ei_0.9p.wav,Dr,we,Ei,1.0,,,411.4438781738281,411.4438781738281,0.0,412.4434509277344,412.4434509277344,0.0,412.4434509277344,412.4434509277344,0.0,,412.4434509277344,412.4434509277344,0.0,,412.4434509277344,412.4434509277344,0.0,,412.4434509277344,412.4434509277344,0.0,,1.0,True,412.4434509277344,412.4434509277344,0.0,,412.4434509277344,412.4434509277344,0.0,,412.4434509277344,412.4434509277344,0.0,,412.4434509277344,412.4434509277344,0.0,,1.0,True,405.947021484375,405.947021484375,0.0,,call2_2,1,0,0,1.0055554900009156,1.0055554900009156,,2.552285099999608,-0.38085938,0.038085938,colour4_2,1,0,0,2.555005090001032,2.555005090001032,,3.7684272000005876,0.0078125,-0.31152344,number1_2,1,0,0,3.7713967900008356,3.7713967900008356,,4.634707300000628,0.35058594,0.2734375,412.4434509277344,412.4434509277344,0.0,,412.4434509277344,412.4434509277344,0.0,,412.4434509277344,412.4434509277344,0.0,,412.4434509277344,412.4434509277344,0.0,,1.0,True,411.42892268999975,411.42892268999975,,405.9457217899996,405.9457217899996,,0.0
audio/NV_DE_Neural2-D_Dr-we-Ei_0.3p.wav,Dr,we,Ei,1.0,,,421.55950927734375,421.55950927734375,0.0,422.56085205078125,422.56085205078125,0.0,422.56085205078125,422.56085205078125,0.0,,422.56085205078125,422.56085205078125,0.0,,422.56085205078125,422.56085205078125,0.0,,422.56085205078125,422.56085205078125,0.0,,0.0,False,422.56085205078125,422.56085205078125,0.0,,422.56085205078125,422.56085205078125,0.0,,422.56085205078125,422.56085205078125,0.0,,422.56085205078125,422.56085205078125,0.0,,1.0,True,416.0758972167969,416.0758972167969,0.0,,call3_2,1,0,0,0.9942548899998656,0.9942548899998656,,2.704092599999967,-0.42089844,-0.12402344,colour4_2,1,0,0,2.7070435899995573,2.7070435899995573,,3.5200463000001037,0.021484375,-0.32910156,number3_2,1,0,0,3.5234080899999753,3.5234080899999753,,4.189107100000001,0.4765625,-0.10058594,422.56085205078125,422.56085205078125,0.0,,422.56085205078125,422.56085205078125,0.0,,422.56085205078125,422.56085205078125,0.0,,422.56085205078125,422.56085205078125,0.0,,0.0,False,421.5576561899995,421.5576561899995,,416.0757355899993,416.0757355899993,,1.0
audio/SiSSN_DE_Neural2-D_Kr-we-Dr_-2.5db.wav,Kr,we,Dr,1.0,,,431.1070861816406,431.1070861816406,0.0,432.1077575683594,432.1077575683594,0.0,432.1077575683594,432.1077575683594,0.0,,432.1077575683594,432.1077575683594,0.0,,432.1077575683594,432.1077575683594,0.0,,432.1077575683594,432.1077575683594,0.0,,1.0,True,432.1077575683594,432.1077575683594,0.0,,432.1077575683594,432.1077575683594,0.0,,432.1077575683594,432.1077575683594,0.0,,432.1077575683594,432.1077575683594,0.0,,1.0,True,425.7558288574219,425.7558288574219,0.0,,call3_2,1,0,0,0.9948446899998089,0.9948446899998089,,2.241814400000294,-0.375,-0.09375,colour4_2,1,0,0,2.2430912899999385,2.2430912899999385,,2.806613599999764,0.0703125,-0.34375,number3_2,1,0,0,2.80992169000001,2.80992169000001,,3.6061923000006573,0.3798828,-0.11035156,432.1077575683594,432.1077575683594,0.0,,432.1077575683594,432.1077575683594,0.0,,432.1077575683594,432.1077575683594,0.0,,432.1077575683594,432.1077575683594,0.0,,1.0,True,431.10430969,431.10430969,,425.7560781699995,425.7560781699995,,2.0
audio/SiSSN_DE_Neural2-D_Kr-we-Dr_-13db.wav,Kr,we,Dr,1.0,,,440.0726013183594,440.0726013183594,0.0,441.0885314941406,441.0885314941406,0.0,441.0885314941406,441.0885314941406,0.0,,441.0885314941406,441.0885314941406,0.0,,441.0885314941406,441.0885314941406,0.0,,441.0885314941406,441.0885314941406,0.0,,0.0,False,441.0885314941406,441.0885314941406,0.0,,441.0885314941406,441.0885314941406,0.0,,441.0885314941406,441.0885314941406,0.0,,441.0885314941406,441.0885314941406,0.0,,0.0,False,434.7223815917969,434.7223815917969,0.0,,call1_2,1,0,0,1.0098271900005784,1.0098271900005784,,3.0884156000001894,-0.3935547,0.328125,colour1_2,1,0,0,3.091713890000392,3.091713890000392,,3.7603705999999875,0.06933594,0.33496094,number1_2,1,0,0,3.757993389999683,3.757993389999683,,4.604550100000779,0.45410156,0.31640625,441.0885314941406,441.0885314941406,0.0,,441.0885314941406,441.0885314941406,0.0,,441.0885314941406,441.0885314941406,0.0,,441.0885314941406,441.0885314941406,0.0,,0.0,False,440.0697683899995,440.0697683899995,,434.72215228999966,434.72215228999966,,3.0

extraInfo
participant,p003
order,1
date,2023-06-15_14h43.42.451
expName,SentenceInNoise
psychopyVersion,2022.1.3
frameRate,60.19400527888673
