TrialID,NFB_digit1,NFB_digit2,NFB_digit3,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,calibration_block.thisRepN,calibration_block.thisTrialN,calibration_block.thisN,calibration_block.thisIndex,experimental_block.thisRepN,experimental_block.thisTrialN,experimental_block.thisN,experimental_block.thisIndex,exp_trials.thisRepN,exp_trials.thisTrialN,exp_trials.thisN,exp_trials.thisIndex,response_exp.thisRepN,response_exp.thisTrialN,response_exp.thisN,response_exp.thisIndex,control_block.thisRepN,control_block.thisTrialN,control_block.thisN,control_block.thisIndex,ctrl_trials.thisRepN,ctrl_trials.thisTrialN,ctrl_trials.thisN,ctrl_trials.thisIndex,response_ctrl.thisRepN,response_ctrl.thisTrialN,response_ctrl.thisN,response_ctrl.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,Begin.started,Begin.stopped,Fixation.started,Fixation.stopped,sound_digit1.started,sound_digit1.stopped,sound_digit2.started,sound_digit2.stopped,sound_digit3.started,sound_digit3.stopped,key_resp.keys,key_resp.started,key_resp.stopped,key_resp.rt,Begin_3.started,Begin_3.stopped,Fixation_2.started,Fixation_2.stopped,sound_digit1_2.started,sound_digit1_2.stopped,sound_digit2_2.started,sound_digit2_2.stopped,sound_digit3_2.started,sound_digit3_2.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,key_resp_2.rt,Begin_4.started,Begin_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.0,0.0,3.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],75.91086899999937,None,[0.13316479999775765],,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
0.0,0.0,3.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
1.0,1.0,2.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.06151089999912,None,0.012926050003443379,None,0.4924259500039625,None,0.9800098500054446,None,None,79.49353694999954,None,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
1.0,1.0,2.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],79.50199350000184,None,[0.4768991999953869],,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
1.0,1.0,2.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],80.01047480000125,None,[0.1256314000056591],,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
1.0,1.0,2.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
2.0,6.0,1.0,3.0,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.16709840000112,None,0.0029080500098643824,None,0.4724915500046336,None,0.9556633500033058,None,None,83.60998099999705,None,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
2.0,6.0,1.0,3.0,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],83.60224610000296,None,[37.71083500000532],,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
2.0,6.0,1.0,3.0,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],121.34043810000003,None,[0.13077440000051865],,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
2.0,6.0,1.0,3.0,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
3.0,9.0,5.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.4997521999976,None,0.010482099998625927,None,0.48767529999895487,None,0.9540845999945304,None,None,124.94007115000349,None,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
3.0,9.0,5.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],124.94591780000337,None,[1.5168033000009018],,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
3.0,9.0,5.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],126.49013150000246,None,[0.11717299999872921],,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
3.0,9.0,5.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
4.0,9.0,3.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.6233585000009,None,0.01316804999805754,None,0.4763253499986604,None,0.9762087499984773,None,None,130.07302259999705,None,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
4.0,9.0,3.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],130.0657676999981,None,[8.83601830000407],,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
4.0,9.0,3.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],138.92258690000017,None,[0.14432799999485724],,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
4.0,9.0,3.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
5.0,1.0,6.0,4.0,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.08910900000046,None,0.012980250001419336,None,0.4758400500068092,None,0.9591564500005916,None,None,142.52209134999939,None,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
5.0,1.0,6.0,4.0,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],142.5221681999974,None,[0.45873060000303667],,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
5.0,1.0,6.0,4.0,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],143.00560530000075,None,[0.13263259999803267],,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
5.0,1.0,6.0,4.0,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.2018018000017,None,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
6.0,8.0,2.0,5.0,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.31051860000298,None,0.013263349996122997,None,0.49306855000031646,None,0.9595737499985262,None,None,146.73838125000256,None,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
6.0,8.0,2.0,5.0,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],146.7385581999988,None,[0.32159450000472134],,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
6.0,8.0,2.0,5.0,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],147.08868800000346,None,[0.13723609999578912],,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
6.0,8.0,2.0,5.0,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
7.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.26263050000125,None,0.012656099999730941,None,0.49187820000224747,None,0.9752004000038141,None,None,150.72129104999985,None,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
7.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],150.72165929999755,None,[1.028598900003999],,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
7.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],151.77164749999793,None,[0.14832230000320124],,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
7.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
8.0,3.0,0.0,4.0,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.93811989999813,None,0.013315950003743637,None,0.49672915000701323,None,0.9764248500068788,None,None,155.38764305000004,None,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
8.0,3.0,0.0,4.0,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],155.3879042000044,None,[0.3140140000032261],,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
8.0,3.0,0.0,4.0,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],155.72126070000377,None,[0.1506426999985706],,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
8.0,3.0,0.0,4.0,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
9.0,2.0,9.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.90517209999962,None,0.00036174999695504084,None,0.48372645000199554,None,0.9706784500012873,None,None,159.37070129999773,None,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
9.0,2.0,9.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],159.36902840000403,None,[0.3840663999944809],,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
9.0,2.0,9.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],159.7901458999986,None,[0.14480170000024373],,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
9.0,2.0,9.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
10.0,6.0,1.0,5.0,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.95411109999986,None,0.015316099998017307,None,0.48037250000197673,None,0.9638365999999223,None,None,163.4036719499978,None,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
10.0,6.0,1.0,5.0,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],163.4038292999976,None,[2.927973900004872],,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
10.0,6.0,1.0,5.0,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],166.35368630000448,None,[0.1592458999948576],,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
10.0,6.0,1.0,5.0,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
11.0,5.0,6.0,9.0,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.53675079999812,None,1.0449992259964347e-05,None,0.46669474999362137,None,0.9702075499953935,None,None,169.98660164999964,None,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
11.0,5.0,6.0,9.0,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],169.99339560000226,None,[0.3444127999973716],,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
11.0,5.0,6.0,9.0,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],170.37031130000105,None,[0.15268909999576863],,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
11.0,5.0,6.0,9.0,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.57615000000078,None,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
0.0,3.0,9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.73190520000207,None,0.012618050001037773,None,0.4752025499983574,None,0.958282749998034,None,None,174.16960915000308,None,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
0.0,3.0,9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],174.17682919999788,None,[0.32147840000106953],,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
0.0,3.0,9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],174.51979220000067,None,[0.15229480000562035],,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
0.0,3.0,9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
1.0,5.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.70294170000125,None,0.013143950003723148,None,0.49570125000172993,None,0.9598812500044005,None,None,178.15259034999835,None,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
1.0,5.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],178.1534071999995,None,[0.1538795999949798],,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
1.0,5.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],178.33614430000307,None,[0.15774899999814807],,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
1.0,5.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
2.0,1.0,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.52551780000067,None,0.012347999996563885,None,0.49127049999515293,None,0.974429499998223,None,None,181.98567635000435,None,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
2.0,1.0,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],181.9938775999981,None,[0.45867510000243783],,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
2.0,1.0,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],182.48574680000456,None,[0.1652950999996392],,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
2.0,1.0,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
3.0,1.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.66890319999948,None,0.00327695000305539,None,0.476384550005605,None,0.9564216500002658,None,None,186.11861955000276,None,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
3.0,1.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],186.12329419999878,None,[0.4253575000038836],,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
3.0,1.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],186.56878750000033,None,[0.19017589999566553],,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
3.0,1.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
4.0,4.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.78538390000176,None,0.01330775000678841,None,0.4763405500052613,None,0.9598652500062599,None,None,190.23488444999893,None,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
4.0,4.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],190.2351015000022,None,[0.5166606999991927],,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
4.0,4.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],190.78547570000228,None,[0.16361130000586854],,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
4.0,4.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
5.0,5.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.96836410000105,None,0.012378250001347624,None,0.47451395000098273,None,0.9578564500043285,None,None,194.41794024999908,None,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
5.0,5.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],194.41823060000024,None,[0.21070719999988796],,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
5.0,5.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],194.65154360000452,None,[0.18036340000253404],,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
5.0,5.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.88216079999984,None,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
6.0,5.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.06803680000303,None,0.013097549999656621,None,0.4926379500029725,None,0.9593709499968099,None,None,199.5341730000029,None,,,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
6.0,5.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],199.52673900000082,None,[0.14548259999719448],,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
6.0,5.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],199.7011136000001,None,[0.14482870000210823],,,1,001,2021_Oct_15_1319,eeg_contingent_digits,2021.2.3,60.005280464722134,
