TrialID,NFB_digit1,NFB_digit2,NFB_digit3,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,calibration_block.thisRepN,calibration_block.thisTrialN,calibration_block.thisN,calibration_block.thisIndex,experimental_block.thisRepN,experimental_block.thisTrialN,experimental_block.thisN,experimental_block.thisIndex,exp_trials.thisRepN,exp_trials.thisTrialN,exp_trials.thisN,exp_trials.thisIndex,response_exp.thisRepN,response_exp.thisTrialN,response_exp.thisN,response_exp.thisIndex,control_block.thisRepN,control_block.thisTrialN,control_block.thisN,control_block.thisIndex,ctrl_trials.thisRepN,ctrl_trials.thisTrialN,ctrl_trials.thisN,ctrl_trials.thisIndex,response_ctrl.thisRepN,response_ctrl.thisTrialN,response_ctrl.thisN,response_ctrl.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,Begin.started,Begin.stopped,Fixation.started,Fixation.stopped,text_6.started,text_6.stopped,text_2.started,text_2.stopped,text_7.started,text_7.stopped,text_8.started,text_8.stopped,sound_digit1.started,sound_digit1.stopped,sound_digit2.started,sound_digit2.stopped,sound_digit3.started,sound_digit3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Begin_3.started,Begin_3.stopped,Fixation_2.started,Fixation_2.stopped,sound_digit1_2.started,sound_digit1_2.stopped,sound_digit2_2.started,sound_digit2_2.stopped,sound_digit3_2.started,sound_digit3_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,Begin_4.started,Begin_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.0,5.0,2.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,79.8612592999998,None,80.3741880999878,None,80.3741880999878,None,80.3741880999878,None,80.3741880999878,None,80.3741880999878,80.3741880999878,0.009489999996731058,None,0.48120539999217726,None,0.9645821999874897,None,['return'],[1.1096155999985058],87.14667940000072,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
0.0,5.0,2.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.4151007999898866],88.27577439998277,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
0.0,5.0,2.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.28052659999229945],88.70924369999557,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
0.0,5.0,2.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
1.0,9.0,2.0,8.0,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.03165849999641,None,89.03165849999641,None,89.03165849999641,None,89.03165849999641,None,89.03165849999641,89.03165849999641,0.012469900015275925,None,0.48325680001289584,None,0.9666606000100728,None,['return'],[1.1470917999977246],95.9599933999998,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
1.0,9.0,2.0,8.0,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.4404692999960389],97.12509789998876,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
1.0,9.0,2.0,8.0,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.3428161999909207],97.59181329997955,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
1.0,9.0,2.0,8.0,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
2.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.97848829999566,None,97.97848829999566,None,97.97848829999566,None,97.97848829999566,None,97.97848829999566,97.97848829999566,0.0028933000285178423,None,0.47929080002359115,None,0.9628693000122439,None,['return'],[0.511657999973977],103.05795199997374,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
2.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.38205200000084005],103.59125659998972,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
2.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.3290819000103511],103.99120269998093,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
2.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.41346749998047,None,,,,,,,,,,,,,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
3.0,1.0,6.0,4.0,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.00175149997813,None,108.00175149997813,None,108.00175149997813,None,108.00175149997813,None,108.00175149997813,108.00175149997813,0.004260000016074628,None,0.4842658000125084,None,0.9676633000199217,None,['return'],[0.5673000999959186],114.38345679998747,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
3.0,1.0,6.0,4.0,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.4148362999840174],114.97365719999652,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
3.0,1.0,6.0,4.0,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.36908950001816265],115.40723809998599,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
3.0,1.0,6.0,4.0,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
4.0,2.0,6.0,4.0,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.8243087999872,None,115.8243087999872,None,115.8243087999872,None,115.8243087999872,None,115.8243087999872,115.8243087999872,0.0003730999887920916,None,0.4728528000123333,None,0.9561182000034023,None,['return'],[0.9962470000027679],122.41318029997637,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
4.0,2.0,6.0,4.0,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.4360707000014372],123.43971529998817,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
4.0,2.0,6.0,4.0,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.385775000002468],123.90643360000104,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
4.0,2.0,6.0,4.0,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
5.0,2.0,4.0,8.0,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.33969470000011,None,124.33969470000011,None,124.33969470000011,None,124.33969470000011,None,124.33969470000011,124.33969470000011,0.012932400015415624,None,0.49528540001483634,None,0.9786523000220768,None,['return'],[0.6422482999914791],132.12274939997587,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
5.0,2.0,4.0,8.0,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.37624469998991117],132.78898089998984,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
5.0,2.0,4.0,8.0,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.31859179999446496],133.18897099999595,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
5.0,2.0,4.0,8.0,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.58192479997524,None,,,,,,,,,,,,,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
0.0,5.0,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.60532789997524,None,0.0007474999874830246,None,0.4681323999830056,None,0.9516711999895051,None,['return'],[0.6326323999965098],140.7693231999874,None,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
0.0,5.0,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.35475359999691136],141.42157829998177,None,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
0.0,5.0,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.28422599998884834],141.80496839998523,None,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
0.0,5.0,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
1.0,9.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.12752499998896,None,0.01143810001667589,None,0.4896170000138227,None,0.9729829000134487,None,['return'],[0.6584870999795385],147.21940259999246,None,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
1.0,9.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.2346263000217732],147.90453089997754,None,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
1.0,9.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.22383999999146909],148.18227959997603,None,,,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
1.0,9.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_20_1029,eeg_contingent_digits,2021.2.3,59.936946330302945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.4530095999944,None,0.01652130001457408,None,0.48320450002211146,None,0.966160400013905,None,,,,,,,,,,,,,
