TrialID,NFB_digit1,NFB_digit2,NFB_digit3,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,calibration_block.thisRepN,calibration_block.thisTrialN,calibration_block.thisN,calibration_block.thisIndex,experimental_block.thisRepN,experimental_block.thisTrialN,experimental_block.thisN,experimental_block.thisIndex,exp_trials.thisRepN,exp_trials.thisTrialN,exp_trials.thisN,exp_trials.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,Begin.started,Begin.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.0,6.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.013590880000265315,None,0.4761883800092619,None,0.9596158800122794,None,['return'],[0.487449199979892],22.752004000009038,None,,,,,,,1,001,2021_Oct_20_1011,eeg_contingent_digits,2021.2.3,60.01205041367239,
0.0,6.0,2.0,4.0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.22902369999792427],23.264022600022145,None,,,,,,,1,001,2021_Oct_20_1011,eeg_contingent_digits,2021.2.3,60.01205041367239,
0.0,6.0,2.0,4.0,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.4116049000003841],23.513981900003273,None,,,,,,,1,001,2021_Oct_20_1011,eeg_contingent_digits,2021.2.3,60.01205041367239,
0.0,6.0,2.0,4.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_1011,eeg_contingent_digits,2021.2.3,60.01205041367239,
1.0,1.0,9.0,3.0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0.007500640058424324,None,0.48342624003998935,None,0.966903140040813,None,['return'],[0.6302938000007998],25.390661000012187,None,,,,,,,1,001,2021_Oct_20_1011,eeg_contingent_digits,2021.2.3,60.01205041367239,
1.0,1.0,9.0,3.0,0,0,0,0,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.21081250000861473],26.047264599998016,None,,,,,,,1,001,2021_Oct_20_1011,eeg_contingent_digits,2021.2.3,60.01205041367239,
1.0,1.0,9.0,3.0,0,0,0,0,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.25688120000995696],26.28053240000736,None,,,,,,,1,001,2021_Oct_20_1011,eeg_contingent_digits,2021.2.3,60.01205041367239,
1.0,1.0,9.0,3.0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_1011,eeg_contingent_digits,2021.2.3,60.01205041367239,
2.0,8.0,0.0,1.0,0,0,0,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,0.00880924001103267,None,0.48420954000903293,None,0.9675405400048476,None,['return'],[0.5755748999945354],28.005350200022804,None,,,,,,,1,001,2021_Oct_20_1011,eeg_contingent_digits,2021.2.3,60.01205041367239,
2.0,8.0,0.0,1.0,0,0,0,0,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.20732839999254793],28.597305300005246,None,,,,,,,1,001,2021_Oct_20_1011,eeg_contingent_digits,2021.2.3,60.01205041367239,
2.0,8.0,0.0,1.0,0,0,0,0,0,2,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.2532198000117205],28.83028940000804,None,,,,,,,1,001,2021_Oct_20_1011,eeg_contingent_digits,2021.2.3,60.01205041367239,
2.0,8.0,0.0,1.0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_1011,eeg_contingent_digits,2021.2.3,60.01205041367239,
