TrialID,NFB_digit1,NFB_digit2,NFB_digit3,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,calibration_block.thisRepN,calibration_block.thisTrialN,calibration_block.thisN,calibration_block.thisIndex,experimental_block.thisRepN,experimental_block.thisTrialN,experimental_block.thisN,experimental_block.thisIndex,exp_trials.thisRepN,exp_trials.thisTrialN,exp_trials.thisN,exp_trials.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,Begin.started,Begin.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.0,6.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.008517220034264028,None,0.4826000200409908,None,0.9657869200163987,None,['return'],[0.7814243999891914],25.136112399981357,None,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
0.0,6.0,2.0,4.0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.31794400000944734],25.942181099992013,None,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
0.0,6.0,2.0,4.0,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.627973299997393],26.298044099996332,None,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
0.0,6.0,2.0,4.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
1.0,1.0,9.0,3.0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0.010418720019515604,None,0.4871470200305339,None,0.9704812200216111,None,['return'],[0.251796500000637],28.43019539999659,None,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
1.0,1.0,9.0,3.0,0,0,0,0,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.26786059999722056],28.70863159999135,None,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
1.0,1.0,9.0,3.0,0,0,0,0,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.26285939998342656],29.008605199982412,None,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
1.0,1.0,9.0,3.0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
2.0,8.0,0.0,1.0,0,0,0,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,0.015361219993792474,None,0.4806712199933827,None,0.9635005200107116,None,['return'],[0.22621079999953508],30.7440541999822,None,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
2.0,8.0,0.0,1.0,0,0,0,0,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.23100550001254305],30.991660100000445,None,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
2.0,8.0,0.0,1.0,0,0,0,0,0,2,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.24170370001229458],31.241894699982367,None,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
2.0,8.0,0.0,1.0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
3.0,9.0,6.0,1.0,0,0,0,0,0,3,3,3,0,0,0,0,,,,,,,,,,,,,0.015537419996690005,None,0.4807350200135261,None,0.9641488199995365,None,['return'],[0.24260180001147091],32.958325799991144,None,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
3.0,9.0,6.0,1.0,0,0,0,0,0,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.22514460000093095],33.224910799995996,None,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
3.0,9.0,6.0,1.0,0,0,0,0,0,3,3,3,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.19977300000027753],33.47515189999831,None,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
3.0,9.0,6.0,1.0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
4.0,8.0,1.0,5.0,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0.015395220019854605,None,0.48034432000713423,None,0.9640680199954659,None,['return'],[0.42319669999415055],35.15803599997889,None,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
4.0,8.0,1.0,5.0,0,0,0,0,0,4,4,4,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.20254120000754483],35.60795269999653,None,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
4.0,8.0,1.0,5.0,0,0,0,0,0,4,4,4,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.19306129997130483],35.84166330000153,None,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
4.0,8.0,1.0,5.0,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
5.0,4.0,1.0,0.0,0,0,0,0,0,5,5,5,0,0,0,0,,,,,,,,,,,,,0.016032220009947196,None,0.5016989200084936,None,0.9653365200210828,None,['return'],[0.4003675999992993],37.50926189997699,None,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
5.0,4.0,1.0,0.0,0,0,0,0,0,5,5,5,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.21017410000786185],37.94131049999851,None,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
5.0,4.0,1.0,0.0,0,0,0,0,0,5,5,5,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.21551109998836182],38.17456869999296,None,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
5.0,4.0,1.0,0.0,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
6.0,9.0,2.0,6.0,0,0,0,0,0,6,6,6,0,0,0,0,,,,,,,,,,,,,0.014851220010314137,None,0.4963218199845869,None,0.9794943199958652,None,['return'],[0.38069459999678656],39.87446559997625,None,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
6.0,9.0,2.0,6.0,0,0,0,0,0,6,6,6,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.204838200006634],40.27444559999276,None,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
6.0,9.0,2.0,6.0,0,0,0,0,0,6,6,6,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.4882225000183098],40.5077741999994,None,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
6.0,9.0,2.0,6.0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
7.0,2.0,3.0,0.0,0,0,0,0,0,7,7,7,0,0,0,0,,,,,,,,,,,,,0.005875859991647303,None,0.4784216599946376,None,0.9655045600084122,None,['return'],[0.2577302999852691],42.474174099974334,None,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
7.0,2.0,3.0,0.0,0,0,0,0,0,7,7,7,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.20459629999822937],42.75736729998607,None,,,,,,,1,001,2021_Oct_20_0921,eeg_contingent_digits,2021.2.3,60.00729688697741,
