TrialID,NFB_digit1,NFB_digit2,NFB_digit3,Speaker_trial,Degrad_trial,Triggered_trial,Jitter_trial,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,calibration_block.thisRepN,calibration_block.thisTrialN,calibration_block.thisN,calibration_block.thisIndex,exp_trials.thisRepN,exp_trials.thisTrialN,exp_trials.thisN,exp_trials.thisIndex,response_exp.thisRepN,response_exp.thisTrialN,response_exp.thisN,response_exp.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,Begin.started,Begin.stopped,Fixation.started,Fixation.stopped,text_6.started,text_6.stopped,text_2.started,text_2.stopped,text_7.started,text_7.stopped,text_8.started,text_8.stopped,sound_digit1.started,sound_digit1.stopped,sound_digit2.started,sound_digit2.stopped,sound_digit3.started,sound_digit3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Begin_3.started,Begin_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
4.0,2.0,9.0,8.0,49.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,0,4,4,4,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.17559080000501126],108.47462340001948,None,,,1,001,2021_Oct_25_1351,eeg_contingent_digits,2021.2.3,59.94316188678202,
4.0,2.0,9.0,8.0,49.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,0,4,4,4,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.16934179997770116],108.67444100003922,None,,,1,001,2021_Oct_25_1351,eeg_contingent_digits,2021.2.3,59.94316188678202,
4.0,2.0,9.0,8.0,49.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_25_1351,eeg_contingent_digits,2021.2.3,59.94316188678202,
5.0,1.0,0.0,8.0,21.0,0.0,0.0,-2.69959105611959,,,,,,,,,,,,,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,108.8853232000256,None,108.8853232000256,None,108.8853232000256,None,108.8853232000256,None,108.8853232000256,None,0.006035200029145926,None,0.4932579000014812,None,0.9762224000296555,None,['return'],[0.345244099968113],120.29017630004091,None,,,1,001,2021_Oct_25_1351,eeg_contingent_digits,2021.2.3,59.94316188678202,
5.0,1.0,0.0,8.0,21.0,0.0,0.0,-2.69959105611959,,,,,,,,,,,,,,,,,0,5,5,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.19992280000587925],120.65659810003126,None,,,1,001,2021_Oct_25_1351,eeg_contingent_digits,2021.2.3,59.94316188678202,
5.0,1.0,0.0,8.0,21.0,0.0,0.0,-2.69959105611959,,,,,,,,,,,,,,,,,0,5,5,5,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.16730030003236607],120.87345030001597,None,,,1,001,2021_Oct_25_1351,eeg_contingent_digits,2021.2.3,59.94316188678202,
5.0,1.0,0.0,8.0,21.0,0.0,0.0,-2.69959105611959,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_25_1351,eeg_contingent_digits,2021.2.3,59.94316188678202,
6.0,6.0,5.0,0.0,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,121.07243310002377,None,121.07243310002377,None,121.07243310002377,None,121.07243310002377,None,121.07243310002377,None,0.002074299962259829,None,0.4708520999411121,None,0.9544294999213889,None,['return'],[0.4914602999924682],132.65715199999977,None,,,1,001,2021_Oct_25_1351,eeg_contingent_digits,2021.2.3,59.94316188678202,
6.0,6.0,5.0,0.0,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,0,6,6,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.18798449996393174],133.17258369998308,None,,,1,001,2021_Oct_25_1351,eeg_contingent_digits,2021.2.3,59.94316188678202,
6.0,6.0,5.0,0.0,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,0,6,6,6,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.16885710001224652],133.3890279000043,None,,,1,001,2021_Oct_25_1351,eeg_contingent_digits,2021.2.3,59.94316188678202,
6.0,6.0,5.0,0.0,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_25_1351,eeg_contingent_digits,2021.2.3,59.94316188678202,
7.0,1.0,6.0,2.0,21.0,1.0,0.0,-45.12188682060038,,,,,,,,,,,,,,,,,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,133.60784210002748,None,133.60784210002748,None,133.60784210002748,None,133.60784210002748,None,133.60784210002748,None,0.01406125008361414,None,0.4853948500822298,None,0.9689236500998959,None,['return'],[0.3400649999966845],148.02449380001053,None,,,1,001,2021_Oct_25_1351,eeg_contingent_digits,2021.2.3,59.94316188678202,
