TrialID,NFB_digit1,NFB_digit2,NFB_digit3,Speaker_trial,TrialID_ME,NFB_digit1_ME,NFB_digit2_ME,NFB_digit3_ME,Speaker_trial_ME,NV_trial_ME,Triggered_trial_ME,Jitter_trial_ME,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,ME_trials.thisRepN,ME_trials.thisTrialN,ME_trials.thisN,ME_trials.thisIndex,response_ME.thisRepN,response_ME.thisTrialN,response_ME.thisN,response_ME.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,response_practice_resp.keys,response_practice_resp.rt,response_practice_resp.started,response_practice_resp.stopped,text_practice_repeat.started,text_practice_repeat.stopped,text_4.started,text_4.stopped,Fixation_ME.started,Fixation_ME.stopped,sound_digit_1_ME.started,sound_digit_1_ME.stopped,sound_digit_2_ME.started,sound_digit_2_ME.stopped,sound_digit_3_ME.started,sound_digit_3_ME.stopped,text_2.started,text_2.stopped,key_resp_ME.keys,key_resp_ME.rt,key_resp_ME.started,key_resp_ME.stopped,disp_answer_ME.started,disp_answer_ME.stopped,text_7.started,text_7.stopped,text_5.started,text_5.stopped,text_next_block_ME.started,text_next_block_ME.stopped,response_nextblock_ME.keys,response_nextblock_ME.started,response_nextblock_ME.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.0033919099951162934,None,0.4926948100037407,None,0.9766203099861741,None,['return'],[0.47941820000414737],29.338157600024715,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1049,eeg_contingent_digits,2021.2.3,60.09684004734183,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,['return'],[0.6315573000174481],29.853562700009206,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1049,eeg_contingent_digits,2021.2.3,60.09684004734183,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,['return'],[0.38701430000946857],30.5201553000079,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1049,eeg_contingent_digits,2021.2.3,60.09684004734183,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1049,eeg_contingent_digits,2021.2.3,60.09684004734183,
,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,30.952817500015954,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1049,eeg_contingent_digits,2021.2.3,60.09684004734183,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,31.61990080002579,None,34.73517050000373,None,0.007566309999674559,None,0.47053471000981517,None,0.9538962100050412,None,36.09492690002662,37.10178990001441,"['1', 'return']","[0.8930022999993525, 1.154629600001499]",37.54218420002144,None,37.54218420002144,None,37.54218420002144,38.55180620000465,,,,,,,,1,001,2021_Nov_15_1049,eeg_contingent_digits,2021.2.3,60.09684004734183,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"['2', 'return']","[0.2767015999997966, 0.6286825000133831]",38.740293100010604,None,38.740293100010604,None,38.740293100010604,None,,,,,,,,1,001,2021_Nov_15_1049,eeg_contingent_digits,2021.2.3,60.09684004734183,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,"['0', 'return']","[0.8970277000044007, 1.0518335000087973]",39.406084800022654,None,39.406084800022654,None,39.406084800022654,40.41833960000076,,,,,,,,1,001,2021_Nov_15_1049,eeg_contingent_digits,2021.2.3,60.09684004734183,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5063525000005,None,None,None,None,None,None,1,001,2021_Nov_15_1049,eeg_contingent_digits,2021.2.3,60.09684004734183,
,,,,,1.0,0.0,8.0,3.0,49.0,1.0,0.0,1.0,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,43.51796450000256,None,0.004379040008643642,None,0.4710601400292944,None,0.9541620400268584,None,45.624600800016196,46.63435190002201,"['0', 'return']","[1.911441600008402, 2.1169003999966662]",47.074326600006316,None,47.074326600006316,None,47.074326600006316,48.08444450001116,,,,,,,,1,001,2021_Nov_15_1049,eeg_contingent_digits,2021.2.3,60.09684004734183,
