TrialID,NFB_digit1,NFB_digit2,NFB_digit3,Speaker_trial,TrialID_ME,NFB_digit1_ME,NFB_digit2_ME,NFB_digit3_ME,Speaker_trial_ME,NV_trial_ME,Triggered_trial_ME,Jitter_trial_ME,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,ME_trials.thisRepN,ME_trials.thisTrialN,ME_trials.thisN,ME_trials.thisIndex,response_ME.thisRepN,response_ME.thisTrialN,response_ME.thisN,response_ME.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,response_practice_resp.keys,response_practice_resp.rt,response_practice_resp.started,response_practice_resp.stopped,text_practice_repeat.started,text_practice_repeat.stopped,text_4.started,text_4.stopped,Fixation_ME.started,Fixation_ME.stopped,sound_digit_1_ME.started,sound_digit_1_ME.stopped,sound_digit_2_ME.started,sound_digit_2_ME.stopped,sound_digit_3_ME.started,sound_digit_3_ME.stopped,text_2.started,text_2.stopped,key_resp_ME.keys,key_resp_ME.rt,key_resp_ME.started,key_resp_ME.stopped,disp_answer_ME.started,disp_answer_ME.stopped,text_7.started,text_7.stopped,text_5.started,text_5.stopped,text_next_block_ME.started,text_next_block_ME.stopped,response_nextblock_ME.keys,response_nextblock_ME.started,response_nextblock_ME.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.0030035399831831455,None,0.4715671399899293,None,0.9741861399961635,None,['return'],[0.4261067999759689],18.87480869999854,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1059,eeg_contingent_digits,2021.2.3,60.00074401139849,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,['return'],[4.051665499981027],20.643135399994208,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1059,eeg_contingent_digits,2021.2.3,60.00074401139849,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,['return'],[0.37813999998616055],24.74396490000072,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1059,eeg_contingent_digits,2021.2.3,60.00074401139849,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1059,eeg_contingent_digits,2021.2.3,60.00074401139849,
,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.158951999997953,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1059,eeg_contingent_digits,2021.2.3,60.00074401139849,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,25.407635100011248,None,32.83798839998781,None,0.0003652599989436567,None,0.47696436001569964,None,0.9604343599930871,None,34.253237900004024,35.25641810000525,"['1', 'return']","[0.25194770001689903, 0.6126210000074934]",35.71926529999473,None,35.71926529999473,None,35.71926529999473,None,,,,,,,,1,001,2021_Nov_15_1059,eeg_contingent_digits,2021.2.3,60.00074401139849,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"['2', 'return']","[0.9576356000034139, 1.1663563000038266]",36.3772873999842,None,36.3772873999842,None,36.3772873999842,37.38970870000776,,,,,,,,1,001,2021_Nov_15_1059,eeg_contingent_digits,2021.2.3,60.00074401139849,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,"['0', 'return']","[0.7011457000044174, 0.832778399984818]",37.59254990000045,None,37.59254990000045,None,37.59254990000045,None,,,,,,,,1,001,2021_Nov_15_1059,eeg_contingent_digits,2021.2.3,60.00074401139849,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.47597709999536,None,None,None,None,None,None,1,001,2021_Nov_15_1059,eeg_contingent_digits,2021.2.3,60.00074401139849,
,,,,,1.0,0.0,8.0,3.0,49.0,1.0,0.0,1.0,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,41.489356400008546,None,0.007431259989971295,None,0.481674259994179,None,0.9608648599823937,None,43.59222210000735,44.605482599989045,"['0', 'return']","[0.5595318999839947, 1.1084206999803428]",45.04153290000977,None,45.04153290000977,None,45.04153290000977,46.05559189998894,,,,,,,,1,001,2021_Nov_15_1059,eeg_contingent_digits,2021.2.3,60.00074401139849,
,,,,,1.0,0.0,8.0,3.0,49.0,1.0,0.0,1.0,,,,,,,,,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"['8', 'return']","[1.185272700007772, 1.4120132999960333]",46.19212459999835,None,46.19212459999835,None,46.19212459999835,47.205515899986494,,,,,,,,1,001,2021_Nov_15_1059,eeg_contingent_digits,2021.2.3,60.00074401139849,
,,,,,1.0,0.0,8.0,3.0,49.0,1.0,0.0,1.0,,,,,,,,,,,,,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,"['3', 'return']","[0.8599835000059102, 1.0731479999958538]",47.64085970001179,None,47.64085970001179,None,47.64085970001179,48.65570070000831,,,,,,,,1,001,2021_Nov_15_1059,eeg_contingent_digits,2021.2.3,60.00074401139849,
,,,,,1.0,0.0,8.0,3.0,49.0,1.0,0.0,1.0,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.75516189998598,None,None,None,None,None,None,1,001,2021_Nov_15_1059,eeg_contingent_digits,2021.2.3,60.00074401139849,
,,,,,2.0,4.0,9.0,2.0,7.0,1.0,1.0,0.0,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,51.75500080001075,None,0.005017460003728047,None,0.4797432599880267,None,0.9463500599958934,None,53.837229199998546,54.83800600000541,"['3', 'return']","[1.2118252999789547, 1.7151376999972854]",55.283959599997615,None,55.283959599997615,None,55.283959599997615,56.28833839998697,,,,,,,,1,001,2021_Nov_15_1059,eeg_contingent_digits,2021.2.3,60.00074401139849,
,,,,,2.0,4.0,9.0,2.0,7.0,1.0,1.0,0.0,,,,,,,,,,,,,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"['3', 'return']","[0.3105452999880072, 0.5475077999872155]",57.04128129998571,None,57.04128129998571,None,57.04128129998571,None,,,,,,,,1,001,2021_Nov_15_1059,eeg_contingent_digits,2021.2.3,60.00074401139849,
,,,,,2.0,4.0,9.0,2.0,7.0,1.0,1.0,0.0,,,,,,,,,,,,,0,2,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,"['3', 'return']","[0.3872449000191409, 0.5559906999988016]",57.62350359998527,None,57.62350359998527,None,57.62350359998527,None,,,,,,,,1,001,2021_Nov_15_1059,eeg_contingent_digits,2021.2.3,60.00074401139849,
,,,,,2.0,4.0,9.0,2.0,7.0,1.0,1.0,0.0,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.221614599984605,None,None,None,None,None,None,1,001,2021_Nov_15_1059,eeg_contingent_digits,2021.2.3,60.00074401139849,
,,,,,3.0,6.0,2.0,9.0,33.0,1.0,0.0,-0.0,,,,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,61.22142049999093,None,0.012747899978421628,None,0.4787778999598231,None,0.9619520999549422,None,63.31124819998513,64.32101159999729,"['7', 'return']","[7.661736899986863, 8.333743800001685]",64.75427909998689,None,64.75427909998689,None,64.75427909998689,65.75417559998459,,,,,,,,1,001,2021_Nov_15_1059,eeg_contingent_digits,2021.2.3,60.00074401139849,
,,,,,3.0,6.0,2.0,9.0,33.0,1.0,0.0,-0.0,,,,,,,,,,,,,0,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"['6', 'return']","[0.16056039999239147, 0.4833957999944687]",73.12448420000146,None,73.12448420000146,None,73.12448420000146,None,,,,,,,,1,001,2021_Nov_15_1059,eeg_contingent_digits,2021.2.3,60.00074401139849,
,,,,,3.0,6.0,2.0,9.0,33.0,1.0,0.0,-0.0,,,,,,,,,,,,,0,3,3,3,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,"['6', 'return']","[0.49175909999758005, 0.6762566999823321]",73.66904380000778,None,73.66904380000778,None,73.66904380000778,None,,,,,,,,1,001,2021_Nov_15_1059,eeg_contingent_digits,2021.2.3,60.00074401139849,
