TrialID,NFB_digit1,NFB_digit2,NFB_digit3,Speaker_trial,TrialID_ME,NFB_digit1_ME,NFB_digit2_ME,NFB_digit3_ME,Speaker_trial_ME,NV_trial_ME,Triggered_trial_ME,Jitter_trial_ME,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,ME_trials.thisRepN,ME_trials.thisTrialN,ME_trials.thisN,ME_trials.thisIndex,response_ME.thisRepN,response_ME.thisTrialN,response_ME.thisN,response_ME.thisIndex,exp_trials.thisRepN,exp_trials.thisTrialN,exp_trials.thisN,exp_trials.thisIndex,NV_trial,Triggered_trial,Jitter_trial,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,response_practice_resp.keys,response_practice_resp.rt,response_practice_resp.started,response_practice_resp.stopped,text_practice_repeat.started,text_practice_repeat.stopped,text_4.started,text_4.stopped,Fixation_ME.started,Fixation_ME.stopped,sound_digit_1_ME.started,sound_digit_1_ME.stopped,sound_digit_2_ME.started,sound_digit_2_ME.stopped,sound_digit_3_ME.started,sound_digit_3_ME.stopped,text_2.started,text_2.stopped,key_resp_ME.keys,key_resp_ME.rt,key_resp_ME.started,key_resp_ME.stopped,disp_answer_ME.started,disp_answer_ME.stopped,text_7.started,text_7.stopped,text_5.started,text_5.stopped,text_8.started,text_8.stopped,text_next_block_ME.started,text_next_block_ME.stopped,response_nextblock_ME.keys,response_nextblock_ME.started,response_nextblock_ME.stopped,response_nextblock_ME.rt,text_break.started,text_break.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.010246500023640692,None,0.4859645999968052,None,0.9712532000266947,None,['return'],[0.43293110001832247],21.26802309998311,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1642,eeg_contingent_digits,2021.2.3,60.00052799469688,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,['return'],[0.1759650000021793],21.749890999984927,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1642,eeg_contingent_digits,2021.2.3,60.00052799469688,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,['return'],[0.20058219996280968],21.967148899973836,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1642,eeg_contingent_digits,2021.2.3,60.00052799469688,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1642,eeg_contingent_digits,2021.2.3,60.00052799469688,
,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.210359500022605,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1642,eeg_contingent_digits,2021.2.3,60.00052799469688,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,23.094197799975518,None,24.805582400003914,None,0.002009600051678717,None,0.46714270004304126,None,0.9503993000253104,None,26.21777839999413,27.22621789999539,"['1', 'return']","[0.1818648999906145, 0.3048539999872446]",27.67129249998834,None,27.67129249998834,None,27.67129249998834,None,,,,,,,,,,,,,1,001,2021_Nov_15_1642,eeg_contingent_digits,2021.2.3,60.00052799469688,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['2', 'return']","[0.031304200005251914, 0.19940520002273843]",28.013575899996795,None,28.013575899996795,None,28.013575899996795,None,,,,,,,,,,,,,1,001,2021_Nov_15_1642,eeg_contingent_digits,2021.2.3,60.00052799469688,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['0', 'return']","[0.18857469997601584, 0.32352229999378324]",28.262350599979982,None,28.262350599979982,None,28.262350599979982,None,,,,,,,,,,,,,1,001,2021_Nov_15_1642,eeg_contingent_digits,2021.2.3,60.00052799469688,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.642509799974505,None,28.642509799974505,None,None,None,None,None,None,,,,1,001,2021_Nov_15_1642,eeg_contingent_digits,2021.2.3,60.00052799469688,
,,,,,1.0,0.0,8.0,3.0,49.0,1.0,0.0,1.0,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,30.642839499982074,None,0.004144400067161769,None,0.4651963000651449,None,0.969832300033886,None,32.7381832000101,33.74218559998553,"['0', 'return']","[0.17290930001763627, 0.30388199997833]",34.188243700016756,None,34.188243700016756,None,34.188243700016756,None,,,,,,,,,,,,,1,001,2021_Nov_15_1642,eeg_contingent_digits,2021.2.3,60.00052799469688,
