TrialID,NFB_digit1,NFB_digit2,NFB_digit3,Speaker_trial,TrialID_ME,NFB_digit1_ME,NFB_digit2_ME,NFB_digit3_ME,Speaker_trial_ME,NV_trial_ME,Triggered_trial_ME,Jitter_trial_ME,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,ME_trials.thisRepN,ME_trials.thisTrialN,ME_trials.thisN,ME_trials.thisIndex,response_ME.thisRepN,response_ME.thisTrialN,response_ME.thisN,response_ME.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,response_practice_resp.keys,response_practice_resp.rt,response_practice_resp.started,response_practice_resp.stopped,text_practice_repeat.started,text_practice_repeat.stopped,text_4.started,text_4.stopped,Fixation_ME.started,Fixation_ME.stopped,sound_digit_1_ME.started,sound_digit_1_ME.stopped,sound_digit_2_ME.started,sound_digit_2_ME.stopped,sound_digit_3_ME.started,sound_digit_3_ME.stopped,text_2.started,text_2.stopped,key_resp_ME.keys,key_resp_ME.rt,key_resp_ME.started,key_resp_ME.stopped,disp_answer_ME.started,disp_answer_ME.stopped,text_7.started,text_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.0024106999626383185,None,0.47006949997739866,None,0.9567167999921367,None,['return'],[0.49513129994738847],28.757137799984775,None,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1626,eeg_contingent_digits,2021.2.3,60.0093854834671,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,['return'],[0.1611274000024423],29.291897499992047,None,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1626,eeg_contingent_digits,2021.2.3,60.0093854834671,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,['return'],[0.16752279998036101],29.49070570000913,None,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1626,eeg_contingent_digits,2021.2.3,60.0093854834671,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1626,eeg_contingent_digits,2021.2.3,60.0093854834671,
,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,29.690624599985313,None,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1626,eeg_contingent_digits,2021.2.3,60.0093854834671,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,30.47458949999418,None,32.17400699999416,None,0.0010665999725461006,None,0.47443569998722523,None,0.9576800999930128,None,33.590444799978286,34.59003239998128,"['1', 'return']","[0.7526257000281475, 0.871662000019569]",35.04439970001113,None,35.04439970001113,None,35.04439970001113,None,1,001,2021_Nov_15_1626,eeg_contingent_digits,2021.2.3,60.0093854834671,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"['2', 'return']","[0.056805400003213435, 0.25652609998360276]",35.96224139997503,None,35.96224139997503,None,35.96224139997503,None,1,001,2021_Nov_15_1626,eeg_contingent_digits,2021.2.3,60.0093854834671,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,"['0', 'return']","[0.3516739999759011, 0.4654308999888599]",36.26143239997327,None,36.26143239997327,None,36.26143239997327,None,1,001,2021_Nov_15_1626,eeg_contingent_digits,2021.2.3,60.0093854834671,
