TrialID,NFB_digit1,NFB_digit2,NFB_digit3,Speaker_trial,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,ME_trials.thisRepN,ME_trials.thisTrialN,ME_trials.thisN,ME_trials.thisIndex,TrialID_ME,NFB_digit1_ME,NFB_digit2_ME,NFB_digit3_ME,Speaker_trial_ME,NV_trial_ME,Triggered_trial_ME,Jitter_trial_ME,response_ME.thisRepN,response_ME.thisTrialN,response_ME.thisN,response_ME.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,response_practice_resp.keys,response_practice_resp.rt,response_practice_resp.started,response_practice_resp.stopped,text_practice_repeat.started,text_practice_repeat.stopped,text_4.started,text_4.stopped,Fixation_ME.started,Fixation_ME.stopped,sound_digit_1_ME.started,sound_digit_1_ME.stopped,sound_digit_2_ME.started,sound_digit_2_ME.stopped,sound_digit_3_ME.started,sound_digit_3_ME.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.0,6.0,2.0,4.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.002315869991434738,None,0.4700810699723661,None,0.9534194699954242,None,['return'],[0.4667223999858834],21.22201739999582,None,,,,,,,,,,,,,,,1,001,2021_Nov_15_1053,eeg_contingent_digits,2021.2.3,59.95070852550692,
0.0,6.0,2.0,4.0,33.0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.4408901999995578],21.722555199987255,None,,,,,,,,,,,,,,,1,001,2021_Nov_15_1053,eeg_contingent_digits,2021.2.3,59.95070852550692,
0.0,6.0,2.0,4.0,33.0,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.6347976000106428],22.20499899997958,None,,,,,,,,,,,,,,,1,001,2021_Nov_15_1053,eeg_contingent_digits,2021.2.3,59.95070852550692,
0.0,6.0,2.0,4.0,33.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1053,eeg_contingent_digits,2021.2.3,59.95070852550692,
,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.88796100000036,None,,,,,,,,,,,,,1,001,2021_Nov_15_1053,eeg_contingent_digits,2021.2.3,59.95070852550692,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.688408999994863,None,26.88135469998815,None,0.015089649998117238,None,0.49471025000093505,None,0.9779630500124767,None,28.29772969998885,29.30663249999634,,,,,,,
