practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,TrialID,NFB_digit1,NFB_digit2,NFB_digit3,Speaker_trial,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,0.014639980000083597,None,0.4958538799996859,None,0.9790341799998714,None,,,,,,,
