TrialID,NFB_digit1,NFB_digit2,NFB_digit3,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,calibration_block.thisRepN,calibration_block.thisTrialN,calibration_block.thisN,calibration_block.thisIndex,experimental_block.thisRepN,experimental_block.thisTrialN,experimental_block.thisN,experimental_block.thisIndex,exp_trials.thisRepN,exp_trials.thisTrialN,exp_trials.thisN,exp_trials.thisIndex,response_exp.thisRepN,response_exp.thisTrialN,response_exp.thisN,response_exp.thisIndex,control_block.thisRepN,control_block.thisTrialN,control_block.thisN,control_block.thisIndex,ctrl_trials.thisRepN,ctrl_trials.thisTrialN,ctrl_trials.thisN,ctrl_trials.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,Begin.started,Begin.stopped,Fixation.started,Fixation.stopped,sound_digit1.started,sound_digit1.stopped,sound_digit2.started,sound_digit2.stopped,sound_digit3.started,sound_digit3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Begin_3.started,Begin_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.0,6.0,8.0,1.0,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.08015389999491,None,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
6.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,106.3119571999996,None,0.0034446299978299066,None,0.4734733299992513,None,0.9567399299994577,None,['return'],[0.9670834999997169],109.75550829999702,None,,,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
6.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.3164440000036848],110.75794999999925,None,,,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
6.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.26794089999748394],111.1055481000003,None,,,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
6.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
7.0,1.0,3.0,8.0,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,111.40860129999783,None,0.0006509300001198426,None,0.4848028299966245,None,0.9512950299977092,None,['return'],[0.538200399998459],114.86643469999399,None,,,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
7.0,1.0,3.0,8.0,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.2857480000020587],115.42173270000058,None,,,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
7.0,1.0,3.0,8.0,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.21501160000480013],115.73841959999845,None,,,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
7.0,1.0,3.0,8.0,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
8.0,0.0,6.0,4.0,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,115.9716971999951,None,0.01350912999623688,None,0.47668582999904174,None,0.9602115300003788,None,None,,119.40457632999605,None,,,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
8.0,0.0,6.0,4.0,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.6828506000019843],119.40490119999595,None,,,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
8.0,0.0,6.0,4.0,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.23931599999923492],120.12147849999747,None,,,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
8.0,0.0,6.0,4.0,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
9.0,8.0,5.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,120.39079249999486,None,0.012960830004885793,None,0.49238973000319675,None,0.978706730005797,None,None,,123.83764592999941,None,,,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
9.0,8.0,5.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.3997202000027755],123.83788449999702,None,,,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
9.0,8.0,5.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.1896850000048289],124.27098149999802,None,,,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
9.0,8.0,5.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
10.0,6.0,8.0,5.0,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,124.49385029999394,None,0.002145429993106518,None,0.4877492299929145,None,0.9542825299940887,None,None,,127.93729902999766,None,,,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
10.0,6.0,8.0,5.0,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.5586016999950516],127.93795839999802,None,,,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
10.0,6.0,8.0,5.0,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.18673950000084005],128.52083769999444,None,,,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
10.0,6.0,8.0,5.0,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
11.0,3.0,0.0,2.0,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,128.74283169999399,None,8.96299970918335e-05,None,0.4835471299957135,None,0.9701051299998653,None,None,,132.18698792999348,None,,,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
11.0,3.0,0.0,2.0,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.48435739999695215],132.19034039999678,None,,,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
11.0,3.0,0.0,2.0,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.20164400000066962],132.70383229999425,None,,,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
11.0,3.0,0.0,2.0,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.9664663999938,None,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1258,eeg_contingent_digits,2021.2.3,59.97846773021423,
