seq,id,block,videoFile,condition,video,speaker,callSign,colour,number,exp.thisRepN,exp.thisTrialN,exp.thisN,exp.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,firstHalf.thisRepN,firstHalf.thisTrialN,firstHalf.thisN,firstHalf.thisIndex,secondHalf.thisRepN,secondHalf.thisTrialN,secondHalf.thisN,secondHalf.thisIndex,blocksB.thisRepN,blocksB.thisTrialN,blocksB.thisN,blocksB.thisIndex,mouseClickOnCall.x,mouseClickOnCall.y,mouseClickOnCall.leftButton,mouseClickOnCall.midButton,mouseClickOnCall.rightButton,mouseClickOnCall.time,mouseClickOnCall.clicked_name,mouseClickOnColour.x,mouseClickOnColour.y,mouseClickOnColour.leftButton,mouseClickOnColour.midButton,mouseClickOnColour.rightButton,mouseClickOnColour.time,mouseClickOnColour.clicked_name,mouseClickOnNumber.x,mouseClickOnNumber.y,mouseClickOnNumber.leftButton,mouseClickOnNumber.midButton,mouseClickOnNumber.rightButton,mouseClickOnNumber.time,mouseClickOnNumber.clicked_name,callSignCorrect,colourCorrect,numberCorrect,participant,order,date,expName,psychopyVersion,frameRate,
2,1,flow/blocks/NVocInAudio_GlobalThetaInVideo_B.csv,video/Experiment/zh_sp07_Ti_We_3_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp07,Ti,We,3,,,,,,,,,,,,,0,0,0,0,0,10,10,14,-0.3638888888888889,-0.1037037037037037,1,0,0,4.964763300000413,call3,0.04861111111111111,-0.3509259259259259,1,0,0,5.7498432000011235,colour4,0.4166666666666667,-0.13703703703703704,1,0,0,6.430712200000926,number3,True,True,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
2,1,flow/blocks/NVocInAudio_GlobalThetaInVideo_B.csv,video/Experiment/zh_sp07_Ti_Gr_2_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp07,Ti,Gr,2,,,,,,,,,,,,,0,0,0,0,0,11,11,5,-0.4166666666666667,-0.11898148148148148,1,0,0,4.673996100000295,call3,0.018055555555555554,0.09351851851851851,1,0,0,5.3709505000006175,colour2,0.4597222222222222,0.0962962962962963,1,0,0,5.809138399999938,number2,True,True,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
2,1,flow/blocks/NVocInAudio_GlobalThetaInVideo_B.csv,video/Experiment/zh_sp01_Ti_Ro_1_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp01,Ti,Ro,1,,,,,,,,,,,,,0,0,0,0,0,12,12,8,-0.3541666666666667,-0.11898148148148148,1,0,0,5.270769400000063,call3,-0.016666666666666666,-0.08703703703703704,1,0,0,5.666787199999817,colour3,0.44027777777777777,0.2810185185185185,1,0,0,6.2715090999990935,number1,True,True,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
2,1,flow/blocks/NVocInAudio_GlobalThetaInVideo_B.csv,video/Experiment/zh_sp01_Ti_Ge_1_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp01,Ti,Ge,1,,,,,,,,,,,,,0,0,0,0,0,13,13,0,-0.41388888888888886,-0.1037037037037037,1,0,0,6.574537899999996,call3,0.05694444444444444,0.32407407407407407,1,0,0,7.563465700000961,colour1,0.4666666666666667,0.32546296296296295,1,0,0,8.011597200000324,number1,True,True,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
2,1,flow/blocks/NVocInAudio_GlobalThetaInVideo_B.csv,video/Experiment/zh_sp07_Ti_Gr_3_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp07,Ti,Gr,3,,,,,,,,,,,,,0,0,0,0,0,14,14,6,-0.38055555555555554,-0.11203703703703703,1,0,0,5.017013399999996,call3,0.08611111111111111,0.10740740740740741,1,0,0,5.8919002000002365,colour2,0.4388888888888889,-0.1162037037037037,1,0,0,6.652578200000789,number3,True,True,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
2,1,flow/blocks/NVocInAudio_GlobalThetaInVideo_B.csv,video/Experiment/zh_sp07_Ti_Ge_4_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp07,Ti,Ge,4,,,,,,,,,,,,,0,0,0,0,0,15,15,3,-0.3888888888888889,-0.09398148148148149,1,0,0,4.544781799999328,call3,0.011111111111111112,0.38796296296296295,1,0,0,5.301412200000414,colour1,0.46805555555555556,-0.13425925925925927,1,0,0,5.970558199998777,number3,True,True,False,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
2,1,flow/blocks/NVocInAudio_GlobalThetaInVideo_B.csv,video/Experiment/zh_sp01_Un_We_1_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp01,Un,We,1,,,,,,,,,,,,,0,0,0,0,0,16,16,28,-0.425,-0.3384259259259259,1,0,0,5.197599799999807,call4,0.019444444444444445,-0.29814814814814816,1,0,0,5.737660499999038,colour4,0.3875,0.25601851851851853,1,0,0,6.408760799999072,number1,True,True,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
2,1,flow/blocks/NVocInAudio_GlobalThetaInVideo_B.csv,video/Experiment/zh_sp07_Un_Ge_1_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp07,Un,Ge,1,,,,,,,,,,,,,0,0,0,0,0,17,17,16,-0.40694444444444444,-0.3162037037037037,1,0,0,5.890375400000266,call4,-0.013888888888888888,0.38935185185185184,1,0,0,6.865029000000504,colour1,0.39166666666666666,0.29768518518518516,1,0,0,7.270981000001484,number1,True,True,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
2,1,flow/blocks/NVocInAudio_GlobalThetaInVideo_B.csv,video/Experiment/zh_sp07_Un_Ge_2_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp07,Un,Ge,2,,,,,,,,,,,,,0,0,0,0,0,18,18,17,-0.3888888888888889,-0.32037037037037036,1,0,0,4.631940699999177,call4,0.04583333333333333,0.33101851851851855,1,0,0,5.437173899999834,colour1,0.4152777777777778,0.07268518518518519,1,0,0,5.918386700001065,number2,True,True,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
2,1,flow/blocks/NVocInAudio_GlobalThetaInVideo_B.csv,video/Experiment/zh_sp07_Ti_Ge_3_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp07,Ti,Ge,3,,,,,,,,,,,,,0,0,0,0,0,19,19,2,-0.38472222222222224,-0.15092592592592594,1,0,0,4.640092099998583,call3,0.020833333333333332,0.3851851851851852,1,0,0,5.223181899998963,colour1,0.4111111111111111,-0.13425925925925927,1,0,0,5.824727100000018,number3,True,True,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
2,1,flow/blocks/NVocInAudio_GlobalThetaInVideo_B.csv,video/Experiment/zh_sp01_Ti_Ge_2_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp01,Ti,Ge,2,,,,,,,,,,,,,0,0,0,0,0,20,20,1,-0.4222222222222222,-0.14675925925925926,1,0,0,5.510075500000312,call3,0.03611111111111111,0.362962962962963,1,0,0,6.062402200001088,colour1,0.43472222222222223,0.12129629629629629,1,0,0,6.5569230999990396,number2,True,True,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
2,1,flow/blocks/NVocInAudio_GlobalThetaInVideo_B.csv,video/Experiment/zh_sp07_Un_Gr_3_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp07,Un,Gr,3,,,,,,,,,,,,,0,0,0,0,0,21,21,22,-0.4152777777777778,-0.11064814814814815,1,0,0,4.677254000000175,call3,-0.044444444444444446,0.14074074074074075,1,0,0,5.0522191999989445,colour2,0.5055555555555555,-0.2300925925925926,1,0,0,5.48827429999983,number3,False,True,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
2,1,flow/blocks/NVocInAudio_GlobalThetaInVideo_B.csv,video/Experiment/zh_sp01_Un_We_4_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp01,Un,We,4,,,,,,,,,,,,,0,0,0,0,0,22,22,31,-0.35694444444444445,-0.08981481481481482,1,0,0,9.989460099999633,call3,0.03888888888888889,-0.31342592592592594,1,0,0,10.457278199999564,colour4,0.4625,-0.4050925925925926,1,0,0,11.011949699999604,number4,False,True,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
2,1,flow/blocks/NVocInAudio_GlobalThetaInVideo_B.csv,video/Experiment/zh_sp07_Ti_We_4_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp07,Ti,We,4,,,,,,,,,,,,,0,0,0,0,0,23,23,15,-0.4152777777777778,-0.13703703703703704,1,0,0,4.858638899999278,call3,0.06388888888888888,-0.32037037037037036,1,0,0,5.609012099999745,colour4,0.43472222222222223,-0.38842592592592595,1,0,0,6.207167099999424,number4,True,True,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
2,1,flow/blocks/NVocInAudio_GlobalThetaInVideo_B.csv,video/Experiment/zh_sp01_Ti_Gr_1_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp01,Ti,Gr,1,,,,,,,,,,,,,0,0,0,0,0,24,24,4,-0.3902777777777778,-0.13287037037037036,1,0,0,5.272687999999107,call3,0.005555555555555556,0.09212962962962963,1,0,0,6.1240156999992905,colour2,0.42916666666666664,0.2962962962962963,1,0,0,6.865455600000132,number1,True,True,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
2,1,flow/blocks/NVocInAudio_GlobalThetaInVideo_B.csv,video/Experiment/zh_sp07_Ti_We_1_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp07,Ti,We,1,,,,,,,,,,,,,0,0,0,0,0,25,25,12,-0.40555555555555556,-0.1259259259259259,1,0,0,4.298225000000457,call3,-0.018055555555555554,-0.34120370370370373,1,0,0,4.952029500000208,colour4,0.3416666666666667,0.19768518518518519,1,0,0,5.414314999999988,number1,True,True,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
2,1,flow/blocks/NVocInAudio_GlobalThetaInVideo_B.csv,video/Experiment/zh_sp01_Un_Gr_1_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp01,Un,Gr,1,,,,,,,,,,,,,0,0,0,0,0,26,26,20,-0.3861111111111111,-0.3509259259259259,1,0,0,6.0396866999999475,call4,0.043055555555555555,0.0699074074074074,1,0,0,7.271923100001004,colour2,0.46805555555555556,0.33240740740740743,1,0,0,7.686769300000378,number1,True,True,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
2,1,flow/blocks/NVocInAudio_GlobalThetaInVideo_B.csv,video/Experiment/zh_sp01_Un_Ro_2_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp01,Un,Ro,2,,,,,,,,,,,,,0,0,0,0,0,27,27,25,-0.4222222222222222,-0.37592592592592594,1,0,0,5.145773099999133,call4,-0.041666666666666664,-0.13287037037037036,1,0,0,5.8346384999986185,colour3,0.3541666666666667,0.0824074074074074,1,0,0,6.630933400001595,number2,True,True,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
2,1,flow/blocks/NVocInAudio_GlobalThetaInVideo_B.csv,video/Experiment/zh_sp07_Un_Gr_2_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp07,Un,Gr,2,,,,,,,,,,,,,0,0,0,0,0,28,28,21,-0.4388888888888889,-0.34120370370370373,1,0,0,5.359022599999662,call4,0.019444444444444445,0.3435185185185185,1,0,0,6.079496199999994,colour1,0.39444444444444443,0.07685185185185185,1,0,0,6.631313799998679,number2,True,False,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
2,1,flow/blocks/NVocInAudio_GlobalThetaInVideo_B.csv,video/Experiment/zh_sp01_Ti_We_2_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp01,Ti,We,2,,,,,,,,,,,,,0,0,0,0,0,29,29,13,-0.5083333333333333,0.350462962962963,1,0,0,13.186254799999006,,,,,,,,,,,,,,,,NO_ANSW,NO_ANSW,NO_ANSW,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
2,1,flow/blocks/NVocInAudio_GlobalThetaInVideo_B.csv,video/Experiment/zh_sp01_Un_Ro_4_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp01,Un,Ro,4,,,,,,,,,,,,,0,0,0,0,0,30,30,27,-0.3763888888888889,-0.10787037037037037,1,0,0,6.086455999999089,call3,0.059722222222222225,-0.04675925925925926,1,0,0,6.426704200001041,colour3,0.4361111111111111,-0.36064814814814816,1,0,0,7.1724549999999,number4,False,True,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
2,1,flow/blocks/NVocInAudio_GlobalThetaInVideo_B.csv,video/Experiment/zh_sp07_Ti_Gr_4_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp07,Ti,Gr,4,,,,,,,,,,,,,0,0,0,0,0,31,31,7,-0.3611111111111111,0.11296296296296296,1,0,0,5.543331599999874,call2,0.004166666666666667,0.10740740740740741,1,0,0,5.951208999998926,colour2,0.4513888888888889,-0.3398148148148148,1,0,0,6.692796499999531,number4,False,True,True,111,2,2019_Nov_08_1528,MA_Theta_Exp,3.0.7,60.16810969849727,
