TrialID,NFB_digit1,NFB_digit2,NFB_digit3,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,calibration_block.thisRepN,calibration_block.thisTrialN,calibration_block.thisN,calibration_block.thisIndex,experimental_block.thisRepN,experimental_block.thisTrialN,experimental_block.thisN,experimental_block.thisIndex,exp_trials.thisRepN,exp_trials.thisTrialN,exp_trials.thisN,exp_trials.thisIndex,response_exp.thisRepN,response_exp.thisTrialN,response_exp.thisN,response_exp.thisIndex,control_block.thisRepN,control_block.thisTrialN,control_block.thisN,control_block.thisIndex,ctrl_trials.thisRepN,ctrl_trials.thisTrialN,ctrl_trials.thisN,ctrl_trials.thisIndex,response_ctrl.thisRepN,response_ctrl.thisTrialN,response_ctrl.thisN,response_ctrl.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,Begin.started,Begin.stopped,Fixation.started,Fixation.stopped,sound_digit1.started,sound_digit1.stopped,sound_digit2.started,sound_digit2.stopped,sound_digit3.started,sound_digit3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Begin_3.started,Begin_3.stopped,Fixation_2.started,Fixation_2.stopped,sound_digit1_2.started,sound_digit1_2.stopped,sound_digit2_2.started,sound_digit2_2.stopped,sound_digit3_2.started,sound_digit3_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,Begin_4.started,Begin_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.0,4.0,2.0,9.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.92191500000627,None,102.56177100000059,None,0.013188770004489925,None,0.4966947700086166,None,0.9594989700053702,None,['return'],[0.5666799000027822],105.99343510000472,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1305,eeg_contingent_digits,2021.2.3,60.067167108107945,
0.0,4.0,2.0,9.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.1986620000025141],106.58627930000512,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1305,eeg_contingent_digits,2021.2.3,60.067167108107945,
0.0,4.0,2.0,9.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.15830690000439063],106.80274370000552,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1305,eeg_contingent_digits,2021.2.3,60.067167108107945,
0.0,4.0,2.0,9.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,1,001,2021_Oct_15_1305,eeg_contingent_digits,2021.2.3,60.067167108107945,
1.0,2.0,1.0,8.0,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.98790080000617,None,0.0017312700001639314,None,0.4865705699994578,None,0.953159169999708,None,['return'],[0.389658000000054],110.4422642999998,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1305,eeg_contingent_digits,2021.2.3,60.067167108107945,
1.0,2.0,1.0,8.0,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.1517399000003934],110.85244270000112,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1305,eeg_contingent_digits,2021.2.3,60.067167108107945,
1.0,2.0,1.0,8.0,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.13196910000260687],111.03603680000379,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1305,eeg_contingent_digits,2021.2.3,60.067167108107945,
1.0,2.0,1.0,8.0,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,1,001,2021_Oct_15_1305,eeg_contingent_digits,2021.2.3,60.067167108107945,
2.0,0.0,3.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.18629599999986,None,0.011387340004148427,None,0.48924994000117294,None,0.9558505400054855,None,['return'],[1.5450198000035016],114.63590770000155,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1305,eeg_contingent_digits,2021.2.3,60.067167108107945,
2.0,0.0,3.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.1587364000006346],116.20212739999988,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1305,eeg_contingent_digits,2021.2.3,60.067167108107945,
2.0,0.0,3.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.15133259999856818],116.38549620000413,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1305,eeg_contingent_digits,2021.2.3,60.067167108107945,
2.0,0.0,3.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,1,001,2021_Oct_15_1305,eeg_contingent_digits,2021.2.3,60.067167108107945,
