TrialID,NFB_digit1,NFB_digit2,NFB_digit3,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,calibration_block.thisRepN,calibration_block.thisTrialN,calibration_block.thisN,calibration_block.thisIndex,experimental_block.thisRepN,experimental_block.thisTrialN,experimental_block.thisN,experimental_block.thisIndex,exp_trials.thisRepN,exp_trials.thisTrialN,exp_trials.thisN,exp_trials.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,Begin.started,Begin.stopped,participant,session,date,expName,psychopyVersion,frameRate,
4.0,8.0,1.0,5.0,0,0,0,0,0,4,4,4,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.3480976999999257],34.73503419999906,None,,,,,,,1,001,2021_Oct_19_1639,eeg_contingent_digits,2021.2.3,60.00340819508855,
4.0,8.0,1.0,5.0,0,0,0,0,0,4,4,4,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.395951900005457],35.10122229999979,None,,,,,,,1,001,2021_Oct_19_1639,eeg_contingent_digits,2021.2.3,60.00340819508855,
4.0,8.0,1.0,5.0,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_19_1639,eeg_contingent_digits,2021.2.3,60.00340819508855,
5.0,4.0,1.0,0.0,0,0,0,0,0,5,5,5,0,0,0,0,,,,,,,,,,,,,0.004946939996443689,None,0.47598673999891616,None,0.9595483400044031,None,['return'],[1.8528967000020202],36.968081099999836,None,,,,,,,1,001,2021_Oct_19_1639,eeg_contingent_digits,2021.2.3,60.00340819508855,
5.0,4.0,1.0,0.0,0,0,0,0,0,5,5,5,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[1.2380756000056863],38.851142599989544,None,,,,,,,1,001,2021_Oct_19_1639,eeg_contingent_digits,2021.2.3,60.00340819508855,
5.0,4.0,1.0,0.0,0,0,0,0,0,5,5,5,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.5173855000030017],40.117939599993406,None,,,,,,,1,001,2021_Oct_19_1639,eeg_contingent_digits,2021.2.3,60.00340819508855,
5.0,4.0,1.0,0.0,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_19_1639,eeg_contingent_digits,2021.2.3,60.00340819508855,
6.0,9.0,2.0,6.0,0,0,0,0,0,6,6,6,0,0,0,0,,,,,,,,,,,,,0.0012638399930438027,None,0.46898963999410626,None,0.9522032399981981,None,['return'],[0.7068508999946062],42.12628830000176,None,,,,,,,1,001,2021_Oct_19_1639,eeg_contingent_digits,2021.2.3,60.00340819508855,
6.0,9.0,2.0,6.0,0,0,0,0,0,6,6,6,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.37518380000256],42.85101489999215,None,,,,,,,1,001,2021_Oct_19_1639,eeg_contingent_digits,2021.2.3,60.00340819508855,
6.0,9.0,2.0,6.0,0,0,0,0,0,6,6,6,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.3811163999926066],43.25100789999124,None,,,,,,,1,001,2021_Oct_19_1639,eeg_contingent_digits,2021.2.3,60.00340819508855,
