TrialID,NFB_digit1,NFB_digit2,NFB_digit3,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,calibration_block.thisRepN,calibration_block.thisTrialN,calibration_block.thisN,calibration_block.thisIndex,experimental_block.thisRepN,experimental_block.thisTrialN,experimental_block.thisN,experimental_block.thisIndex,exp_trials.thisRepN,exp_trials.thisTrialN,exp_trials.thisN,exp_trials.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,Begin.started,Begin.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.0,6.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.010657579987309873,None,0.4870437799836509,None,0.953704879997531,None,['return'],[0.6513675000169314],20.75824100000318,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
0.0,6.0,2.0,4.0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[1.3607133000041358],21.4325339999923,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
0.0,6.0,2.0,4.0,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.21614649999537505],22.815856799978064,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
0.0,6.0,2.0,4.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
1.0,1.0,9.0,3.0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0.005873889982467517,None,0.47808978997636586,None,0.9615802899934351,None,['return'],[0.4067868000129238],24.49036349999369,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
1.0,1.0,9.0,3.0,0,0,0,0,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.2532229000062216],24.9158710000047,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
1.0,1.0,9.0,3.0,0,0,0,0,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.24904970001080073],25.19895409999299,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
1.0,1.0,9.0,3.0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
2.0,8.0,0.0,1.0,0,0,0,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,0.00784398999530822,None,0.4658448899863288,None,0.965486389992293,None,['return'],[0.13758559999405406],26.917622499982826,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
2.0,8.0,0.0,1.0,0,0,0,0,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.2150678999896627],27.082371800002875,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
2.0,8.0,0.0,1.0,0,0,0,0,0,2,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,None,,27.315510399988852,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
2.0,8.0,0.0,1.0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
3.0,9.0,6.0,1.0,0,0,0,0,0,3,3,3,0,0,0,0,,,,,,,,,,,,,0.009029089997056872,None,0.48466858998290263,None,0.9513344900042284,None,['return'],[0.09230389998992905],29.04875109999557,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
3.0,9.0,6.0,1.0,0,0,0,0,0,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.21289220001199283],29.165418699994916,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
3.0,9.0,6.0,1.0,0,0,0,0,0,3,3,3,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.8628816999844275],29.398609199997736,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
3.0,9.0,6.0,1.0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
4.0,8.0,1.0,5.0,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,0.006023990019457415,None,0.48216009003226645,None,0.9664671900100075,None,['return'],[0.43043439998291433],31.723104599979706,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
4.0,8.0,1.0,5.0,0,0,0,0,0,4,4,4,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.2067230999819003],32.181799099984346,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
4.0,8.0,1.0,5.0,0,0,0,0,0,4,4,4,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.4711416999925859],32.415016299986746,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
4.0,8.0,1.0,5.0,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
5.0,4.0,1.0,0.0,0,0,0,0,0,5,5,5,0,0,0,0,,,,,,,,,,,,,0.007167190022300929,None,0.480890589999035,None,0.9475493900245056,None,['return'],[0.4039221999992151],34.35822999998345,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
5.0,4.0,1.0,0.0,0,0,0,0,0,5,5,5,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.2479260000109207],34.781627799995476,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
5.0,4.0,1.0,0.0,0,0,0,0,0,5,5,5,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.24449800001457334],35.048308199999155,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
5.0,4.0,1.0,0.0,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
6.0,9.0,2.0,6.0,0,0,0,0,0,6,6,6,0,0,0,0,,,,,,,,,,,,,0.006912790006026626,None,0.4804666900308803,None,0.9636900900222827,None,['return'],[0.3319871999847237],36.764748499990674,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
6.0,9.0,2.0,6.0,0,0,0,0,0,6,6,6,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.24561380001250654],37.11473939998541,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
6.0,9.0,2.0,6.0,0,0,0,0,0,6,6,6,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.2445194000029005],37.38144470000407,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
6.0,9.0,2.0,6.0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
7.0,2.0,3.0,0.0,0,0,0,0,0,7,7,7,0,0,0,0,,,,,,,,,,,,,0.00664988998323679,None,0.4795708899910096,None,0.9664950899896212,None,['return'],[0.3185945999866817],39.098015299998224,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
7.0,2.0,3.0,0.0,0,0,0,0,0,7,7,7,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.22124990000156686],39.45619369999622,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
7.0,2.0,3.0,0.0,0,0,0,0,0,7,7,7,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.2281344000075478],39.69794689997798,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
7.0,2.0,3.0,0.0,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
8.0,1.0,9.0,2.0,0,0,0,0,0,8,8,8,0,0,0,0,,,,,,,,,,,,,0.005966689990600571,None,0.478485189989442,None,0.9615758899890352,None,['return'],[0.5119437999965157],41.397824899991974,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
8.0,1.0,9.0,2.0,0,0,0,0,0,8,8,8,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.2250021000218112],41.931079699978,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
8.0,1.0,9.0,2.0,0,0,0,0,0,8,8,8,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.2495964000117965],42.181123699992895,None,,,,,,,1,001,2021_Oct_20_0948,eeg_contingent_digits,2021.2.3,60.07416756204594,
