TrialID,NFB_digit1,NFB_digit2,NFB_digit3,Speaker_trial,TrialID_ME,NFB_digit1_ME,NFB_digit2_ME,NFB_digit3_ME,Speaker_trial_ME,NV_trial_ME,Triggered_trial_ME,Jitter_trial_ME,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,ME_trials.thisRepN,ME_trials.thisTrialN,ME_trials.thisN,ME_trials.thisIndex,response_ME.thisRepN,response_ME.thisTrialN,response_ME.thisN,response_ME.thisIndex,exp_trials.thisRepN,exp_trials.thisTrialN,exp_trials.thisN,exp_trials.thisIndex,NV_trial,Triggered_trial,Jitter_trial,Digit1_clear.started,Digit1_clear.stopped,response_practice_resp.keys,response_practice_resp.rt,response_practice_resp.started,response_practice_resp.stopped,text_practice_repeat.started,text_practice_repeat.stopped,text_4.started,text_4.stopped,Fixation_ME.started,Fixation_ME.stopped,sound_digit_1_ME.started,sound_digit_1_ME.stopped,text_2.started,text_2.stopped,key_resp_ME.keys,key_resp_ME.rt,key_resp_ME.started,key_resp_ME.stopped,disp_answer_ME.started,disp_answer_ME.stopped,text_7.started,text_7.stopped,text_next_block_ME.started,text_next_block_ME.stopped,response_nextblock_ME.keys,response_nextblock_ME.started,response_nextblock_ME.stopped,response_nextblock_ME.rt,text_break.started,text_break.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.005245489999651909,None,['return'],[1.0354224999991857],18.544332600000416,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_1311,eeg_contingent_digits,2021.2.3,60.0556595854883,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_1311,eeg_contingent_digits,2021.2.3,60.0556595854883,
1.0,1.0,9.0,3.0,13.0,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,0.000838890002341941,None,['return'],[0.06348330000037095],20.12614720000056,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_1311,eeg_contingent_digits,2021.2.3,60.0556595854883,
1.0,1.0,9.0,3.0,13.0,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_1311,eeg_contingent_digits,2021.2.3,60.0556595854883,
2.0,8.0,0.0,1.0,21.0,,,,,,,,,0,0,0,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,0.0011064900008932455,None,['return'],[0.532332700000552],20.726528200000757,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_1311,eeg_contingent_digits,2021.2.3,60.0556595854883,
2.0,8.0,0.0,1.0,21.0,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_1311,eeg_contingent_digits,2021.2.3,60.0556595854883,
3.0,9.0,6.0,1.0,61.0,,,,,,,,,0,0,0,0,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,0.002974589999212185,None,['return'],[0.07948489999944286],21.814231199999995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_1311,eeg_contingent_digits,2021.2.3,60.0556595854883,
3.0,9.0,6.0,1.0,61.0,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_1311,eeg_contingent_digits,2021.2.3,60.0556595854883,
4.0,8.0,1.0,5.0,7.0,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,0.014997679998487001,None,['return'],[0.09211839999989024],22.448468200000207,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_1311,eeg_contingent_digits,2021.2.3,60.0556595854883,
4.0,8.0,1.0,5.0,7.0,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_1311,eeg_contingent_digits,2021.2.3,60.0556595854883,
5.0,4.0,1.0,0.0,33.0,,,,,,,,,0,0,0,0,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,0.016208880000704085,None,['return'],[0.15087950000088313],23.098759900000005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_1311,eeg_contingent_digits,2021.2.3,60.0556595854883,
5.0,4.0,1.0,0.0,33.0,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_1311,eeg_contingent_digits,2021.2.3,60.0556595854883,
6.0,9.0,2.0,6.0,13.0,,,,,,,,,0,0,0,0,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,0.01612347999798658,None,['return'],[0.11619559999962803],23.797390699999596,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_1311,eeg_contingent_digits,2021.2.3,60.0556595854883,
6.0,9.0,2.0,6.0,13.0,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_1311,eeg_contingent_digits,2021.2.3,60.0556595854883,
7.0,2.0,3.0,0.0,10.0,,,,,,,,,0,0,0,0,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,0.01640097999916179,None,['return'],[0.2085879999995086],24.462083899999925,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_1311,eeg_contingent_digits,2021.2.3,60.0556595854883,
7.0,2.0,3.0,0.0,10.0,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_1311,eeg_contingent_digits,2021.2.3,60.0556595854883,
