TrialID,NFB_digit1,NFB_digit2,NFB_digit3,Speaker_trial,TrialID_ME,NFB_digit1_ME,NFB_digit2_ME,NFB_digit3_ME,Speaker_trial_ME,NV_trial_ME,Triggered_trial_ME,Jitter_trial_ME,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,ME_trials.thisRepN,ME_trials.thisTrialN,ME_trials.thisN,ME_trials.thisIndex,response_ME.thisRepN,response_ME.thisTrialN,response_ME.thisN,response_ME.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,response_practice_resp.keys,response_practice_resp.rt,response_practice_resp.started,response_practice_resp.stopped,text_practice_repeat.started,text_practice_repeat.stopped,text_4.started,text_4.stopped,Fixation_ME.started,Fixation_ME.stopped,sound_digit_1_ME.started,sound_digit_1_ME.stopped,sound_digit_2_ME.started,sound_digit_2_ME.stopped,sound_digit_3_ME.started,sound_digit_3_ME.stopped,text_2.started,text_2.stopped,key_resp_ME.keys,key_resp_ME.rt,key_resp_ME.started,key_resp_ME.stopped,disp_answer_ME.started,disp_answer_ME.stopped,text_5.started,text_5.stopped,text_next_block_ME.started,text_next_block_ME.stopped,response_nextblock_ME.keys,response_nextblock_ME.started,response_nextblock_ME.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.0019066399545408785,None,0.4687262399820611,None,0.9522607399558183,None,['return'],[0.6385792999935802],22.89554749999661,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_0958,eeg_contingent_digits,2021.2.3,59.87668994332799,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,['return'],[0.7662065000040457],23.570061599981273,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_0958,eeg_contingent_digits,2021.2.3,59.87668994332799,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,['return'],[0.5982547999883536],24.369153599982383,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_0958,eeg_contingent_digits,2021.2.3,59.87668994332799,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_0958,eeg_contingent_digits,2021.2.3,59.87668994332799,
,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.002321499981917,None,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_0958,eeg_contingent_digits,2021.2.3,59.87668994332799,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,25.969262500002515,None,27.490024400001857,None,0.016242400015471503,None,0.4843558000284247,None,0.9677076000371017,None,28.905897699994966,29.918027099978644,return,1.6554383999900892,30.348882099991897,None,30.348882099991897,None,,,,,,,,1,001,2021_Nov_15_0958,eeg_contingent_digits,2021.2.3,59.87668994332799,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,return,1.066649700020207,32.051361999998335,None,32.051361999998335,None,,,,,,,,1,001,2021_Nov_15_0958,eeg_contingent_digits,2021.2.3,59.87668994332799,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,return,0.781063800008269,33.152136699995026,None,33.152136699995026,None,,,,,,,,1,001,2021_Nov_15_0958,eeg_contingent_digits,2021.2.3,59.87668994332799,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.96791609999491,None,None,None,None,None,None,1,001,2021_Nov_15_0958,eeg_contingent_digits,2021.2.3,59.87668994332799,
,,,,,1.0,0.0,8.0,3.0,49.0,1.0,0.0,1.0,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,36.96782799999346,None,0.002490659971954301,None,0.48390245996415615,None,0.9671409599832259,None,39.07526759998291,40.08390239998698,return,3.1399325000238605,40.529013999999734,None,40.529013999999734,None,,,,,,,,1,001,2021_Nov_15_0958,eeg_contingent_digits,2021.2.3,59.87668994332799,
